ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 01,"",https://iiif.archivelab.org/iiif/images_MS01_24/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XIII(2/4); 1225-1250,1225^1250,13,http://vocab.getty.edu/aat/300404505,false,"","",Bible,"",Bible,"",,,,"",,,"","","","","","",Mathurin atelier,"","",Mathurin atelier,Q114242551,organization,"","","","","","","","","","","","",Latin,Q397,Latin,"Obtained before December 1881 by Hamilton Cole (Grolier member, 1884-89) ; his sale (New York, 7 April 1890 n. 31, pl.), bought by Edward Bement (Grolier member, 1884-1931) who bequeathed it to the Grolier Club in 1932.","","",Hamilton Cole;Edward Bement,Q116625976;Q116626078,human;human,"","","","Binding: Bound, 1881, in red crushed levant morocco by William Matthews (bookbinder in Brooklyn, NY and Grolier Club member, 1884-96) for Hamilton Cole; covers of both volumes tooled in gilt to the design by Le Gascon on a Plantin bible of the Marquis d'Adda.|Figurative details, ff. 1-303v; ff. 1-351v: 82 historiated initials (with two probably missing on the leaves that would have begun Exodus and Leviticus).|Layout, ff. 1-303v; ff. 1-351v: Gatherings apparently of 24 leaves (the psalter not on a separate quire); 2 columns of 46 lines.","Bibliography: De Ricci, p. 1289.|ff. 1-303v; ff. 1-351v: Latin.|ff. 1-303v; ff. 1-351v: In the usual order for thirteenth century French bibles, and with the usual texts (but adding the prayer of Solomon to the end of Ecclesiasticus, and the Nicene Creed to the end of the Psalms). The expected set of 64 prologues is expanded to 68.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132460.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 02,"",,Germany,http://vocab.getty.edu/tgn/7000084,Germany,s. XIII; 1200-1299|s. XV; 1400-1499,1200^1299|1400^1499,13|15,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404465,false,"","",Missal|Missal,"",Missal|Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Printed book given in 1840 to St. Peter's in Erfurt; George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,"","","Abbey of St. Peter (Erfurt, Germany);George Bruce;David Wolfe Bruce",Q116598715;Q2757147;Q116598092,organization;human;human,"","","","","Manuscript note: This manuscript no longer held by The Grolier Club.|Bibliography: De Ricci, p. 1289.|ff. 1-2: Front pastedown in S. Gregorius Magnus, Moralia in Job (Cologne: C. Winters, n.d); Hain n. 7927.|ff. 1-2: Latin.|ff. 3-4: Back pastedown in S. Gregorius Magnus, Moralia in Job (Cologne: C. Winters, n.d); Hain n. 7927.|ff. 3-4: Latin.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132461.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 03,"",https://iiif.archivelab.org/iiif/images_MS03_24/manifest.json,England,http://vocab.getty.edu/tgn/7002445,England,s. XIV; 1300-1399,1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Belonged ca. 1870 to John Milne Buckie.,"","",John Milne Buckie,Q114242431,human,"","","","Binding: Bound in English brown calf, ca. 1700.","Bibliography: De Ricci, p. 1289.|ff. 1-461v: Latin.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132462.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 04,"",https://iiif.archivelab.org/iiif/images_MS04_24/manifest.json,Flanders,http://vocab.getty.edu/tgn/7024097,Flanders,s. XV; 1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Herschel V. Jones collection, Minneapolis; his sale (New York, 23 January 1923, n. 124) to J. F. Drake; bequeathed to the Grolier Club by Beverly Chew.","","","Herschel V. Jones;James F. Drake, Inc.;Beverly Chew",Q15485383;Q116626309;Q116598881,human;organization;human,"","","",Binding: Cased in a later embossed silver binding.,"Bibliography: De Ricci, p. 1290.|ff. 1-187v: Latin.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132463.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 05,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(ex); 1485-1499,1485^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Gift to the Grolier Club by Miss Ellen King.,"","",Ellen King,Q116626344,human,"","","",Binding: Bound in original wooden boards covered with stamped leather and metal ornaments.,"Manuscript note: This manuscript no longer held by The Grolier Club.|Bibliography: De Ricci, p. 1290.|ff. 1-139v: Latin.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132464.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 06,"",https://iiif.archivelab.org/iiif/images_MS06_24/manifest.json,Italy,http://vocab.getty.edu/tgn/1000080,Italy,s. XV(ex); 1485-1499,1485^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Antiphonal,"",Antiphonary,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Given to the Grolier Club in 1931 by Charles Bain Hoyt.,"","",Charles B. Hoyt,Q78162371,human,"","","","Binding: Framed.|Music, f. 1r-v: Square black notation on 4-line red staves.","Bibliography: De Ricci, p. 1290.|f. 1r-v: Latin.|f. 1r-v: Contains antiphons for the second nocturn at matins for the feast of St. Louis of Toulouse (19 August).","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132465.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 07,"",https://iiif.archivelab.org/iiif/images_MS07_24/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XV(med); 1440-1460,1440^1460,15,http://vocab.getty.edu/aat/300404465,false,"","","Book of hours, use of Paris","",Book of hours,"",,,,"",,,"","","","","","",Master of the Brotherhood of Ste. Catherine,"","",Master of the Brotherhood of Ste. Catherine,Q117448635,human,"","","","","","","","","","","","",Latin; French,Q397;Q150,Latin;French,"Traces of a library stamp on f. 1. Acquired from Robson and Kerslake (according to de Ricci) by Daniel B. Fearing of Newport, Rhode Island who gave it to the Grolier Club in 1908.","","",Robson & Kerslake;Daniel B. Fearing,Q116626228;Q76009758,organization;human,"","","","Binding: Bound in modern black morocco with gilt arabesque designs by Riviere and Son, 1889; spine gilt in 6 panels; edges gilt.|Figurative details, ff. 1-154v: 13 half-page miniatures in arched frames.|Script, ff. 1-154v: Gothic.|Layout, ff. 1-154v: 19 gatherings mainly of 8 leaves; 16 long lines (17 long lines in the calendar).","Bibliography: De Ricci, p. 1290.|ff. 1-154v: Artist of the Annunciation with some similarties to the Master of Thomas Hoo; secondary artist provisionally named as above from The Hague, Koninklijke Bibliotheek, MS 76 E 18; both artists in the tradition of the Boucicaut Master and the Bedford Master.|ff. 1-154v: Latin.|ff. 1-154v: Full calendar in French; gospel pericopes; Obsecro te & O intemerata (masc. forms); Hours of the BVM; Penitential psalms & litany; Short hours of the Cross and of the Holy Spirit; Office of the dead; prayers in French (Sonet 458, 504, 1876).","This description is based on the extensive work of Prof. James Marrow.|ff. 1-154v: We thank Prof. James Marrow for naming the artist, and for his collaboration with Francois Avril in identifying parallel manuscripts.",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132466.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 08,"",,France,http://vocab.getty.edu/tgn/1000070,France,s. XV; 1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Book of hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,"","",George Bruce;David Wolfe Bruce,Q2757147;Q116598092,human;human,"","","","Binding: Bound in French calf, s. XVII.|Figurative details, ff. 1-160v: 7 miniatures.","Manuscript note: This manuscript no longer held by The Grolier Club.|Bibliography: De Ricci, p. 1290.|ff. 1-160v: Latin.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132467.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 09,"",https://iiif.archivelab.org/iiif/images_MS09_24/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XV(4/4); 1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,false,"","",Book of hours,"",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin; French,Q397;Q150,Latin;French,"The Earl of Hopetoun sale (London, 1889, n. 402) to Matthews. Given to the Grolier Club in 1905 by Daniel B. Fearing.","","","John Hope, 1st Marquess of Linlithgow;Daniel B. Fearing",Q335178;Q76009758,human;human,"","","","Binding: Original wooden boards and brown velvet, rebacked.|Figurative details, ff. 1-107v: 4 miniatures remain (at least 5 or possibly as many as 7 miniatures are cut away).|Script, ff. 1-107v: Gothic.|Layout, ff. 1-107v: 16 long lines.","Bibliography: De Ricci, p. 1290.|ff. 1-107v: Conservation, September 2005, by Mindy Dubansky.|ff. 1-107v: Latin.|ff. 1-107v: Calendar in French; Short Hours of the Cross and of the Holy Spirit; Suffrages; Hours of the Virgin; Penitential psalms and litany; Office of the Dead (3 lessons only, whose resp. are: Credo quod, Qui lazarum, Libera me domine de morte eterna).","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132468.xml
,,,digital-scriptorium,Q5174002,Grolier Club,"",MS 10,"",https://iiif.archivelab.org/iiif/images_MS10_24/manifest.json,France,http://vocab.getty.edu/tgn/1000070,France,s. XVI(in); 1500-1515,1500^1515,16,http://vocab.getty.edu/aat/300404510,false,"","","Book of hours, use of Rouen","",Book of hours,"",,,,"",,,"","","","","","","","","","","","","","","","","","","","","","","","",Latin; French,Q397;Q150,Latin;French,"Arms of first owners: 1, azure a six-pointed star or between three crescents or; 2, gules a bend sable charged with three small cups (?) or. George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.","","",George Bruce;David Wolfe Bruce,Q2757147;Q116598092,human;human,"","","","Binding: Modern red velvet.|Figurative details, ff. 1-71v: 15 miniatures; 22 smaller miniatures in the calendar.|Script, ff. 1-71v: Bâtarde.|Layout, ff. 1-71v: 2 columns of 28 lines.","Bibliography: De Ricci, p. 1290.|ff. 1-71v: Latin.|ff. 1-71v: Calendar in French; gospel pericopes; Obsecro te & O Intemerata (masc. forms), other prayers; Short Hours of the Holy Spirit (misbound); Hours of the Virgin; Short Hours of the Cross; Penitential psalms; Office of the Dead; prayers and suffrages.","",2023-06-08T18:15:36-04:00,2021-10-01,./scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132469.xml
