title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Account book of Vincenzo Spada,,,,Account book
Account of payments,,,,Account book
Accounts book,,,,Accounts book
Accounts of William Pawlett in Dorset,,,,Accounts book
Acerba,,,,Acerba
"Acknowledgment of debts incurred by Louis, Duke of Orléans, and his company, to be paid by Jean, Duke of Berry",,,,Acknowledgment of debts
Acknowledgment of loan,,,,Loan
A collection of devotional tracts,,,,Devotional literature
A collection of Italian lyric poetry; primarily Petrarch's Canzoniere,,,,Canzoniere
A collection of mediaeval devotional works in Italian,,,,Devotional literature
A collection of uncatalogued leaves,,,,Leaves
Acta pronumptiationis tenute et licentie generalis pro Bernardo Alamanni de Medicis,,,,Acta pronumptiationis tenute et licentie generalis
Act concerning the monastery of San Spirito,,,,Act concerning monasteries
Act of exchange of property,,,,Act of property exchange
Acts,,,,Acts
Ādāb al-baḥth ... etc,آداب البحث ... الخ.,,,Ādāb al-baḥth
Ad adolescentes de legendis libris gentilium (Address to young men on the right use of greek literature),,,,Ad adolescentes de legendis libris gentilium
Adam Luce Dominici deed of sale,,,,Deed
"Additions to Statuta, constitutiones ac decreta ducalis provincae Friniani",,,,"Statuta, constitutiones ac decreta"
Addresses and letters,,,,Letters
"Ad invictissimum Maximilianum II, el. Romanum Imperatorem Augustum",,,,To Maximilian II
A discourse of Predestination & Grace Between Theodidactus and Philalethes,,,,Discourse on predestination
Admission letter to the Third Order Secular of St. Francis,,,,Letters
Adoration of the Magi,,,,Miniature
A Drawing of a Woman by a Tree with a Peacock,,,,Drawing of a Woman by a Tree with a Peacock
"A Drawing of Sayyid Jalal Bukhari, Seated",,,,Drawing of Sayyid Jalal Bukhari
A dream of bounden dutie,,,,A Dream of Bounden Dutie
Ad statutum positum sub rubrica de contractibus cum minoribus,,,,Ad statutum positum sub rubrica de contractibus cum minoribus
Aeneas Siluius in Europam,,In Europam,,In Europam
Aeneid,,,,Aeneid
Africa,,,,Africa
A geometricall extraction for all affected to the mathematickes,,,,A geometrical extraction for all affected to the mathemematiks
Agnihotrahomaprayoga,"अग्निहोत्रहोमप्रयोग,",,,Agnihotrahomaprayoga
Agreement,,,,Agreement
Agreement pertaining to the rents and privileges of the Canons Regular of Urgel,,,,Agreement
A Heu Glossary,,,,Glossary
Ajaib al-Makhlugat un Gharaib al-Manjudet (Wonders of Creation),,"ʻAjāʼib al-makhlūqāt,",,ʻAjāʼib al-makhlūqāt
Ajbīyah. al-Salām la-ki yā Maryam.,[أجبية]. السلام لك يا مريم,,,Ajbīyah. Al-Salām la-ki yā Maryam
al-Aḍwā' al-bahijah fī ibrāz daqāʼiq al-Munfarijah,الاضواء البهجة في ابراز دقايق المنفرجة.,,,al-Aḍwā' al-bahijah fī ibrāz daqāʼiq al-Munfarijah
al-Ajwibah al-Nāṣirīyah /,الاجوبة الناصرية /,Ajwibah al-Nāṣirīyah fī baʻḍ masāʼil al-bādiyah,اجوبة الناصرية في بعض المسائل البادية,Ajwibah al-Nāṣirīyah fī baʻḍ masāʼil al-bādiyah
Alamanno Taviani power of attorney,,,,Power of attorney
al-Anwār al-qamarīyah sharḥ al-Qaṣīdah al-Maqqarīyah,الانوار القمرية شرح القصيدة المقرية.,,,al-Anwār al-qamarīyah sharḥ al-Qaṣīdah al-Maqqarīyah
al-Awwal al-thālith min Kitāb al-Tahdhīb fī ikhtiṣār Kitāb al-Tahdhīb tahdhīb al-kamāl fī asmāʼ al-rijāl jamaʻa al-Shaykh al-Imām al-Ḥāfiẓ Abī al-Ḥujjaj Yūsuf ibn al-Zakī ʻAbd al-Raḥmān ibn Yūsuf al-Mizzī al-Kalbī ... /,"الاول الثالث من كتاب التهذيب في اختصار كتاب التهذيب تهذيب الكمال في اسماء
				الرجال /","Tahdhīb fī ikhtiṣār Kitāb al-Tahdhīb tahdhīb al-kamāl fī asmāʼ
				al-rijāl",تهذيب في اختصار كتاب التهذيب تهذيب الكمال في اسماء الرجال,Tahdhīb fī ikhtiṣār Kitāb al-Tahdhīb tahdhīb al-kamāl fī asmāʼ al-rijāl
al-Awwal min al-ʻInāyah sharḥ al-Hidāyah,الاول من العناية شرح الهداية.,ʻInāyah ʻalá al-Hidāyah,عناية على الهداية,ʻInāyah ʻalá al-Hidāyah
al-Bayān wa al-tidhkār fī ṣinʻat ʻamal al-ghubār,البيان و التذكار في صنعة عمل الغبار.,,,al-Bayān wa al-tidhkār fī ṣinʻat ʻamal al-ghubār
Al Beharistan,,,,Al-Beharistan
Alchemical compendium,,,,Alchemical miscellany
Alchemical miscellany,,,,Alchemical miscellany
"Alchemical miscellany, including a table of transmutable metals",,,,Alchemical miscellany
al-Dhukhr,الذخر.,,,Dhukhr
Aldobrando Delci power of attorney,,,,Power of attorney
al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār /,الدر المختار في شرح تنوير الابصار /,,,Durr al-mukhtār fī sharḥ Tanwīr al-abṣār
al-Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam,الدر المنظم في مدح الحبيب الاعظم.,,,Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam
al-Durr al-muntaẓam bi-al-shiʻr al-multazam fī madḥ al-Nabī /,الدر المنتظم بالشعر الملتزم في مدح النبي /,,,Durr al-muntaẓam bi-al-shiʻr al-multazam fī madḥ al-Nabī
Alessandri family power of attorney,,,,Power of attorney
Alessandro Piccolomini nomination,,,,Nomination
Alexander ...etc,,,,Alexander
Alexandreis,,,,Alexandreis
al-Farāyid al-Burhānīyah fī taḥqīq al-Fawāyid al-Fanārīyah,الفرايد البرهانية في تحقيق الفوايد الفنارية.,Farāʼid al-Burhānīyah fī taḥqīq al-Fawāʼid al-Fanārīyah,فرائد البرهانية في تحقيق الفوائد الفنارية,Farāʼid al-Burhānīyah fī taḥqīq al-Fawāʼid al-Fanārīyah
al-Fawākih al-Badrīyah fī al-aqḍiyah al-ḥukmīyah,الفواكه البدرية في الاقضية الحكمية.,,,Fawākih al-Badrīyah fī al-aqḍiyah al-ḥukmīyah
al-Fawāyid al-ghazīrah fī ḥadīth Barīrah,الفوايد الغزيره في حديث بريره.,Fawāʼid al-ghazīrah fī ḥadīth Barīrah.,فوائد الغزيرة في حديث بريرة.,Fawāʼid al-ghazīrah fī ḥadīth Barīrah
al-Fawāʼid al-Fanārīyah ... etc,الفوائد الفنارية ... الخ.,,,Fawāʼid al-Fanārīyah
Alfonso Petrucci property instructions,,,,Instructions
Alfonso Petrucci public instrument,,,,Instrument
al-Futūḥāt al-rabbānīyah fī hazīmat al-Faransāwīyah,الفتوحات الربانية في هزيمة الفرنساوية.,,,Futūḥāt al-rabbānīyah fī hazīmat al-Faransāwīyah
Algorismus,,,,Algorismus
"Algorismus, cum glosa / John of Sacro Bosco",,,,Algorismus
Algorismus ... etc,,,,Algorismus
al-Ḥadhāqah fī anwāʻ al-ʻalāqah /,الحذاقة في انواع العلاقة.,,,Ḥadhāqah fī anwāʻ al-ʻalāqah
al-Ḥawāshī al-mujammaʻah min sharḥ al-aḥādīth al-muttabaʻah /,الحواشى المجمعة من شرح الاحاديث المتبعه /,Minhāj al-muḥaddithīn.,منهاج المحدثين.,Minhāj al-muḥaddithīn
al-Hayʼah al-sanīyah,الهيئة السنية.,Hayʼah al-sanīyah fī al-hayʼah al-sunnīyah,هيئه السنية في الهيئه السنية,Hayʼah al-sanīyah fī al-hayʼah al-sunnīyah
al-Hidāyah,الهداية.,Hidāyah fī sharḥ al-Bidāyah,هداية في شرح البداية,Hidāyah fī sharḥ al-Bidāyah
al-Ḥudūd li-abwāb al-fiqh,الحدود لابواب الفقه.,,,Ḥudūd li-abwāb al-fiqh
al-Īḍāḥ ... etc,الايضاح ... الخ,,,Īḍāḥ
al-Īḍāḥ fī al-waqf wa-al-ibtidāʼ /,الايضاح في الوقف والابتدى /,,,Īḍāḥ fī al-waqf wa-al-ibtidāʼ
al-Ijāzah,الاجازة.,,,Ijāzah
al-Intibāh li-muʻālajat al-bāh ... etc,الانتباه لمعالجة الباه ... الخ.,,,Intibāh li-muʻālajat al-bāh
al-Intiṣār,الانتصار.,,,Intiṣār
al-Jalīs al-laṭīf wa-al-nadīm al-ẓarīf ... etc,الجليس اللطيف والنديم الظريف ... الخ.,,,Jalīs al-laṭīf wa-al-nadīm al-ẓarīf
al-Jazl al-muʻtamad al-mufīd,الجزل المعتمد المفيد.,,,Jazl al-muʻtamad al-mufīd
al-Juzʼ al-akhīr fī tafsīr al-Qurʼān al-ʻaẓīm /,الجزؤ الاخير في تفسير القرآن العظيم /,Kashf wa-al-bayān ʻan tafsīr al-Qurʼān,كشف والبيان عن تفسير القرآن,Kashf wa-al-bayān ʻan tafsīr al-Qurʼān
al-Juzʼ al-awwal,الجزء الاول.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-awwal al-sābiʻ min Naẓm al-laʼālī fī al-miʼah al-ʻawālī al-mukhrajah lil-Burhān al-Shāmī /,"الجزء الاول السابع من نظم اللألي في المائة العوالي المخرجة للبرهان الشامي
				/",Naẓm al-laʼālī fī al-miʼah al-ʻawālī,نظم اللألي في المائة العوالي,Naẓm al-laʼālī fī al-miʼah al-ʻawālī
al-Juzʼ al-awwal min al-fawāʼid al-sanīyah fī sharḥ al-Alfīyah al-uṣūlīyah /,الجزء الاول من الفوائد السنية في شرح الالفية الاصولية /,Fawāʼid al-sanīyah fī sharḥ al-Alfīyah.,فوائد السنية في شرح الالفية.,Fawāʼid al-sanīyah fī sharḥ al-Alfīyah
al-Juzʼ al-awwal min al-Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh al-taʼwīl /,"الجزء الاول من الكشاف عن حقائق غوامض التنزيل وعيون الاقاويل في وجوه التأويل
				/","Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh
				al-taʼwīl",کشاف عن حقائق غوامض التنزيل وعيون الاقاويل في وجوه التأويل,Kashshāf ʻan ḥaqāʼiq ghawāmiḍ al-tanzīl wa-ʻuyūn al-aqāwīl fī wujūh al-taʼwīl
al-Juzʼ al-awwal min al-Maṣābīḥ /,الجزء الاول من المصابيح /,Maṣābīḥ al-sunnah.,مصابيح السنة,Maṣābīḥ al-sunnah
al-Juzʼ al-awwal min al-Turjumān,الجزء الاول من الترجمان.,Turjumān.,ترجمان.,Turjumān
al-Juzʼ al-awwal min Kitāb al-Aghānī,الجزء الاول من كتاب الاغاني.,Kitāb al-Aghānī.,كتاب الاغاني.,Kitāb al-Aghānī
al-Juzʼ al-awwal min Kitāb Jawāhir al-ʻuqūd wa-muʻīn al-quḍāh wa-al-muwaqqiʻīn wa-al-shuhūd /,"الجزؤ الاول من كتاب جواهر العقود ومعين القضاه والموقعين والشهود
				/","Jawāhir al-ʻuqūd wa-muʻīn al-quḍāh wa-al-muwaqqiʻīn
				wa-al-shuhūd.",جواهرالعقود وميعن القضاة والموقعين والشهود.,Jawāhir al-ʻuqūd wa-muʻīn al-quḍāh wa-al-muwaqqiʻīn wa-al-shuhūd
al-Juzʼ al-awwal min mukhtaṣar Sharḥ Muslim sharḥ al-Imām ... shaykh al-Islām Muḥyī al-Dīn al-Nawāwī ikhtiṣār al-Shaykh al-imām al-ʻālim al-fāḍil Jamāl al-Dīn ʻAbd Allāh ibn Shams al-Dīn Muḥammad al-Anṣarī al-Shāfiʻī al-Ḥalabī raḥimahu Allāh taʻālá wa-huwa bi-khaṭṭ muʼallifih,"الجزء الاول من مختصر شرح مسلم شرح الامام ... شيخ الاسلام محيي الدين
				النواوي اختصار الشيخ الامام العالم الفاضل جمال الدين عبد الله بن شمس الدين محمد
				الانصري الشافعي الحلبي رحمه الله تعالى وهو بخط مؤلفه",Talkhīṣ Sharḥ Ṣaḥīḥ Muslim.,تلخيص شرح صحيح مسلم.,Talkhīṣ Sharḥ Ṣaḥīḥ Muslim
al-Juzʼ al-awwal min Sharḥ al-Bahjah /,الجزؤ الاول من شرح البهجة /,Bahjah al-marḍīyah.,بهجة المرضية.,Bahjah al-marḍīyah
al-Juzʼ al-awwal min Sīrat al-Ḥalabī,الجزؤ الاول من سيرة الحلبي,Sīrah al-Ḥalabīyah,سيرة الحلبية,Sīrah al-Ḥalabīyah
al-Juzʼ al-awwal min Zād al-masīr fī ʻilm al-tafsīr /,الجزء الاول من زاد المسير في علم التفسير /,Zād al-masīr fī ʻilm al-tafsīr.,زاد المسير في علم التفسير.,Zād al-masīr fī ʻilm al-tafsīr
al-Juzʼ al-ḥādī wa-al-ʻishrūn,الجزء الحادي والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-ḥādī ʻashr,الجزء الحادي عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-khāmis wa-al-ʻishrūn,الجزء الخامس والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-khāmis ʻashar min al-rabʻah al-sharīfah,الجزء الخامس عشر من الربعة الشريفة.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ,الجزء الرابع.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ min al-Aḥkām al-kubrá /,الجزء الرابع من الاحكام الكبرى /,Aḥkām al-sharʻīyah al-kubrá.,احكام الشرعية الكبرى.,Aḥkām al-sharʻīyah al-kubrá
al-Juzʼ al-rābiʻ min Ghawāmiḍ al-fikar fī tartīb masāyil al-Minhāj ʻalá al-mukhtaṣar /,الجز الرابع من غوامض الفكر في ترتيب مسايل المنهاج على المختصر /,Ghawāmiḍ al-fikar fī tartīb masāʼil al-Minhāj ʻalá al-mukhtaṣar.,غوامض الفکر في ترتيب مسائل المنهاج على المختصر.,Ghawāmiḍ al-fikar fī tartīb masāʼil al-Minhāj ʻalá al-mukhtaṣar
al-Juzʼ al-rābiʻ min Kitāb al-Kawkab al-munīr bi-sharḥ al-Jāmiʻ al-ṣaghīr /,الجزء الرابع من كتاب الكوكب المنير بشرح الجامع الصغير /,Kawkab al-munīr bi-sharḥ al-Jāmiʻ al-ṣaghīr.,کوکب المنير بشرح الجامع الصغير.,Kawkab al-munīr bi-sharḥ al-Jāmiʻ al-ṣaghīr
al-Juzʼ al-rābiʻ min Sharḥ Kitāb al-Durrah al-bahīyah fī al-masāyil al-fiqhīyah /,الجز الرابع من شرح كتاب الدرة البهية في المسايل الفقهية /,Sharḥ al-Durrah al-bahīyah fī al-masāʼil al-fiqhīyah.,شرح الدرة البهية في المسائل الفقهية.,Sharḥ al-Durrah al-bahīyah fī al-masāʼil al-fiqhīyah
al-Juzʼ al-rābiʻ min Tafsīr al-wasīṭ /,الجزء الرابع من تفسير الوسيط /,Wasīṭ bayna al-maqbūd wa-al-basīṭ.,وسيط بين المقبود والبسيط.,Wasīṭ bayna al-maqbūd wa-al-basīṭ
al-Juzʼ al-rābiʻ wa-al-ʻishrūn,الجزء الرابع والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar,الجزء الرابع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar min al-rabʻah al-sharīfah,الجزء الرابع عشر من الربعة الشريفة.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sābiʻ wa-al-ʻishrūn,الجزء السابع والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis,الجزء السادس.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis ʻashar,الجزء السادس عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ,الجزء التاسع.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ ʻashar,الجزء التاسع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thalāthūn,الجزء الثلاثون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thālith min Kitāb al-Burhān fī ʻulūm al-Qurʼān /,الجزء الثالث من كتاب البرهان في علوم القرآن /,Burhān fī ʻulūm al-Qurʼān,برهان في علوم القرآن,Burhān fī ʻulūm al-Qurʼān
al-Juzʼ al-thālith min Kitāb al-Rawḍah al-ṭālibīn wa-ʻumdat al-muftīyīn /,الجزء الثالث من كتاب الروضة الطالبين وعمدة المفتيين /,Rawḍat al-ṭālibīn wa-ʻumdat al-muftīn.,روضة الطالين وعمدة المفتين.,Rawḍat al-ṭālibīn wa-ʻumdat al-muftīn
al-Juzʼ al-thālith min Kitāb al-Wāḍiḥ fī uṣūl al-fiqh ʻalá madhhab al-Imām Abī ʻAbd Allāh Aḥmad ibn Muḥammad ibn Ḥanbal /,"الجز الثالث من كتاب الواضح في اصول الفقه على مذهب الامام ابي عبد الله احمد
				بن محمد بن حنبل /",Wāḍiḥ fī uṣūl al-fiqh.,واضح في اصول الفقه.,Wāḍiḥ fī uṣūl al-fiqh
al-Juzʼ al-thālith min Sharḥ al-Muḥarrar /,الجزؤ الثالث من شرح المحرر /,Sharḥ al-Muḥarrar.,شرح المحرر.,Sharḥ al-Muḥarrar
al-Juzʼ al-thāmin,الجزء الثامن.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin wa-al-ʻishrūn,الجزء الثامن والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin ʻashar,الجزء الثامن عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thānī min al-Rawḍ al-unuf /,الجزء الثاني من الروض الانف /,Rawḍ al-unuf.,روض الانف,Rawḍ al-unuf
al-Juzʼ al-thānī min al-Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr /,الجزء الثاني من التحرير في شرح الجامع الكبير /,Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr.,تحرير في شرح الجامع الكبير.,Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr
al-Juzʼ al-thānī min Kitāb al-Tibyān fī tafsīr al-Qurʼān /,الجزء الثاني من كتاب التبيان في تفسير القرآن /,Tibyān fī tafsīr al-Qurʼān,تبيان في تفسير القرآن,Tibyān fī tafsīr al-Qurʼān
al-Juzʼ al-thānī min Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqat al-aṣfiyāʼ /,الجزء الثاني من كتاب حلية الاوليا وطبقة الاصفيا /,Ḥilyat al-awliyāʼ.,حلية الاولياء.,Ḥilyat al-awliyāʼ
al-Juzʼ al-Thānī min Kitāb Jāmiʻ aḥkām al-Qurʼān wa-al-mubīn limā taḍammana min al-sunnah wa-ayy al-furqān /,"الجزء الثاني من كتاب جامع احكام القرآن والمبين لما تضمن من السنة واي
				الفرقان /",Jāmiʻ li-aḥkām al-Qurʼān.,جامع لاحكام القرآن.,Jāmiʻ li-aḥkām al-Qurʼān
al-Juzʼ al-thānī min Sharḥ al-Shāṭibīyah,الجزء الثاني من شرح الشاطبية,Ibrāz al-maʻānī min Ḥirz al-amānī.,ابراز المعاني من حرز الاماني.,Ibrāz al-maʻānī min Ḥirz al-amānī
al-Juzʼ al-thānī min Sharḥ Ṣaḥīḥ al-Bukhārī /,الجزء الثاني من شرح صحيح البخاري /,Sharḥ Ṣaḥīḥ al-Bukhārī.,شرح صحيح البخاري.,Sharḥ Ṣaḥīḥ al-Bukhārī
al-Juzʼ al-thānī min Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah /,الجزء الثاني من تسهيل الهداية وتحصيل الكفاية /,Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah.,تسهيل الهداية وتحصيل الکفاية.,Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah
al-Juzʼ al-thānī wa-al-ʻishrūn,الجزء الثاني والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Kashfīyah ʻalá Sharḥ al-ʻAḍudīyah ... etc,الكشفية على شرح العضدية ... الخ.,,,Kashfīyah ʻalá Sharḥ al-ʻAḍudīyah
al-Kawākib al-durrīyah ʻalá al-Arbaʻīn al-Jawharīyah /,الكواكب الدرية على الاربعين الجوهرية /,,,Kawākib al-durrīyah ʻalá al-Arbaʻīn al-Jawharīyah
al-Khulāṣah,الخلاصة.,Sharḥ Alfīyat Ibn Mālik,شرح على الفية ابن مالك في علم العربية,Sharḥ Alfīyat Ibn Mālik
al-Khulāṣah fī maʻrifat al-ḥadīth ... etc,الخلاصة في معرفة الحديث ... الخ.,,,Khulāṣah fī maʻrifat al-ḥadīth
al-Kitāb al-mabsūṭ,الکتاب المبسوط.,Mabsūṭ,مبسوط,Mabsūṭ
al-Kullīyāt,الكليات.,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
al-Laṭāyif al-nūrīyah fī al-minaḥ al-Damanhūrīyah,اللطايف النورية في المنح الدمنهورية.,,,Laṭāyif al-nūrīyah fī al-minaḥ al-Damanhūrīyah
Allen christen getrewen und recht gelobigen ...,,Consolatio peccatorum seu Processus Belial.,,Consolatio peccatorum seu Processus Belial
al-Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah,اللمعة السنية في حل الفاظ الاجرومية.,,,Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah
al-Lumʻah fī ajwibat al-asʼilah al-sabʻah /,اللمعة في اجوبة الاسئلة السبعة /,,,Lumʻah fī ajwibat al-asʼilah al-sabʻah
al-Lumʻah fī khuṣūṣīyāt yawm al-Jumʻah /,اللمعة في خصوصيات يوم الجمعة /,,,Lumʻah fī khuṣūṣīyāt yawm al-Jumʻah
al-Luʼluʼ al-naẓīm /,اللؤلؤ النظيم /,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm,لؤلؤ النظيم في روم التعلم والتعليم,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm
al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah /,المحاسن المجتمعة في فضل فضايل الخلفاء الاربعة /,,,Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah
al-Manāhij al-wāfiyah fī sharḥ al-Shāfiyah /,المناهج الوافية في شرح الشافية /,,,Manāhij al-wāfiyah fī sharḥ al-Shāfiyah
al-Manhaj al-mubīn fī sharḥ al-Arbaʻīn,المنهج المبين في شرح الاربعين.,,,Manhaj al-mubīn fī sharḥ al-Arbaʻīn
al-Manhal al-sākib fī maʻrifat taḥrīk al-kawākib,المنهل الساکب في معرفة تحريك الکواکب.,,,Manhal al-sākib fī maʻrifat taḥrīk al-kawākib
al-Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb /,المنهل العذب المستطاب في كيفية العمل بالاسطرلاب /,,,Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb
al-Manẓūmah al-Nasafīyah fī al-khilāfīyāt,المنظومة النسفية في الخلافيات.,,,Manẓūmah al-Nasafīyah fī al-khilāfīyāt
al-Maqṣūrah al-Duraydīyah wa-sharḥuhā,المقصورة الدريدية وشرحها.,,,Maqṣūrah al-Duraydīyah wa-sharḥuhā
al-Mawāhib al-mudhdhakharah fī tafsīr khawātim Sūrat al-Baqarah /,المواهب المذخرة في تفسير خواتم سورة البقرة /,,,Mawāhib al-mudhdhakharah fī tafsīr khawātim Sūrat al-Baqarah
al-Minhāj fī sharḥ Muslim ibn al-Ḥajjāj,المنهاج في شرح مسلم بن الحجاج.,,,Minhāj fī sharḥ Muslim ibn al-Ḥajjāj
Almi viri Francisci Senensis Vita miraculorum fertilis,,,,Almi viri Francisci Senensis vita
al-Mudawwanah,المدونة.,Mudawwanah.,مدونة.,Mudawwanah
al-Mufarrij,المفرج.,,,Mufarrij
al-Mufaṣṣal /,المفصل /,,,Mufaṣṣal
al-Muhadhdhab fī al-hijāʼ min dhayl Shifāʼ al-qurrāʼ,المهذب في الهجاء من ذيل شفاء القراء.,,,Muhadhdhab fī al-hijāʼ min dhayl Shifāʼ al-qurrāʼ
al-Muḥīṭ ʻalá madhhab al-Imām al-Aʻẓam Abī Ḥanīfah al-Nuʻmān ibn Thābit,المحيط على مذهب الامام الاعظم ابي حنيفة النعمان بن ثابت.,Muḥīṭ,محيط,Muḥīṭ
al-Mujallad al-rābiʻ min al-mathnawī al-maʻnawī al-hādī ilá ṣirāṭ al-sawī,المجلّد الرابع من المثنوي المعنوي الهادي الى صراط السوي.,Mas̲navī.,مثنوى.,Mas̲navī
al-Mujallad al-thānī min Kitāb al-Kāfī fī al-fiqh /,المجلد الثاني من كتاب الكافي في الفقه /,Kāfī fī al-fiqh.,کافي في الفقه.,Kāfī fī al-fiqh
al-Mulakhkhaṣ fī al-hayʼah,الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
al-Munaqqaḥāt al-mashrūḥah,المنقحات المشروحة.,,,Munaqqaḥāt al-mashrūḥah
al-Munqidh ʻan al-ḍalāl /,المنقذ عن الضلال /,Munqidh min al-ḍalāl,منقذ من الضلال,Munqidh min al-ḍalāl
al-Muṭawwal,المطول.,,,Muṭawwal
al-Muʻjam al-wajīz min aḥādīth al-Rasūl al-ʻazīz,المعجم الوجيز من احاديث الرسول العزيز.,,,Muʻjam al-wajīz min aḥādīth al-Rasūl al-ʻazīz
