ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 18,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 290 x 191 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132332.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 20,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Collectarium,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 295 x 92 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132333.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 21,"",,Switzerland?,"","s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 270 x 179 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132334.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 22,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 271 x 191 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132335.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 23,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 280 x 201 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132336.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 26,"",,Switzerland?,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 218 x 151 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132337.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 28,"",,Switzerland?,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 309 x 194 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132338.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 29,"",,Switzerland?,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: ff. 1-2v; 312 x 218 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132339.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 30,"",,Switzerland?,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 298 x 211 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132340.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 31,"",,Switzerland?,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: ff. 1-2v; 297 x 220 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132341.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 33,"",,Switzerland?,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Hymnary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.","",,"",parchment,Extent: f. 1r-v; 413 x 278 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132342.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 34,"",,Italy,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",De vita contemplativa,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.","",,"",paper,Extent: f. 1r-v; 340 x 236 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132343.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 03,"",,?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 160 x 135 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132344.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 04,"",,Switzerland?,"","s. IX/X, 890-910",890^910,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,,"","",Lectionary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: ff. 1-2v; 278 x 191 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132345.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 05,"",,Switzerland?,"","s. IX/X, 890-910",890^910,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,,"","",Lectionary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: ff. 1-2v; 248 x 177 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132346.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 06,"",,France?,"","s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 298 x 188 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132347.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 07,"",,France?,"","s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 298 x 199 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132348.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 08,"",,France?,"","s. XI, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,,"","",Sacramentary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 283 x 210 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132349.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 09,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 165 x 253 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132350.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 11,"",,Switzerland?,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Sacramentary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,Extent: f. 1r-v; 306 x 208 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132351.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 24,"",,Switzerland?,"","s. XI/XII, 1090-1110",1090^1110,11;12,http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504,false,,"","",Missal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: ff. 1-2v; 335 x 258 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132352.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 10,"",,Germany?,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Monastic life,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: f. 1r-v; 160 x 840 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132353.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 36,"",,France?,"","s. XVI, 1500-1599",1500^1599,16,http://vocab.getty.edu/aat/300404510,false,,"","",Document,"","",,,,,,"",,"","",,"","",,"","",,French,"","","",,"",parchment,Extent: f. 1r-v; 81 x 285 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132354.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 38,"",,Spain,"","s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,,"","",Choir psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: ff. 1-5v; 827 x 578 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132355.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 39,"",,Spain?,"","s. XVIII, 1700-1799",1700^1799,18,http://vocab.getty.edu/aat/300404512,false,,"","",Choir psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: f. 1r-v; 817 x 565 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132356.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 40,"",,Spain,"","s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,,"","",Choir psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","","",,"",parchment,Extent: ff. 1-5v; 820 x 580 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132357.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 41,"",,Italy,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Antiphonal,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Price in English pounds on the recto, suggesting that the leaf may have been a gift to Conception Abbey from Dr. Charles D. Humberd (1876-1966) of Bernard, Missouri (buried in West Union, Indiana).","",,"",parchment,Extent: f. 1r-v; 527 x 402 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132358.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 42,"",,Switzerland?,"","s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","","Bible, N.T., John","","",,,,,,"",,"","",,"","",,"","",,Latin,"","Came to Conception Abbey from its motherhouse, Engelberg in Switzerland.","",,"",parchment,"Extent: One item, recto & verso; 167 x 242 mm.",We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132359.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 43,"",,Netherlands,"","s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,"","",Psalter,"","",,,,,,"",,"","",,"","",,"","",,Latin,"",Purchased ca. 2000 from a book dealer.,"",,"",parchment,Extent: f. 1r-v; 168 x 124 mm.,We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132360.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,CA 37,"",,Germany,"","s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","","Bible, O.T.","","",,,,,,"",,"","",,"","",,"","",,Latin,"",Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"",,"",parchment,"Extent: One fragment, recto & verso; ? x ? mm.",We thank Michael W. Heil for his work in making this description available.,2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132361.xml
