ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 01,"",https://iiif.archivelab.org/iiif/images_CA01_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. IX/X, 890-910",890^910,9;10,http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502,false,"","","Bible, O.T.","",Bible;Old Testament,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Caroline minuscule.","Manuscript note: Part of left margin, recto, has been cut away; replaced with a piece of parchment of similar size sewed on with golden silk thread.|Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 17-19.|f. 1r-v: Latin.|f. 1r-v: Ecclesiastes 5:18 to 6:9 and 7:9 to 7:21.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132322.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 02,"",https://iiif.archivelab.org/iiif/images_CA02_15/manifest.json,Germany?,http://vocab.getty.edu/tgn/7000084,Germany,"s. X, 900-999",900^999,10,http://vocab.getty.edu/aat/300404502,false,"","",Sacramentary,"",Sacramentary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Caroline minuscule.","Bibliography: G. Ecker, Descriptive Catalog of the Carolingian Manuscripts in Conception Abbey Library (unpublished), pp. 20-22.|f. 1r-v: Latin.|f. 1r-v: Recto: conclusion of one formulary, then the Mass for the octave day of the feast of Ss. Peter and Paul (6 July); verso: Mass text for feast of S. Kilian and companions Ss. Totnan and Colon (8 July).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132323.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 19,"",https://iiif.archivelab.org/iiif/images_CA19_15/manifest.json,?,http://vocab.getty.edu/tgn/7544559,undetermined,Undetermined,"",,,false,"","","Decretals of Gregory IX, commentary on","","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","","ff. 1-2v: F. 2 is somewhat smaller: 159 x 127 mm.|ff. 1-2v: Latin.|ff. 1-2v: Unidentified commentary (casus) on the Decretals of Gregory IX, liber I, titulus III, capitula VIII-XV and XXXII-XLIII; not the casus attached to the Decretals in the Ordinary Gloss on the text; not Innocent IV's commentary on the Decretals.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132324.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 35,"",https://iiif.archivelab.org/iiif/images_CA35_15/manifest.json,France?,http://vocab.getty.edu/tgn/1000070,France,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,"","",Meteorologica,"",Meteorologica,"",,,,"",,,Aristotle,"","",Q868,human,Aristotle,"","","","","","","","","","","","",Latin,Q397,Latin,"Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.","","",Charles D. Humberd,Q116379117,human,"","","","","ff. 1-2v: F. 2 is somewhat smaller: 271 x 178 mm.|ff. 1-2v: Latin.|ff. 1-2v: Text from liber 1, cap. 7 to cap. 12.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132325.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 12,"",https://iiif.archivelab.org/iiif/images_CA12_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Missal,"",Missal,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, ff. 1-2v: Pregothic.|Music, ff. 1-2v: Interlinear neumes.","ff. 1-2v: One bifolium with continuous text.|ff. 1-2v: Latin.|ff. 1-2v: Includes feasts of Matthew (21 September), Mauritius and companions (22 September), Cosmas and Damian (27 September), Dedication of St. Michael (29 September).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132326.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 13,"",https://iiif.archivelab.org/iiif/images_CA13_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Wednesday in the octave of Easter; text continues straight on from CA 13 f. 1 verso to CA 14 f. 1 recto.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132327.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 14,"",https://iiif.archivelab.org/iiif/images_CA14_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: From Wednesday to Sunday during the octave of Easter.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132328.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 15,"",https://iiif.archivelab.org/iiif/images_CA15_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Third Sunday after Easter; five of the first sets of responsories and versicles for the Fourth Sunday after Easter. Textually this leaf follows after CA 16.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132329.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 16,"",https://iiif.archivelab.org/iiif/images_CA16_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Second Sunday after Easter. Textually, this leaf precedes CA 15.",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132330.xml
,,,digital-scriptorium,Q30257935,Conception Abbey and Seminary,"",CA 17,"",https://iiif.archivelab.org/iiif/images_CA17_15/manifest.json,Switzerland?,http://vocab.getty.edu/tgn/7011731,Switzerland,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,"","",Breviary,"",Breviary,"",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,Brought from the library of Engelberg Abbey in Switzerland to Conception Abbey sometime before 1900.,"","",Engelberg Abbey,Q667880,organization,"","","","Script, f. 1r-v: Pregothic.|Music, f. 1r-v: Interlinear neumes.","f. 1r-v: Seven leaves all formerly part of the same manuscript to be read in this order: CA 13, 14, 16, 15, 22, 17, 18.|f. 1r-v: Latin.|f. 1r-v: Feast of Ss. Peter and Paul (29 June).",We thank Michael W. Heil for his work in making this description available.,2023-02-03T13:27:58-05:00,2021-10-01,data/digitalassets.lib.berkeley.edu/ds/conception/mets/ds_50_15_00132331.xml
