row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
841,,,,marc-xml,Q49088,Columbia University,MS Or 15.|on1056625888,,,,,,1650-1799,1650^1799,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,,,,Sharḥ-i ṣad kalimah-i Baṭlamiyūs.,شرح صد کلمه بطلمىوس,Codices.|Translations (documents)|Manuscripts.,,"Pseudo-Ptolemy.--Centiloquium.|Astrology, Arab--Early works to 1800.|Manuscripts, Persian.",,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274.",Q302835,human,طوسي، نصير الدين محمد بن محمد، 1201-1274.,,,,,"Ṣāḥibdād, Sayyid ʻImād al-Dīn ibn Sayyid Mubārak,",صاحب‌داد، سيد عماد الدىن بن سيد مبارک.,,Persian with Arabic source-text.,fas|ara,per|ara,"Smith, David Eugene, 1860-1944,",,,,paper ;,"Extent: 28 foliated leaves : paper ; 250 x 160 (185 x 95) mm, bound to 255 x 170 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_015-marc.xml
842,,,,marc-xml,Q49088,Columbia University.,MS Or 16.|on1076587509,,,,,,1813,1813,19,http://vocab.getty.edu/aat/300404513,,,,,On charms and talismans.,,Codices.|Diagrams.|Tables (documents)|Manuscripts.,,"Islamic magic--Early works to 1800.|Talismans--Religious aspects--Islam--Early works to 1800.|Manuscripts, Arabic.",,,,,,,,,,,,,Arabic.,ara,ara,"Smith, David Eugene, 1860-1944,|ʻAṭṭār, Muḥammad Amīn,",|عطار، محمد امين.,,,"paper, illustrations ;","Extent: 79 leaves : paper, illustrations ; 235 x 165 (235 x 165) mm, bound to 230 x 165 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_016-marc.xml
843,,,,marc-xml,Q49088,Columbia University,MS Or 19.|on1055768650,,,,,,1750-1899,1750^1899,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,,,Panjāh bāb-i sulṭānī bi-ʻilm-i usṭurlāb.,پنجاه باب سلطانى بعلم اسطرلاب.,Manuscripts.|Codices.|Diagrams.|Tables (documents)|Islamic bindings (Binding)|Full covers.|Supported sewing.,,"Astrolabes--Early works to 1800.|Astronomy--Early works to 1800.|Astronomical instruments--Early works to 1800.|Manuscripts, Persian.",,"Āmulī, Rukn ibn Sharaf al-Dīn, active 1456.",,,"آملى، رکن بن شرف الدىن, active 1456.",,,,,,,,Persian.,fas,per,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 42 bi-paginated leaves : paper, illustrations ; 200 x 140 (165 x 110) mm, bound to 220 x 150 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_019-marc.xml
844,,,,marc-xml,Q49088,Columbia University.,MS Or 21.|on1054927810,,,,,,1500-1840,1500^1840,16;17;18;19,http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,,,al-Mulakhkhaṣ fī al-hayʼah.,الملخص في الهيئة.,Codices.|Manuscripts.|Diagrams.|Tables (documents)|Helical primary endbands.|Early works.|History.,,"Geography, Arab--Early works to 1800.|Astronomy--Islamic countries--History.|Manuscripts, Arabic.|Astronomy.|Geography, Arab.|Manuscripts, Arabic.|Islamic countries.",,"Jighmīnī, Maḥmūd ibn Muḥammad, -1221?",Q4060361,human,"جغميني، محمود بن محمد, -1221",,,,,,,,Arabic.,ara,ara,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 67 paginated leaves : paper, illustrations ; 220 x 130 (170 x 90 and 170 x 75) mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_021-marc.xml
845,,,,marc-xml,Q49088,Columbia University,MS Or 24.|on1054927257,,,,,,1653,1653,17,http://vocab.getty.edu/aat/300404511,,,,,Calendar for year 1064 AH,,Calendars (documents by form)|Tables (documents)|Volvelles.|Manuscripts.,,"Islamic calendar--Early works to 1800.|Astrology, Arab--Early works to 1800.|Medicine--Turkey--Early works to 1800.|Manuscripts, Turkish.",,,,,,,,,,,,,Ottoman Turkish.,ota,ota,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 8 foliated leaves : paper, illustrations ; 205 x 135 (148 x 85) mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_024-marc.xml
846,,,,marc-xml,Q49088,Columbia University,MS Or 25.|on1054926635,,,,,,1850-1899,1850^1899,19,http://vocab.getty.edu/aat/300404513,,,De sphaericis.,,Kitāb al-ukar.,كتاب الاكر.,Artificial grains.|Re-used (materials)|Manuscripts.|Codices.|Diagrams.,,"Geometry--Arab countries--History.|Manuscripts, Arabic.",,"Theodosius, active 1st century B.C.",Q1266186,human,"ثاوذوسيوس, active 1st century B.C.",,,,,,,,Arabic.,ara,ara,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 38 foliated leaves : paper, illustrations ; 218 x 125 (120 x 65) mm, bound to 210 x 130 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_025-marc.xml
847,,,,marc-xml,Q49088,Columbia University.,MS Or 30 - FOLIO/FLAT.|on1054926663,,,,,,1348,1348,14,http://vocab.getty.edu/aat/300404506,,,Elements.,,Uṣūl al-handasah wa-al-ḥisāb /,اصول الهندسة والحساب /,Manuscripts.|Codices.|Diagrams.|Half covers.|Recessed sewing supports.|Trough-marbled paper.,,"Geometry--Early works to 1800.|Geometry--Arab countries--History.|Manuscripts, Arabic.",,Euclid.,Q8747,human,,,,,,,,,Arabic.,ara,ara,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 95 foliated leaves : paper, illustrations ; 285 x 165 (185 x 95) mm, bound to 295 x 190 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_030-marc.xml
848,,,,marc-xml,Q49088,Columbia University,MS Or 32.|on1054927036,,,,,,1775-1825,1775^1825,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,,,Treatise on composing letters,,Codices.|Manuscripts.|Manuals (instructional materials)|Insertions (Provenance),,"Education--Turkey--History--Ottoman Empire, 1288-1918.|Letter writing, Turkish.|Manuscripts, Turkish.",,,,,,,,,,,,,Ottoman with translations from Arabic; inserts in Persian laid in.,ota|ara|ota,ota|ara,"Smith, David Eugene, 1860-1944,",,,,paper ;,"Extent: 35 foliated leaves : paper ; 257 x 185 (155 x 91) mm, bound to 257 x 185 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_032-marc.xml
849,,,,marc-xml,Q49088,Columbia University.,MS Or 33.|on1054927097,,,,,,1650-1843,1650^1843,17;18;19,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,,,,Khulāṣat al-ḥisāb.,خلاصة الحساب.,Manuscripts.|Codices.|Diagrams.|Tables (documents)|Half covers.,,"Arithmetic--Early works to 1900.|Mathematics, Arab--Early works to 1800.|Manuscripts, Arabic.",,"ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621.",Q2658411,human,عاملي، بهاء الدين محمد بن حسين، 1547-1621.,,,,,,,,Arabic with some Persian marginalia.,ara|fas,ara|per,"Smith, David Eugene, 1860-1944,",,,,"paper, illustrations ;","Extent: 30 foliated leaves : paper, illustrations ; 245 x 160 (145 x 97) mm, bound to 250 x 175 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_033-marc.xml
850,,,,marc-xml,Q49088,Columbia University.,MS Or 36.|on1053902029,,,,,,1851,1851,19,http://vocab.getty.edu/aat/300404513,,,,,Badīʻ al-ḥisāb.,بدیع الحساب.,Codices.|Diagrams.|Manuals (instructional materials)|Islamic bindings (Binding)|Insertions (Provenance)|Manuscripts.,,"Arithmetic.|Geometry.|Manuscripts, Persian.",,Rajab ʻAlī Beg.,Q7512157,human,رجب علی بیگ.,,,,,,,,Persian.,fas,per,"Smith, David Eugene, 1860-1944,",,,,"paper, diagrams ;","Extent: 1, 76, 2 foliated leaves : paper, diagrams ; 258 x 172 (185 x 90) mm, bound to 263 x 176 mm.",,2022-02-08T17:47:39-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/columbia/ms_or_036-marc.xml
