subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Ibn Bābawayh al-Qummī, Muḥammad ibn ʻAlī, 918 or 19-991 or 2. Man lā yaḥḍuruhu al-faqīh",0,a;d;t,,,,,,,
"Mufīd, Muḥammad ibn Muḥammad, -1022. Muqniʻah",0,a;d;t,http://id.loc.gov/authorities/names/n84077365,"Muqniʻah (Mufīd, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1365554,Q64104,,,
"Muḥammad, Prophet, -632--Biography--Early works to 1800",0,a;c;d--v--v,,,,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Tirmidhī, Muḥammad ibn ʻĪsá, -892. Shamāʼil",0,a;d;t,http://id.loc.gov/authorities/names/n93110494,,,,"Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)",http://id.worldcat.org/fast/1376072,Q11221
"Tirmidhī, Muḥammad ibn ʻĪsá, -892. Shamāʼil",0,a;d;t,,,,,"Shamāʼil (Tirmidhī, Muḥammad ibn ʻĪsá)",http://id.worldcat.org/fast/1376072,Q11221
"Suyūṭī, 1445-1505--Early works to 1800",0,a;d--v,,"Suyūṭī, 1445-1505;Early works",http://id.worldcat.org/fast/56917;http://id.worldcat.org/fast/1411636,Q11499;Q300,,,
"Ibn Ḥanbal, Aḥmad ibn Muḥammad, 780-855. Musnad",0,a;d;t,http://id.loc.gov/authorities/names/n88159331,"Musnad (Ibn Ḥanbal, Aḥmad ibn Muḥammad)",http://id.worldcat.org/fast/1367137,Q64105,,,
"Armayūnī, Yūsuf ibn ʻAbd Allāh, -1551",0,a;d,http://id.loc.gov/authorities/names/no99011960,"Armayūnī, Yūsuf ibn ʻAbd Allāh, -1551",http://id.worldcat.org/fast/1805287,Q64106,,,
Jāmiʻ al-Azhar--History--16th century--Sources,0,a--x--y--v,,Jāmiʻ al-Azhar;History;Sixteenth century;Sources,http://id.worldcat.org/fast/560467;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,Q64093;Q6879;Q335;Q2769,,,
"Shāmil, Imām, 1798?-1871--Library",0,a;c;d--x,,"Shāmil, Imām, 1798?-1871;Libraries",http://id.worldcat.org/fast/148768;http://id.worldcat.org/fast/997341,Q48696;Q26811,,,
"Abū Ḥanīfah, -767 or 768. Fiqh al-akbar",0,a;d;t,http://id.loc.gov/authorities/names/no2002018560,,,,Fiqh al-akbar (Abū Ḥanīfah),http://id.worldcat.org/fast/1374867,Q11177
