File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Commune swears protection,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land exchange with emperor,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment for land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inheritance dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge payment for land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge debt payment,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Investiture with tithes,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Compromise in boundary dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renunciation* reinvestiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Repetition of privileges,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Citation in land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dowry confession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Granting of tithes,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Citation in lawsuit,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Commission debt citations,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge tithe obligations,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Letter on business affairs,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Testament,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Investiture with tithe,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of land tenure,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inventory of inheritance,,,,Inventory,Q5073,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public sale for debt,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renewal of tithe investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture by ruler,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Denunciation of land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Description of land holdings,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment for land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf* 5O5,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 502,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment for land renunciation,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Agreement to sell land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledgement of possession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 504,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale -- cf. 512,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create procurators,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of land holding,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,List of payments,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land sale? (Fragment),,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Entry into possession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inventory of landholdings,,,,Inventory,Q5073,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment for lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of possession,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Brothers divide maternal goods,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of land holdings,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Soccida contract,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of landholdings,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Cession of rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public announcement of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Hearing on land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Declaration of possessions,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ducal sentence on inheritance,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Cede lands. credits to father,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Quittance of factor's dues,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Emancipation of daughter,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Charter of possession* tenure,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Demand renewal of investiture,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Division of patrimony by heirs,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Request defence in lawsuit,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Public announcement of sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create procurator,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land investiture -- cf. 493,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of rent on mill,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Promise to sell land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Receive payment for  land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Renunciation of land rights,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Arbitrate patrimonial division,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of legacy,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Patrimonial division-cf. 1022,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Entry into possession of land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Land transfer for debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Annul sequestration,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ducal confirmation of sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Sentence in land dispute,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Division of patrimony,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledgement of deposit,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Cancel promise to sell land,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Create procurator for lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Investiture with benefice,,,,Investiture,Q39460,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Ducal validation of testament,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute over debt payment,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Payment of lease,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Inventory of estate,,,,Inventory,Q5073,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Publicly announce land sale,,,,Record of sale,Q5052,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Acknowledge payment of debt,,,,Document,Q8301,,
20250226-titles-chicago-csv-rosenthal-rose.csv,Dispute over tithes,,,,Document,Q8301,,
