subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Bible. Genesis--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,,,,Bible. Genesis;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q7130;Q292;Q300
Bible. Genesis--Commentaries--Early works to 1800,0,a;p--v--v,,,,,Bible. Genesis;Commentaries;Early works,http://id.worldcat.org/fast/1808046;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7130;Q2812;Q300
"Bernardino, da Siena, Saint, 1380-1444--Portraits",0,a;c;d--x,,,,,"Bernardino, da Siena, Saint, 1380-1444;Portraits",http://id.worldcat.org/fast/2411;http://id.worldcat.org/fast/1423831,Q16390;Q199
Franciscans--Early works to 1800,0,a--v,,,,,Franciscans;Early works,http://id.worldcat.org/fast/530004;http://id.worldcat.org/fast/1411636,Q5840;Q300
Franciscans--Rules--Early works to 1800,0,a--x--v,,,,,Franciscans;Rules;Early works,http://id.worldcat.org/fast/530004;http://id.worldcat.org/fast/1423857;http://id.worldcat.org/fast/1411636,Q5840;Q4910;Q300
Franciscans--Directories--Early works to 1800,0,a--v--v,,,,,Franciscans;Directories;Early works,http://id.worldcat.org/fast/530004;http://id.worldcat.org/fast/1423796;http://id.worldcat.org/fast/1411636,Q5840;Q16315;Q300
"Charles V, Holy Roman Emperor, 1500-1558--Correspondence",0,a;b;c;d--v,,,,,"Charles V, Holy Roman Emperor, 1500-1558;Correspondence",http://id.worldcat.org/fast/43382;http://id.worldcat.org/fast/2003288,Q7740;Q5829
Spain. Armada--16th century,0,a;b--y,,,,,Spain. Armada;Sixteenth century,http://id.worldcat.org/fast/533161;http://id.worldcat.org/fast/1119851,Q16392;Q335
Bible. Acts--Commentaries--Early works to 1800,0,a;p--x--v,,,,,Bible. Acts;Commentaries;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q16304;Q2812;Q300
Bible. Acts--Paraphrases--Early works to 1800,0,a;p--x--v,,,,,Bible. Acts;Paraphrases;Early works,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423839;http://id.worldcat.org/fast/1411636,Q16304;Q5830;Q300
Catholic Church--Doctrines--Early works to 1800,0,a--x--v,,,,,Catholic Church;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q310;Q300
Poor Clares--Early works to 1800,0,a--v,,,,,Poor Clares;Early works,http://id.worldcat.org/fast/520925;http://id.worldcat.org/fast/1411636,Q16375;Q300
