genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Treatises,aat,http://vocab.getty.edu/aat/300026681,,,,treatises,http://vocab.getty.edu/aat/300026681,Q160
"Manuscripts, Sanskrit",lcsh,,,,,"Manuscripts, Sanskrit",http://id.worldcat.org/fast/1008482,Q26663
Manuscripts,lcsh,,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
Manuals (instructional materials),aat,http://vocab.getty.edu/aat/300026395,,,,manuals (instructional materials),http://vocab.getty.edu/aat/300026395,Q216
Texts,fast,http://id.worldcat.org/fast/1423705,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
Prayers,aat,http://vocab.getty.edu/aat/300400521,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
Hymns,aat,http://vocab.getty.edu/aat/300167054,,,,hymns,http://vocab.getty.edu/aat/300167054,Q3548
Commentaries,aat,http://vocab.getty.edu/aat/300026098,,,,commentaries,http://vocab.getty.edu/aat/300026098,Q298
Watermarks,aat,http://vocab.getty.edu/aat/300028749,,,,watermarks,http://vocab.getty.edu/aat/300028749,Q27233
Tables (documents),aat,http://vocab.getty.edu/aat/300027364,,,,tables (documents),http://vocab.getty.edu/aat/300027364,Q252
Diagrams,aat,http://vocab.getty.edu/aat/300015387,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
Poems,aat,http://vocab.getty.edu/aat/300026451,,,,poems,http://vocab.getty.edu/aat/300026451,Q273
Dictionaries,fast,http://id.worldcat.org/fast/1423826,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionaries,aat,http://vocab.getty.edu/aat/300026186,,,,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970
Prayers (documents),aat,,,,,prayers (literary genre),http://vocab.getty.edu/aat/300026452,Q3062
Animal stories,aat,http://vocab.getty.edu/aat/300254800,,,,animal stories,http://vocab.getty.edu/aat/300254800,Q27190
Adventure stories,aat,http://vocab.getty.edu/aat/300254790,,,,adventure stories,http://vocab.getty.edu/aat/300254790,Q26989
Commentaries,fast,http://id.worldcat.org/fast/1423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Prayers,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026049,,,,Prayers,http://id.worldcat.org/fast/1939841,Q38528
Prayers,fast,http://id.worldcat.org/fast/1939841,,,,Prayers,http://id.worldcat.org/fast/1939841,Q38528
