ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,digital-scriptorium,Q52413,University of Kansas,MS E18,"",,Italy,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Divinae institutiones|L. Coelii firmani Lactancii divinarum institutionum adversus gentiles libri feliciter incipiunt. Et primo incipit liber primus de falsa religione ad Constantinum Imperatorem|De ira Dei|Sequitur liber octavus lactantii firmani de ira dei ad donatum|De opificio Dei|Incipit liber nonus firmiani lactantii de opificio dei sive de hominis formatione,"","",,"",,"","",,"","",,"","",,"","","Purchased from Bernard Halliday (cat. 273, no. 549)","",,"",paper,Extent: ff. 1-221v; 285 x 205 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS E17,"",,Italy,"","s. XV(in), 1400-1415",1400-1415,http://vocab.getty.edu/aat/300404465,false,,"","",Rhetorica ad Herennium,"","",,"",,"","",,"","",,"","",,"","",Bookplate of C.S. Ascherson,"",,"",parchment,Extent: ff. 1-82v; 310 x 220 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS D2,"",,Italy,"","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,true,,"","",De morte Valerii Martialis|Caius Plinius secundus de Morte Valerii M.|De spectaculis|M. V. M. Epigramaton liber primus|Epigrammata|Marci Valerii Marcialis Epigramaton Liber Primus Incipit,"","",,"",,"","",,"","",,"","",,"","","Sir Thomas Phillipps (1792-1872), his n. 9677","",,"",paper,Extent: ff. 1-190v; 234 x 160 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS D3,"",,England? France?,"","s. XII/XIII ?, 1190-1210",1190-1210,http://vocab.getty.edu/aat/300404504-http://vocab.getty.edu/aat/300404505,false,,"","","Expositio super ""Beati immaculati""|Incipit expositio beatissimj ambrosii super beati immaculati","","",,"",,"","",,"","",,"","",,"","","Sir Thomas Phillipps (1792-1872), his n. 3516; purchased in 1955 from Bernard Halliday cat. 273, n. 17","",,"",parchment,Extent: ff. 1-188v; 270 x 190 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS G1,"",,Italy,"","s. XV(in), 1400-1415",1400-1415,http://vocab.getty.edu/aat/300404465,false,,"","",De civitate Dei,"","",,"",,"","",,"","",,"","",,"","",Saccano arms at foot of f. 15r; owner's inscription at foot of f. 1r with the name of Paulus Gallus; from the library of Don Mattheus de Barresio dated 1531 on f. 309r.,"",,"",parchment,Extent: ff. 1-303v; 347 x 232 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS E20,"",,"Italy, Lombardy?","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,true,,"","",Bucolics|Georgics|Aeneid,"","",,"",,"","",,"","",,"","",,"","","Dated ""Die 26 septembris 1467"" (f. 240v); Karl & Faber, Munich, their Auktion 61 (1957), lot 123 , sold to Bernard M. Rosenthal; purchased from Bernard M. Rosenthal in February 1958","",,"",paper,Extent: ff. 1-246v; 310 x 210 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C61,"",,Italy,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Divinae institutiones,"","",,"",,"","",,"","",,"","",,"","","","",,"",paper and parchment,Extent: ff. 1-199v; 238 x 184 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C24,"",,Italy,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Canonziere|Rime disperse|Canzone|Sonnets|Poems|Poems|Poems|Dicta aliquorum philosophorum|Dicta aliquorum philosophorum|Sentenzie,"","",,"",,"","",,"","",,"","",,"","","No. 721 catalogue entry pasted to recto of flyleaf; ""Elizabeth Warder- February 1906"" on verso of flyleaf; apparently given to her son, Ralph Ellis, who donated it to the library in 1945.","",,"",parchment,Extent: ff. 1-190v; 215 x 140 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C68,"",,Italy,"","s. XV#^1/4#, 1400-1425",1400-1425,http://vocab.getty.edu/aat/300404465,false,,"","",Hieron sive Opusculum de tyrannide|Leonardi Aretini ad Nicolaum suum,"","",,"",,"","",,"","",,"","",,"","",Bookplate ex libris Sigurd and Gudrun Wandel,"",,"",paper,Extent: ff. 1-16v; 205 x 145 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS D13,"",,Italy,"","s. XV(2), 1450-1499",1450-1499,http://vocab.getty.edu/aat/300404465,false,,"","",De excellentibus ducibus exterarum gentium|Probi Emilii liber de excellentissimus ducibus exterarum gentium feliciter incipit|De viris illustribus urbis Romae|Plinii Veronensis de Viris illustribus Liber incipit feliciter. In nomine domini,"","",,"",,"","",,"","",,"","",,"","","Purchased in 1956 from William Salloch (cat. 147, no.690)","",,"",parchment,Extent: ff. 1-89v; 225 x 160 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C19,"",,Netherlands?,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Travels of Sir John Mandeville,"","",,"",,"","",,"","",,"","",,"","",Bookplate of Lord Amherst of Hackney; purchased in 1957 from C.A. Stonehill,"",,"",paper,Extent: ff. 1-106v; 220 x 140 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS E71,"",,Italy,"","s. XV#^1/4# ?, 1400-1425",1400-1425,http://vocab.getty.edu/aat/300404465,false,,"","",Aeneid,"","",,"",,"","",,"","",,"","",,"","","Sir Thomas Phillipps (1792-1872), his no. 12281; Bernard M. Rosenthal cat.12, item 44; bookplate on front paste-down of Robert T. Aitchison (1887-1964)","",,"",paper,Extent: ff. 1-67v; 291 x 214 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS E12,"",,Germany,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Epistolae morales ad Lucilium|Epistolae S. Pauli et Senecae|Epistoli Senece ad beatum Paulum apostolum et eius ad Senecam|Epitaphium Senecae|Epistolae ad Brutum,"","",,"",,"","",,"","",,"","",,"","","Unidentified arms on f.1; two bookplates, ""Ex Bibliotheca K. Haiser Mns. Nro. 10."" and ""Ex Libris Theodor Freiherr v. Cramer-Klett in Hohen-Aschau""; Bernard M. Rosenthal cat.?,item ?","",,"",paper,Extent: ff. 1-115v; 310 x 225 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C49,"",,Italy,"","s. XV#^3/4# ?, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,false,,"","",Commentarius in Ezechielem prophetam|Beatissimi Ieronimi presbiteri in sistum picthagoricum|Enchyridion|Enchyridion syxti pictagorici|Laurentius pisanus presbiter Leonardo datho presbitero salutem|Letter|Enchyridion|Encheridyon Laurenti pysani presbiteri,"","",,"",,"","",,"","",,"","",,"","","""Iste liber est domini philippi alleap(?)"", 15th century (f. 1r, lower margin); ""817"", 19th(?) century pencil (f. 1r, upper margin); purchased from Boesen in 1959.","",,"",parchment,Extent: ff. 1-34v; 192 x 135 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C246,"",,Italy,"","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,true,,"","","De conscientia aedificandi|Tractatus sancti bernardi de hedifficanda domo spirituali atque interni et de nobilitate conscientie et septem columpnis eius|Sermo Beati Bernardi de perfectione monastice discipline|Sermo beati bernardi de perfectione monstice discipline Incipit, lege foeliciter|De humana miseria|Eiusdem de humana miseria incipit|De perversitate quorundam religiosorum|Sermo sancti bernardi de perversitate quorundam religiosorum, Lege feliciter|Sermo Beati Bernardi de regno Christi et diaboli|Sermo beati bernardi de regno christi et diaboli|Ex Johanne andree super hieronymiano ubi de cupiditate prelatorum edificandi tractat|Epistulae morales ad Lucilium|Seneca, epistola cviiii|Epistola ad Nepotianum|Sanctus hieronymus ad nepotianum de modo vivendi sic ait|Epistola Sancti Augustini|Epistolae morales ad Lucilium|Seneca, epistola cxv|Sancti Anselmi oratio|Prayer|Oratio|Prayers","","",,"",,"","",,"","",,"","",,"","",Bookplate of J. Farlow Wilson on back cover; purchased from Bernard M. Rosenthal,"",,"",paper and parchment,Extent: ff. 1-55v; 220 x 155 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS B89,"",,"Italy, Umbria?","","s. XV#^4/4#, 1475-1499",1475-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Poetry,"","",,"",,"","",,"","",,"","",,"","","Space for a heraldic shield (f. 1r, lower border); inscribed ""C AF"" (the AF in monogram) and ""1595"" (f. 1r); purchased in 1969 from Bernard M. Rosenthal","",,"",parchment,Extent: ff. 1-36v; 190 x 120 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS D31,"",,England,"","s. XVI(med), 1540-1560",1540-1560,http://vocab.getty.edu/aat/300404510,true,,"","","Sermons of Barnardine Ochine of Sena, Godly frutfull and very necessary for all treue Christians translatid owt of Italian into Englishe|Sermons|Conciones aliquot domesticae|Christophorus Hegendorfyne Doctor of the Law to the right wyse and excellent man Lorde Thomas Reibin senator of francofort by syde oderani his singuler good patron wyssheth healthe|A sarmon of Ihon Oecolampadius to young men and maydens by a famose laborar in the Lordes vinyard among the Germans & switzars translatid owt of Lattin, into English by that paynfull & zealus servant of god, John foxe|Sermon","","",,"",,"","",,"","",,"","",,"","","""Anno Domini 1548 Mensis Julio"" (f. 1r); ""Sold by Thomas Baker, 1, Soho Square, London"" (label on front pastedown); ""Cranmere Kenrick"" (f. iir)","",,"",paper,Extent: ff. 1-40v; 280 x 185 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS B74,"",,Italy,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",Poetry,"","",,"",,"","",,"","",,"","",,"","","Bernard M. Rosenthal offer 12.4168:12; acquired in January,1969","",,"",parchment,Extent: ff. 1-22v; 175 x 115 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C277,"",,"Italy, Liguria","","s. XV#^3/4#, 1450-1475",1450-1475,http://vocab.getty.edu/aat/300404465,true,,"","",Epistolae|Epistolae,"","",,"",,"","",,"","",,"","",,"","","","",,"",parchment,Extent: ff. 1-39v; 202 x 144 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS E232,"",,Italy?,"","s. XVI/XVII, 1590-1610",1590-1610,http://vocab.getty.edu/aat/300404510-http://vocab.getty.edu/aat/300404511,false,,"","",Works|Petrus Gravina Tristano Caracciolo. S. D.|Letter|Defensio Civitatis Neapolitane Petri Gravina Canonici Neapolitani Carmen quo Perthenope alloquitur|Poem on Naples,"","",,"",,"","",,"","",,"","",,"","","Sir Thomas Phillipps (1792-1872), his n. 5861","",,"",paper,Extent: ff. 1-329v; 296 x 210 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C247,"",,"Italy, Lazio","","s. XVI(med), 1540-1560",1540-1560,http://vocab.getty.edu/aat/300404510,false,,"","",Dominici Capranici Card. Vita ad Card. Papien. Baptistae Pogii|Life of Cardinal Capranici,"","",,"",,"","",,"","",,"","",,"","","Inscribed ""Ranaldus Ridolfinus"" (f. 1r); purchased at Perugia in 1822 by Guilford; Heber; Sir Thomas Phillipps (1792-1872), his n. 8274","",,"",parchment,Extent: ff. 1-36v; 230 x 155 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C65,"",,Italy,"","s. XV(med), 1440-1460",1440-1460,http://vocab.getty.edu/aat/300404465,true,,"","","Viridiarum consolationis|Confessio|Ordo ad confitendum de septem peccatibus mortalibus, et de condictionibus ea aggrauantibus, de x preceptis et vii virtutibus. De v sensibus et iii potentiis animae. De vii operibus misericordie corporalibus et sex spiritualibus Incipit prologus|Speculum ecclesiae sive expositio missae","","",,"",,"","",,"","",,"","",,"","","Dated 1449 in a colophon: ""Explicit speculum ecclesie . . . Scriptium Mcccxlviiij(o) die v Aprilis "" (f. 58v); Bernard M. Rosenthal, Catalogue IX(New York, 1959), no. 34A, with ill.","",,"",paper,Extent: ff. 1-60v; 190 x 140 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C147,"",,"Italy?|Italy, Tuscany?","","s. XIII(2) ?, 1250-1299|s. XV/XVI, 1490-1510",1250-1299|1490-1510,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404465-http://vocab.getty.edu/aat/300404510,false,,"","",Decretals|Il modo di innamorarsi del Signor|Laude spirituali|Volgare Expositione della Sacra et sancta Oratione|Volgare Expositione della Sacra et sancta Oratione Dominica Fatta da Frata Piero del Paradiso. Ad Suora Raphaella de Bernardi Ho... in christo Come Madre a llui Carissima,"","",,"",,"","",,|,"",,|,"",,"","","Bookdealer's stamp ""Libreria Luigi Gonnelli. Via Ricasoli. 6. Firenze""; bookplate ""Ex Libris Petri Ginori Conti""; purchased from Bernard M. Rosenthal in 1963","",,"",parchment|paper,Extent: Fragment; 125 x 200 mm. Extent: ff. 1-53v; 207 x 140 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS D134,"",,England,"","s. XIV, 1300-1399",1300-1399,http://vocab.getty.edu/aat/300404506,false,,"","",Sermons,"","",,"",,"","",,"","",,"","",,"","","Bookplate on inside front cover: ""Marbury Hall. Arthur Hugh Smith Barry"" with arms (Burke's Landed Gentry identifies as Smith-Barry, b.1843)","",,"",parchment,Extent: ff. 1-265v; 282 x 189 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
,,,digital-scriptorium,Q52413,University of Kansas,MS C58,"",,Germany?,"","s. XV, 1400-1499",1400-1499,http://vocab.getty.edu/aat/300404465,false,,"","",De morte Hieronymi ad Damasum|Incipit epistola beati Eusebii discipuli sancti Iheronimi ad beatum damasum portuensem episcopum et ad christianissimum theodonium romanorum senatorem de morte gloriosissimi Iheronimi doctoris eximii. Salutatio seu epistola,"","",,"",,"","",,"","",,"","",,"","","Bernard M. Rosenthal cat. 9, item 33","",,"",paper,Extent: ff. 1-105v; 221 x 146 mm.,"",2022-02-08T17:47:33-05:00,2021-10-01
