genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Persian--20th century",lcsh,,"Manuscripts, Persian;Twentieth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1159810,Q255;Q5942,,,
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Persian--17th century",lcsh,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771,,,
"Manuscripts, Persian--19th century",lcsh,,,,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Urdu--19th century",lcsh,,"Manuscripts, Urdu;Nineteenth century",http://id.worldcat.org/fast/1008525;http://id.worldcat.org/fast/1037841,Q48717;Q3538,,,
"Manuscripts, Persian--18th century",lcsh,,,,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
"Manuscripts, Persian--16th century",lcsh,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335,,,
Illuminated manuscripts--Islamic Empire--16th century,aat,,illuminated manuscripts;Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q4268;Q11211;Q335,,,
"Manuscripts, Arabic--18th century",lcsh,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,Q256;Q3024
"Manuscripts, Persian--15th century",lcsh,,"Manuscripts, Persian;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/923962,Q255;Q154,,,
Illuminated manuscripts--Islamic Empire--15th century,aat,,illuminated manuscripts;Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q4268;Q11211;Q154,,,
"Manuscripts, Persian--India--19th century",lcsh,,"Manuscripts, Persian;India;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q255;Q26595;Q3538,,,
"Manuscripts, Persian",lcsh,,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Stamps (Provenance),rbprov,,,,,Stamps,http://id.loc.gov/vocabulary/rbmscv/cv00142,Q3075
Illuminated manuscripts--Islamic countries--17th century,aat,,,,,illuminated manuscripts;Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q4268;Q2810;Q2771
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Autographs (Provenance),rbprov,,,,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,Q38431
"Manuscripts, Persian--Iraq--15th century",lcsh,,"Manuscripts, Persian;Iraq;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205757;http://id.worldcat.org/fast/923962,Q255;Q11124;Q154,,,
"Manuscripts, Persian--India--Hyderabad--18th century",lcsh,,"Manuscripts, Persian;India--Hyderabad;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1207982;http://id.worldcat.org/fast/904058,Q255;Q48718;Q3024,,,
"Manuscripts, Persian--India--Vadodara--19th century",lcsh,,"Manuscripts, Persian;India--Vadodara;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1220272;http://id.worldcat.org/fast/1037841,Q255;Q48719;Q3538,,,
"Manuscripts, Persian--India--Mandi (District)--18th century",lcsh,,"Manuscripts, Persian;India--Mandi (District);Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1331554;http://id.worldcat.org/fast/904058,Q255;Q48720;Q3024,,,
Prayers and devotions,fast,(OCoLC)fst01423909,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909,Q3052
diagrams,aat,,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
Blind tooled bindings (Binding),rbbin,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Leather doublures (Binding),rbbin,,,,,Leather doublures,http://id.loc.gov/vocabulary/rbmscv/cv00583,Q11348
"Manuscripts, Persian--India--Bijāpur (Karnataka)--17th century",lcsh,,"Manuscripts, Persian;India--Bijāpur (Karnataka);Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1319495;http://id.worldcat.org/fast/1113663,Q255;Q48721;Q2771,,,
"Manuscripts, Arabic--17th century",lcsh,,,,,"Manuscripts, Arabic;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1113663,Q256;Q2771
Sprinkled papers (Paper),rbpap,,,,,Sprinkled papers,http://id.loc.gov/vocabulary/rbmscv/cv01920,Q11234
Illuminated manuscripts--Islamic countries--18th century,aat,,illuminated manuscripts;Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q4268;Q2810;Q3024,,,
Illuminated manuscripts--Islamic countries--19th century,aat,,illuminated manuscripts;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q4268;Q2810;Q3538,,,
Illuminated manuscripts--Islamic countries,aat,,illuminated manuscripts;Islamic countries,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130,Q4268;Q2810,,,
Personal correspondence,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912
Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
"Manuscripts, Chagatai",lcsh,,"Manuscripts, Chagatai",http://id.worldcat.org/fast/1894474,Q48257,,,
"Manuscripts, Arabic--19th century",lcsh,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,Q256;Q3538,,,
"Manuscripts, Turkish--19th century",lcsh,,"Manuscripts, Turkish;Nineteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1037841,Q3068;Q3538,,,
"Manuscripts, Persian--India--Hyderabad--19th century",lcsh,,"Manuscripts, Persian;India--Hyderabad;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1207982;http://id.worldcat.org/fast/1037841,Q255;Q48718;Q3538,,,
"Manuscripts, Persian--Iran--Simnān--17th century",lcsh,,"Manuscripts, Persian;Iran--Simnān;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1211113;http://id.worldcat.org/fast/1113663,Q255;Q48722;Q2771,,,
"Manuscripts, Persian--14th century",lcsh,,"Manuscripts, Persian;Fourteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/933420,Q255;Q295,,,
"Manuscripts, Persian--Iran--Iṣfahān--18th century",lcsh,,"Manuscripts, Persian;Iran--Iṣfahān;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/904058,Q255;Q48723;Q3024,,,
"Manuscripts, Persian--Iran--Ārān va Bīdgul--19th century",lcsh,,"Manuscripts, Persian;Iran--Ārān va Bīdgul;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1719938;http://id.worldcat.org/fast/1037841,Q255;Q48724;Q3538,,,
Poetry,fast,(OCoLC)fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,"http://id.loc.gov/authorities/genreForms/gf2014026481(uri)
				http://id.loc.gov/authorities/genreForms/gf2014026481",,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Dictionaries,lcgft,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Commonplace books--Islamic countries--19th century,aat,,commonplace books;Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300027093;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q7696;Q2810;Q3538,,,
Trivia and miscellanea,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026201,Trivia and miscellanea,http://id.worldcat.org/fast/1921748,Q26886,,,
"Manuscripts, Turkish--18th century",lcsh,,,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,Q3068;Q3024
Trivia and miscellanea,lcgft,,Trivia and miscellanea,http://id.worldcat.org/fast/1921748,Q26886,,,
Headpieces (layout features)--Islamic countries--19th century,aat,,headpieces (layout features);Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q11536;Q2810;Q3538,,,
Headpieces (layout features)--Islamic Empire--15th century,aat,,headpieces (layout features);Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q11536;Q11211;Q154,,,
Autographs (manuscripts)--Islamic Empire--15th century,aat,,autographs (manuscripts);Islamic Empire;Fifteenth century,http://vocab.getty.edu/aat/300028571;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q3518;Q11211;Q154,,,
"Manuscripts, Persian--Afghanistan--Herāt--15th century",lcsh,,"Manuscripts, Persian;Afghanistan--Herat;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/923962,Q255;Q48725;Q154,,,
Autographs (manuscripts)--Islamic countries--20th century,aat,,autographs (manuscripts);Islamic countries;Twentieth century,http://vocab.getty.edu/aat/300028571;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1159810,Q3518;Q2810;Q5942,,,
Headpieces (layout features)--Islamic countries--18th century,aat,,headpieces (layout features);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q11536;Q2810;Q3024,,,
Short stories,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026542,Short stories,http://id.worldcat.org/fast/1726740,Q48726,,,
Headpieces (layout features)--Islamic Empire--16th century,aat,,headpieces (layout features);Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q11536;Q11211;Q335,,,
Headpieces (layout features)--Islamic countries--17th century,aat,,headpieces (layout features);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q11536;Q2810;Q2771,,,
"Manuscripts, Persian--India--18th century",lcsh,,"Manuscripts, Persian;India;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/904058,Q255;Q26595;Q3024,,,
"Manuscripts, Persian--India--Calcatta--19th century",lcsh,,"Manuscripts, Persian;India--Kolkata;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1892339;http://id.worldcat.org/fast/1037841,Q255;Q48727;Q3538,,,
dictionaries,aat,,,,,dictionaries,http://vocab.getty.edu/aat/300026186,Q2970
Dictionaries,fast,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionnaires,rvmgf,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Cloth bindings (Binding),rbbin,,,,,Cloth bindings,http://id.loc.gov/vocabulary/rbmscv/cv00451,Q11478
headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Colored papers (Paper),rbpap,,,,,Colored papers,http://id.loc.gov/vocabulary/rbmscv/cv01138,Q11569
"Manuscripts, Turkish",lcsh,,,,,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
Fiction,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026339,,,,Fiction,http://id.worldcat.org/fast/1423787,Q3039
"Manuscripts, Azerbaijani--19th century",lcsh,,"Manuscripts, Azerbaijani;Nineteenth century",http://id.worldcat.org/fast/1008297;http://id.worldcat.org/fast/1037841,Q48728;Q3538,,,
Autographs (manuscripts)--Islamic countries--17th century,aat,,autographs (manuscripts);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300028571;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q3518;Q2810;Q2771,,,
Lacquered bindings--Islamic countries,rbbin,,Lacquered bindings;Islamic countries,http://id.loc.gov/vocabulary/rbmscv/cv00578;http://id.worldcat.org/fast/1244130,Q27295;Q2810,,,
"Manuscripts, Persian--Iran--Iṣfahān--17th century",lcsh,,"Manuscripts, Persian;Iran--Iṣfahān;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/1113663,Q255;Q48723;Q2771,,,
Autographs (manuscripts)--Iran--Iṣfahān--17th century,aat,,autographs (manuscripts);Iran--Iṣfahān;Seventeenth century,http://vocab.getty.edu/aat/300028571;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/1113663,Q3518;Q48723;Q2771,,,
Commentaries,fast,(OCoLC)fst01423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
"Criticism, interpretation, etc",fast,(OCoLC)fst01411635,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
History,fast,,,,,History,http://id.worldcat.org/fast/1411628,Q279
