genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Arabic--18th century",lcsh,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,Q256;Q3024
"Manuscripts, Arabic--17th century",lcsh,,,,,"Manuscripts, Arabic;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1113663,Q256;Q2771
"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Manuscripts, Arabic--Iran--Iṣfahān--18th century",lcsh,,"Manuscripts, Arabic;Iran--Iṣfahān;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/904058,Q256;Q48723;Q3024,,,
History,fast,,,,,History,http://id.worldcat.org/fast/1411628,Q279
Sources,fast,,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
diagrams,aat,,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
scientific illustrations (images),aat,,,,,scientific illustrations (images),http://vocab.getty.edu/aat/300015595,Q11377
Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
History,fast,(OCoLC)fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
Sources,fast,(OCoLC)fst01423900,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
Blind tooled bindings,rbmscv,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
"Manuscripts, Arabic--19th century",lcsh,,,,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,Q256;Q3538
"Manuscripts, Arabic--Iran--19th century",lcsh,,,,,"Manuscripts, Arabic;Iran;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q256;Q16384;Q3538
Headpieces (layout features)--Iran--19th century,aat,,,,,headpieces (layout features);Iran;Nineteenth century,http://vocab.getty.edu/aat/300207342;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q11536;Q16384;Q3538
"Borders, Ornamental (Decorative arts)--Iran--19th century",lcsh,,"Borders, Ornamental (Decorative arts);Iran;Nineteenth century",http://id.worldcat.org/fast/836609;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q40054;Q16384;Q3538,,,
Illuminated manuscripts--Iran--19th century,aat,,,,,illuminated manuscripts;Iran;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q4268;Q16384;Q3538
headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
illuminations (paintings),aat,,,,,illuminations (paintings),http://vocab.getty.edu/aat/300264522,Q225
Gold tooled bindings,rbmscv,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
Leather doublures,rbmscv,,,,,Leather doublures,http://id.loc.gov/vocabulary/rbmscv/cv00583,Q11348
"Manuscripts, Arabic--15th century",lcsh,,,,,"Manuscripts, Arabic;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/923962,Q256;Q154
blind tooling--aat,,,blind tooling,http://vocab.getty.edu/aat/300252855,Q106573,,,
"Manuscripts, Arabic--16th century",lcsh,,,,,"Manuscripts, Arabic;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1119851,Q256;Q335
Watermarks,rbmscv,,,,,Watermarks,http://id.loc.gov/vocabulary/rbmscv/cv01089,Q5815
Colored papers,rbmscv,,,,,Colored papers,http://id.loc.gov/vocabulary/rbmscv/cv01138,Q11569
