subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Ibn Abī Jumhūr al-Aḥsāʼī, Muḥammad ibn ʻAlī, -approximately 1473. Masālik al-afhām",0,a;d;t,,,,,,,
"Iṣfahānī, Maḥmūd ibn ʻAbd al-Raḥmān, 1275 or 1276-1348 or 1349. Maṭāliʻ al-anẓār",0,a;d;t,,,,,,,
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286? Ṭawāliʻ al-anwār min maṭāliʻ al-anẓār",0,a;d;t,,,,,"Ṭawāliʻ al-anwār min maṭāliʻ al-anẓār (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1371988,Q18337
"Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, -1265. Hidāyat al-ḥikmah",0,a;d;t,,,,,,,
"Ḥunayn ibn Isḥāq al-ʻIbādī, 809?-873. Masāʼil fī al-ṭibb lil-mutaʻallimīn",0,a;d;t,,,,,,,
"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",fast,a,(OCoLC)fst01916868,,,,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/1916868,Q11375
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277. Shamsīyah",0,a;d;t,,,,,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2058240,Q11481
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Zawrāʼ",0,a;d;t,,,,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Zawrāʼ. Khuṭbah",0,a;d;t;p,,,,,,,
"Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355? Mawāqif fī ʻilm al-kalām",0,a;d;t,,,,,"Mawāqif fī ʻilm al-kalām (Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad)",http://id.worldcat.org/fast/1372616,Q38685
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413. Sharḥ al-Mawāqif",0,a;c;d;t,,,,,"Sharḥ al-Mawāqif (Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf)",http://id.worldcat.org/fast/2057893,Q64109
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389? Tahdhīb al-manṭiq wa-al-kalām",0,a;d;t,,,,,"Tahdhīb al-manṭiq wa-al-kalām (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/1917295,Q11394
"Urmawī, Sirāj al-Dīn Maḥmūd ibn Abī Bakr, 1198-1283. Maṭāliʻ al-anwār",0,a;d;t,,,,,,,
"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm, -1641. Ḥikmah al-ʻarshīyah",0,a;d;t,,"Ḥikmah al-ʻarshīyah (Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrāhīm)",http://id.worldcat.org/fast/1364615,Q106588,,,
"Suhrawardī, Yaḥyá ibn Ḥabash, 1152 or 1153-1191. Ḥikmat al-ishrāq",0,a;d;t,,"Ḥikmat al-ishrāq (Suhrawardī, Yaḥyá ibn Ḥabash)",http://id.worldcat.org/fast/1373603,Q106589,,,
"Quṭb al-Shīrāzī, Maḥmūd ibn Masʻūd, 1236 or 1237-1310 or 1311. Sharḥ Ḥikmat al-ishrāq",0,a;d;t,,,,,,,
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274. Tajrīd al-iʻtiqād",0,a;d;t,http://id.loc.gov/authorities/names/n99046790,,,,"Tajrīd al-iʻtiqād (Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1377889,Q11208
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Ḥāshīyah al-qadīmah al-Jalālīyah",0,a;d;t,,,,,,,
"Qūshjī, ʻAlī ibn Muḥammad, d. 1474 or 5. Sharḥ al-jadīd ʻalá Tajrīd al-ʻaqāʼid",0,a;d;t,,,,,,,
"Khafrī, Muḥammad, -1407 or 1408. Ḥāshīyah ʻalá Sharḥ al-Qūshjī ʻalá al-Tajrīd",0,a;d;t,,,,,,,
"Abū al-Iṣbaʻ ʻAbd al-ʻAzīz ibn Tammām, 10th cent. Qaṣīdat al-ghurūr",0,a;d;t,,,,,,,
"Samarqandī, Muḥammad ibn Ashraf, active 13th century. Risālah fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Shirwānī, Masʻūd ibn Ḥusayn, -1499 or 1500. Sharḥ ʻalá Risālah fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142. ʻAqāʼid",0,a;d;t,,,,,"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/1381144,Q11181
"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",fast,a,,,,,"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/1381144,Q11181
"Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad, 1512 or 1513-1575 or 1576. Sullam",0,a;d;t,,,,,"Sullam (Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad)",http://id.worldcat.org/fast/2058152,Q11165
"Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, d. 1265. Hidāyat al-ḥikmah",0,a;d;t,,,,,,,
"Bukhārī, Muḥammad ʻAlī ibn Mubārakshāh, -approximately 1340. Sharḥ Ḥikmat al-ʻayn",0,a;d;t,,,,,,,
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 4-1276 or 7. Ḥikmat al-ʻayn",0,a;d;t,,"Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2057966,Q7441,,,
"Samarqandī, Muḥammad ibn Ashraf, 13th cent. Risālah fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Shirwānī, Masʻūd ibn Ḥusayn, d. 1499 or 1500. Sharḥ ʻalá Risālah fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 4-1276 or 7 Ḥikmat al-ʻayn",0,a;d;t,,"Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2057966,Q7441,,,
"Fārūqī, Maḥmūd ibn Muḥammad, -1652. Ḥikmah al-bālighah",0,a;d;t,,,,,,,
"Ṭawāliʻ al-anwār min maṭāliʻ al-anẓār (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",fast,a,,"Ṭawāliʻ al-anwār min maṭāliʻ al-anẓār (Bayḍāwī, ʻAbd Allāh ibn ʻUmar)",http://id.worldcat.org/fast/1371988,Q18337,,,
"Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, d. 1504 or 5. Sharḥ al-Hidāyah",0,a;d;t,,,,,,,
"Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355? Mawāqif fī ʻilm al-kalām",0,a;d;t,http://id.loc.gov/authorities/names/n2003067731,,,,"Mawāqif fī ʻilm al-kalām (Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad)",http://id.worldcat.org/fast/1372616,Q38685
"Ṣadr al-Dīn al-Qūnawī, Muḥammad ibn Isḥāq, d. 1273 or 4. Miftāḥ ghayb al-jamʻ wa-al-wujūd",0,a;d;t,,,,,,,
"Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)",fast,a,,,,,"Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2057966,Q7441
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277. Ḥikmat al-ʻayn",0,a;d;t,,,,,"Ḥikmat al-ʻayn (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2057966,Q7441
Ishārāt wa-al-tanbīhāt (Avicenna),fast,a,,,,,Ishārāt wa-al-tanbīhāt (Avicenna),http://id.worldcat.org/fast/1365545,Q11546
"Avicenna, 980-1037. Ishārāt wa-al-tanbīhāt",0,a;d;t,,,,,Ishārāt wa-al-tanbīhāt (Avicenna),http://id.worldcat.org/fast/1365545,Q11546
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413. Ḥāshiyah ʻalá Sharḥ Ḥikmat al-ʻayn",0,a;c;d;t,,,,,,,
"Mīrzā Jān, Ḥabīb Allāh, -1586? Ḥāshiyat Mīrzā Jān",0,a;d;t,,,,,,,
"Bābā Afz̤al, active 13th century. Jāvidānʹnāmah",0,a;d;t,,,,,,,
"Naẓẓām, Ibrāhīm ibn Sayyār, 760?-845",0,a;d,,"Naẓẓām, Ibrāhīm ibn Sayyār, 760?-845",http://id.worldcat.org/fast/144734,Q106590,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Sharḥ al-ʻAqāʼid al-ʻAḍudīyah",0,a;d;t,,,,,"Sharḥ al-ʻAqāʼid al-ʻAḍudīyah (Dawwānī, Muḥammad ibn Asʻad)",http://id.worldcat.org/fast/2058405,Q27283
"Quṭb al-Shīrāzī, Maḥmūd ibn Masʻūd, 1236 or 1237-1310 or 1311. Sharḥ ʻalá al-Risālah al-Shamsīyah",0,a;d;t,,,,,,,
