subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Islam--Doctrines--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh87000152,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
Motazilites--Early works to 1800,0,a--v,,Motazilites;Early works,http://id.worldcat.org/fast/1026830;http://id.worldcat.org/fast/1411636,Q11548;Q300,,,
Asharites--Early works to 1800,0,a--v,,,,,Asharites;Early works,http://id.worldcat.org/fast/818527;http://id.worldcat.org/fast/1411636,Q16399;Q300
Shīʻah--Doctrines--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008111616,,,,Shīʻah--Doctrines;Early works,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/1411636,Q39091;Q300
Islamic philosophy--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008109242,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Islamic philosophy--Early works to 1800,0,a--v,,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Philosophie islamique--Ouvrages avant 1800,6,a--v,,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Islamic philosophy,fast,a,,,,,Islamic philosophy,http://id.worldcat.org/fast/1730358,Q3016
Islam--Doctrines--Early works to 1800,0,a--x--v,,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Almucantar--Early works to 1800,0,a--v,,,,,Almucantar;Early works,http://id.worldcat.org/fast/805884;http://id.worldcat.org/fast/1411636,Q11223;Q300
Geometry--Early works to 1800,0,a--v,,,,,Geometry;Early works,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636,Q221;Q300
"Mathematics, Arab--Early works to 1800",0,a--v,,,,,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636,Q2780;Q300
Philosophy--Early works to 1800,0,a--v,,,,,Philosophy;Early works,http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1411636,Q5883;Q300
Quadrants (Astronomical instruments)--Early works to 1800,0,a--v,,,,,Quadrants (Astronomical instruments);Early works,http://id.worldcat.org/fast/1084859;http://id.worldcat.org/fast/1411636,Q3570;Q300
"Manuscripts, Turkish--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
"Manuscripts, Persian--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
Shīʿah--Doctrines--History--17th century--Sources,0,a--x--x--y--v,,Shīʻah--Doctrines;History;Seventeenth century;Sources,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q39091;Q6879;Q2771;Q2769,,,
Islamic philosophy--17th century,0,a--y,,Islamic philosophy;Seventeenth century,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1113663,Q3016;Q2771,,,
Islamic philosophy--Iran--17th century,0,a--z--y,,Islamic philosophy;Iran;Seventeenth century,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q3016;Q16384;Q2771,,,
Movement (Philosophy)--Islamic philosophy--17th century,0,a--x--y,,Movement (Philosophy);Islamic philosophy;Seventeenth century,http://id.worldcat.org/fast/1028491;http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1113663,Q106616;Q3016;Q2771,,,
Creation (Islam)--History of doctrines--17th century--Sources,0,a--x--y--v,,Creation (Islam);Seventeenth century;Sources,http://id.worldcat.org/fast/882392;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q11434;Q2771;Q2769,,,
Prayer--Islam--History of doctrines--17th century--Sources,0,a--x--x--y--v,,Prayer--Islam;Seventeenth century;Sources,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q11135;Q2771;Q2769,,,
Chiisme--Doctrines--Histoire--17e siècle--Sources,6,a--x--x--y--v,,Shīʻah--Doctrines;History;Seventeenth century;Sources,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q39091;Q6879;Q2771;Q2769,,,
Philosophie islamique--17e siècle,6,a--y,,Islamic philosophy;Seventeenth century,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1113663,Q3016;Q2771,,,
Philosophie islamique--Iran--17e siècle,6,a--z--y,,Islamic philosophy;Iran;Seventeenth century,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q3016;Q16384;Q2771,,,
Création (Islam)--Histoire des doctrines--17e siècle--Sources,6,a--x--y--v,,Creation (Islam);Seventeenth century;Sources,http://id.worldcat.org/fast/882392;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q11434;Q2771;Q2769,,,
Manuscrits arabes--New Jersey--Princeton,6,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
"Manuscripts, Arabic",fast,a,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Shīʻah--Doctrines,fast,a--x,,,,,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091
Iran,fast,a,,,,,Iran,http://id.worldcat.org/fast/1204889,Q16384
New Jersey--Princeton,fast,a--z,,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
1600-1699,fast,a,,,,,Seventeenth century,http://id.worldcat.org/fast/1113663,Q2771
"Medicine, Arab",0,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Physics--Islamic Empire--History--Sources,0,a--z--x--v,,Physics;Islamic Empire;History;Sources,http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q195;Q11211;Q6879;Q2769,,,
"Astronomy, Arab--Early works to 1800",0,a--v,,,,,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636,Q3035;Q300
Cosmography--Early works to 1800,0,a--v,,,,,Cosmography;Early works,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636,Q321;Q300
Meteorology--Early works to 1800,0,a--v,,,,,Meteorology;Early works,http://id.worldcat.org/fast/1018441;http://id.worldcat.org/fast/1411636,Q3044;Q300
Greek language--Translating into Arabic--History--Sources,0,a--x--x--v,,Greek language--Translating into Arabic;History;Sources,http://id.worldcat.org/fast/947284;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q106617;Q6879;Q2769,,,
Calendars--Islamic Empire--Early works to 1800,0,a--z--v,,,,,Calendars;Islamic Empire;Early works,http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q5901;Q11211;Q300
Philosophy--Dictionaries--Arabic--Early works to 1800,0,a--v--x--v,,Philosophy;Dictionaries;Arabic language;Early works,http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1423826;http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1411636,Q5883;Q3041;Q2953;Q300,,,
"Medicine, Arabic",2,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Médecine arabe,6,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Physique--Empire islamique--Histoire--Sources,6,a--z--x--v,,Physics;Islamic Empire;History;Sources,http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q195;Q11211;Q6879;Q2769,,,
Astronomie arabe--Ouvrages avant 1800,6,a--v,,,,,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636,Q3035;Q300
Manuscrits persans--New Jersey--Princeton,6,a--z--z,,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
"Astronomy, Arab",fast,a,(OCoLC)fst00819764,,,,"Astronomy, Arab",http://id.worldcat.org/fast/819764,Q3035
Islamic philosophy,fast,a,(OCoLC)fst01730358,,,,Islamic philosophy,http://id.worldcat.org/fast/1730358,Q3016
"Manuscripts, Arabic",fast,a,(OCoLC)fst01008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Manuscripts, Persian",fast,a,(OCoLC)fst01008462,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Medicine, Arab",fast,a,(OCoLC)fst01015186,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Physics,fast,a,(OCoLC)fst01063025,,,,Physics,http://id.worldcat.org/fast/1063025,Q195
Islamic Empire,fast,a,(OCoLC)fst01244134,,,,Islamic Empire,http://id.worldcat.org/fast/1244134,Q11211
New Jersey--Princeton,fast,a--z,(OCoLC)fst01204939,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
Islamic philosophy--History--17th century--Sources,0,a--x--y--v,,Islamic philosophy;History;Seventeenth century;Sources,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q3016;Q6879;Q2771;Q2769,,,
Islamic philosophy--History--18th century--Sources,0,a--x--y--v,,Islamic philosophy;History;Eighteenth century;Sources,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/1423900,Q3016;Q6879;Q3024;Q2769,,,
Metaphysics,0,a,http://id.loc.gov/authorities/subjects/sh85084286,,,,Metaphysics,http://id.worldcat.org/fast/1018304,Q277
Logic--Early works to 1800,0,a--v,,,,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Q308;Q300
Logic,fast,a,(OCoLC)fst01002014,,,,Logic,http://id.worldcat.org/fast/1002014,Q308
Free will and determinism--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Free will and determinism--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/933979;http://id.worldcat.org/fast/1411636,Q11518;Q300
Predestination (Islam)--Early works to 1800,0,a--v,,,,,Predestination (Islam);Early works,http://id.worldcat.org/fast/1075015;http://id.worldcat.org/fast/1411636,Q11212;Q300
"Logic, Medieval--Early works to 1800",0,a--v,,,,,"Logic, Medieval;Early works",http://id.worldcat.org/fast/1002062;http://id.worldcat.org/fast/1411636,Q3003;Q300
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080687,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Islam--Doctrines,fast,a--x,(OCoLC)fst00979787,,,,Islam--Doctrines,http://id.worldcat.org/fast/979787,Q11301
