subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Salto, Martino del",0,a,,,,,,,
"Scalelli, Corsino",0,a,,,,,,,
"Scola, Faustino di",0,a,,,,,,,
"Niccolini, Feo",0,a,,,,,,,
"Niccolini, Niccolò",0,a,,,,,,,
"Niccolini, Luca",0,a,,,,,,,
"Niccolò, da Uzzano",0,a;c,http://id.loc.gov/authorities/names/nr88006257,"Niccolò, da Uzzano",http://id.worldcat.org/fast/233140,Q110746,,,
"Niccolò, da Uzzano",fast,a;c,http://id.worldcat.org/fast/233140,"Niccolò, da Uzzano",http://id.worldcat.org/fast/233140,Q110746,,,
"Uzzano, Angelo da",0,a,,,,,,,
"Uzzano, Giovanni da, active 15th century",0,a;d,http://id.loc.gov/authorities/names/no91002694,"Uzzano, Giovanni da, active 15th century",http://id.worldcat.org/fast/1972820,Q110747,,,
"Uzzano, Giovanni da, active 15th century",fast,a;d,http://id.worldcat.org/fast/1972820,"Uzzano, Giovanni da, active 15th century",http://id.worldcat.org/fast/1972820,Q110747,,,
"Uzzano, Alessandro da",0,a,,,,,,,
"Bardi, Caterina de'",0,a,,,,,,,
"Bardi, Marco de'",0,a,,,,,,,
"Spini, Antonio",0,a,,,,,,,
"Baldi, Filippo",0,a,,,,,,,
"Giovanni, Angelo di",0,a,,,,,,,
"Giusti, Lupo",0,a,,,,,,,
"Giusti, Ginevra",0,a,,,,,,,
"Dini, Antonio, 1969-",0,a;d,http://id.loc.gov/authorities/names/no2009089802,,,,,,
"Dini, Meo",0,a,,,,,,,
"Di Giacomo, Francesco, 1985-",0,a;d,http://id.loc.gov/authorities/names/no2020034464,,,,,,
"Ligio, Leonardo di",0,a,,,,,,,
"Zanobi, Leonarda di",0,a,,,,,,,
"Cattani, Biagio",0,a,,,,,,,
"Cattani, Giovanni",0,a,http://id.loc.gov/authorities/names/nr2002042249,,,,,,
"Legri, Niccolò da",0,a,,,,,,,
"Gherardo, Lena di",0,a,,,,,,,
"Tancredini, Giovanni",0,a,,,,,,,
"Tancredini, Lorenza",0,a,,,,,,,
"Dini, Donato",0,a,,,,,,,
"Piero, Lapo di",0,a,,,,,,,
"Piero, Filippo di",0,a,,,,,,,
"Cambio, Antonio di",0,a,,,,,,,
"Bissoli, Nicola",0,a,,,,,,,
"Bernardo, Giovanni Lorenzo di",0,a,,,,,,,
"Bernardo, Dianora di",0,a,,,,,,,
Aristotle--Criticism and interpretation--Early works to 1800,0,a--x--v,,,,,Aristotle;Criticism and interpretation;Early works,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q296;Q292;Q300
Aristotle. Organon--Early works to 1800,0,a;t--v,,Organon (Aristotle);Early works,http://id.worldcat.org/fast/1357254;http://id.worldcat.org/fast/1411636,Q110753;Q300,,,
"Porphyry, approximately 234-approximately 305. Isagoge",0,a;d;t,http://id.loc.gov/authorities/names/no98124862,,,,Isagoge (Porphyry),http://id.worldcat.org/fast/1356577,Q148
Aristotle,fast,a,http://id.worldcat.org/fast/29885,,,,Aristotle,http://id.worldcat.org/fast/29885,Q296
Coptic Church,fast,a,http://id.worldcat.org/fast/536919,,,,Coptic Church,http://id.worldcat.org/fast/536919,Q4250
Coptic Church--Liturgy--Texts,0,a--x--x,,Coptic Church;Liturgics;Texts,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q4250;Q207;Q3066,,,
Coptic Church--Prayers and devotions,0,a--x,,Coptic Church;Prayers and devotions,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1935484,Q4250;Q48394,,,
Mārkaṇḍeya (Hindu mythological character),0,a;c,http://id.loc.gov/authorities/names/n2019243999,,,,Mārkaṇḍeya (Hindu mythology),http://id.worldcat.org/fast/1032026,Q76145
Coptic Church--Liturgy--Texts,0,a--x--v,,Coptic Church;Liturgics;Texts,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q4250;Q207;Q3066,,,
Coptic Church--Hymns,0,a--x,,Coptic Church;Hymns,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/965486,Q4250;Q48655,,,
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",0,a;c;d,http://id.loc.gov/authorities/names/n50039100,,,,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",http://id.worldcat.org/fast/1804105,Q11345
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",fast,a;c;d,http://id.worldcat.org/fast/1804105,,,,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",http://id.worldcat.org/fast/1804105,Q11345
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277. Shamsīyah",0,a;d;t,http://id.loc.gov/authorities/names/no2012100943,,,,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2058240,Q11481
Catholic Church--Dioceses,0,a--x,,Catholic Church;Dioceses,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/894031,Q310;Q7447,,,
Maḥzor. Sukkot--Liturgical use--Yemen (Republic)--18th century,0,a;p--x--z--y,,Maḥzor. Sukkot;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1370902;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q110754;Q207;Q11522;Q3024,,,
Maḥzor. Shemini ʻatseret--Liturgical use--Yemen (Republic)--18th century,0,a;p--x--z--y,,Maḥzor;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1357032;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q75126;Q207;Q11522;Q3024,,,
Maḥzor. Simḥat Torah--Liturgical use--Yemen (Republic)--18th century,0,a;p--x--z--y,,Maḥzor;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1357032;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q75126;Q207;Q11522;Q3024,,,
Maḥzor. High Holidays--Liturgical use--Yemen (Republic)--18th century,0,a;p--x--z--y,,Maḥzor. High Holidays;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1358117;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q74936;Q207;Q11522;Q3024,,,
Seliḥot--Liturgical use--Yemen (Republic)--18th century,0,a--x--z--y,,Seliḥot;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1368880;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q3598;Q207;Q11522;Q3024,,,
Joseph (Son of Jacob),fast,a;c,http://id.worldcat.org/fast/41708,,,,Joseph (Son of Jacob),http://id.worldcat.org/fast/41708,Q3550
Qurʼan. Sūrat Yūsuf,fast,a;p,http://id.worldcat.org/fast/1842941,Qurʼan. Sūrat Yūsuf,http://id.worldcat.org/fast/1842941,Q64146,,,
Joseph (Son of Jacob)--Islamic interpretations,0,a;c--x,,Joseph (Son of Jacob);Islam,http://id.worldcat.org/fast/41708;http://id.worldcat.org/fast/979776,Q3550;Q3549,,,
"Qurʼan. Sūrat Yūsuf--Criticism, interpretation, etc",0,a;p--x,,"Qurʼan. Sūrat Yūsuf;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1842941;http://id.worldcat.org/fast/1411635,Q64146;Q177,,,
"Ibn Mālik, Muḥammad ibn ʻAbd Allāh, -1274. Alfīyah",0,a;d;t,http://id.loc.gov/authorities/names/n83056203,,,,"Alfīyah (Ibn Mālik, Muḥammad ibn ʻAbd Allāh)",http://id.worldcat.org/fast/1360506,Q11401
Haggadah--Liturgical use--Yemen (Republic)--18th century,0,a--x--z--y,,Haggadah;Liturgics;Yemen (Republic);Eighteenth century,http://id.worldcat.org/fast/1356292;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/904058,Q75128;Q207;Q11522;Q3024,,,
Puranas. Bhāgavatapurāṇa,0,a;p,,,,,Puranas. Bhāgavatapurāṇa,http://id.worldcat.org/fast/1356355,Q27402
Mishnah. Kodashim.--Judeo-Arabic--Commentaries,0,a;p--l--v,,Mishnah. Kodashim;Judeo-Arabic language;Commentaries,http://id.worldcat.org/fast/1362702;http://id.worldcat.org/fast/984468;http://id.worldcat.org/fast/1423723,Q110755;Q74983;Q2812,,,
"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661--Hadith",0,a;c;d--x,,,,,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661;Hadith",http://id.worldcat.org/fast/1804105;http://id.worldcat.org/fast/950112,Q11345;Q3581
"Muḥammad, Prophet, -632",fast,a;c;d,http://id.worldcat.org/fast/1836298,,,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298,Q3639
"Muḥammad, Prophet, -632--Companions--Early works to 1800",0,a;c;d--x--v,,,,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636,Q11256;Q300
"Zamakhsharī, Maḥmūd ibn ʻUmar, 1075-1144. Unmūdhaj fī al-naḥw",0,a;d;t,http://id.loc.gov/authorities/names/n89109486,,,,"Unmūdhaj fī al-naḥw (Zamakhsharī, Maḥmūd ibn ʻUmar)",http://id.worldcat.org/fast/1380101,Q11245
"Ibn ʻĀṣim, Muḥammad ibn Muḥammad, 1359-1426. Tuḥfat al-ḥukkām fī nukat al-ʻuqūd wa-al-aḥkām",0,a;d;t,http://id.loc.gov/authorities/names/nr99020835,"Tuḥfat al-ḥukkām fī nukat al-ʻuqūd wa-al-aḥkām (Ibn ʻĀṣim, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1383359,Q110743,,,
"Ibn Abī Zayd al-Qayrawānī, ʻAbd Allāh ibn ʻAbd al-Raḥmān, active 10th century. Risālah",0,a;d;t,http://id.loc.gov/authorities/names/n84183747,"Risālah (Ibn Abī Zayd al-Qayrawānī, ʻAbd Allāh ibn ʻAbd al-Raḥmān)",http://id.worldcat.org/fast/1376274,Q110744,,,
Qurʼan--Orthography,0,a--x,http://id.loc.gov/authorities/subjects/sh85072975,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Qurʼan,fast,a,http://id.worldcat.org/fast/1842877,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Qurʼan--Readings,0,a--x,http://id.loc.gov/authorities/subjects/sh85072983,,,,"Qurʼan;Criticism, Textual",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762,Q11441;Q4282
"Qurʼan--Language, style",0,a--x,http://id.loc.gov/authorities/subjects/sh85072971,,,,Qurʼan;Literary style,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1136323,Q11441;Q11357
"Kharrāz, Muḥammad ibn Muḥammad, -1318 or 1319. Mawrid al-ẓamʼān",0,a;d;t,http://id.loc.gov/authorities/names/n2008052655,,,,"Mawrid al-ẓamʼān (Kharrāz, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1915240,Q100885
