subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Books of hours,0,a,,,,,Books of hours,http://id.worldcat.org/fast/836484,Q5889
"Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",0,a--z--z,,,,,"Manuscripts, Latin (Medieval and modern);Massachusetts--Wellesley",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1209093,Q10783;Q68117
Breviaries--Texts,0,a--v,,,,,Breviaries;Texts,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1423705,Q3593;Q3066
Psalters--Texts,0,a--v,,,,,Psalters;Texts,http://id.worldcat.org/fast/1080778;http://id.worldcat.org/fast/1423705,Q4323;Q3066
"Manuscripts, Italian--Massachusetts--Wellesley",0,a--z--z,,,,,"Manuscripts, Italian;Massachusetts--Wellesley",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1209093,Q269;Q68117
Lectionaries--Texts,0,a--v,,,,,Lectionaries;Texts,http://id.worldcat.org/fast/995270;http://id.worldcat.org/fast/1423705,Q4239;Q3066
Islam--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3549;Q3052;Q300
Prayer--Islam--Early works to 1800,0,a--x--v,https://id.loc.gov/authorities/subjects/sh2010108002,,,,Prayer--Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1411636,Q11135;Q300
"Manuscripts, Arabic",0,a,https://id.loc.gov/authorities/subjects/sh85080687,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Early works to 1800,fast,a,,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Prayer--Islam,fast,a--x,https://id.worldcat.org/fast/1074698,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135
"Manuscripts, Arabic",fast,a,https://id.worldcat.org/fast/1008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Islam--Prayers and devotions,fast,a--x,https://id.worldcat.org/fast/979821,,,,Islam--Prayers and devotions,http://id.worldcat.org/fast/979821,Q3036
Italian poetry--14th century,0,a--y,,,,,Italian poetry;Fourteenth century,http://id.worldcat.org/fast/980715;http://id.worldcat.org/fast/933420,Q7149;Q295
"Holy Roman Empire--Charters, grants, privileges",0,a--x,,,,,Europe--Holy Roman Empire;Charters,http://id.worldcat.org/fast/1205344;http://id.worldcat.org/fast/852538,Q4317;Q8353
