subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Persian language--Rhyme--Early works to 1800,a--x--v,0,,Persian language--Rhyme;Early works,http://id.worldcat.org/fast/1058500;http://id.worldcat.org/fast/1411636,Q48844;Q300,,,
"Accounting--Handbooks, manuals, etc",a--v,0,http://id.loc.gov/authorities/subjects/sh2007100509,Accounting;Handbooks and manuals,http://id.worldcat.org/fast/795379;http://id.worldcat.org/fast/1423877,Q291;Q212,,,
Arithmetic,a,0,http://id.loc.gov/authorities/subjects/sh85007163,Arithmetic,http://id.worldcat.org/fast/814484,Q173,,,
"Bookkeeping--Handbooks, manuals, etc",a--v,0,,Bookkeeping;Handbooks and manuals,http://id.worldcat.org/fast/836321;http://id.worldcat.org/fast/1423877,Q48845;Q212,,,
Sufism--Prayers and devotions,a--v,0,http://id.loc.gov/authorities/subjects/sh85129661,,,,Sufism--Prayers and devotions,http://id.worldcat.org/fast/2041298,Q26884
"Astronomy, Arab--Iran--History--13th century--Sources",a--z--x--y--v,0,,"Astronomy, Arab;Iran;History;Thirteenth century;Sources",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q3035;Q16384;Q6879;Q245;Q2769,,,
"Astrology, Arab--Iran--History--13th century--Sources",a--z--x--y--v,0,,"Astrology, Arab;Iran;History;Thirteenth century;Sources",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q3616;Q16384;Q6879;Q245;Q2769,,,
Islamic philosophy--Iran--Early works to 1800,a--z--v,0,,Islamic philosophy;Iran;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q3016;Q16384;Q300,,,
Astrolabes--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009116092,,,,Astrolabes;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636,Q314;Q300
"Astronomy, Arab--Iran--Early works to 1800",a--z--v,0,,"Astronomy, Arab;Iran;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q3035;Q16384;Q300,,,
Mevleviyeh--Early works to 1800,a--v,0,,Mevleviyeh;Early works,http://id.worldcat.org/fast/1018909;http://id.worldcat.org/fast/1411636,Q48846;Q300,,,
Christianity and other religions--Islam--Early works to 1800,a--x--v,0,http://id.loc.gov/authorities/subjects/sh2009119575,,,,Christianity and other religions;Islam;Early works,http://id.worldcat.org/fast/859685;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q4853;Q3549;Q300
Islam--Relations--Christianity--Early works to 1800,a--x--x--v,0,http://id.loc.gov/authorities/subjects/sh2008124200,,,,Islam;Interfaith relations;Christianity;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636,Q3549;Q7439;Q5915;Q300
Metaphor--Early works to 1800,a--v,0,,Metaphor;Early works,http://id.worldcat.org/fast/1018283;http://id.worldcat.org/fast/1411636,Q48847;Q300,,,
Persian language--Figures of speech,a--x,0,,Persian language--Figures of speech,http://id.worldcat.org/fast/1058473,Q48848,,,
Science--Islamic Empire--Encyclopedias--15th century,a--z--v--y,0,,Science;Islamic Empire;Encyclopedias;Fifteenth century,http://id.worldcat.org/fast/1108176;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1423798;http://id.worldcat.org/fast/923962,Q7409;Q11211;Q38469;Q154,,,
"Medicine--Formulae, receipts, prescriptions--Early works to 1800",a--v--v,0,http://id.loc.gov/authorities/subjects/sh2008107530,,,,"Medicine--Formulae, receipts, prescriptions;Prescriptions, formulae, receipts, etc.;Early works",http://id.worldcat.org/fast/1014953;http://id.worldcat.org/fast/1424054;http://id.worldcat.org/fast/1411636,Q145;Q3042;Q300
Pharmacology--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2010105999,,,,Pharmacology;Early works,http://id.worldcat.org/fast/1060259;http://id.worldcat.org/fast/1411636,Q4933;Q300
"Astrology, Arab--History--12th century--Sources",a--x--y--v,0,,"Astrology, Arab;History;Twelfth century;Sources",http://id.worldcat.org/fast/819451;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1159791;http://id.worldcat.org/fast/1423900,Q3616;Q6879;Q304;Q2769,,,
"Astronomy, Arab--History--12th century--Sources",a--x--y--v,0,,"Astronomy, Arab;History;Twelfth century;Sources",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1159791;http://id.worldcat.org/fast/1423900,Q3035;Q6879;Q304;Q2769,,,
Religious life--Islam,a--x,0,http://id.loc.gov/authorities/subjects/sh85112674,Religious life--Islam,http://id.worldcat.org/fast/1094119,Q3634,,,
Persian poetry--11th century,a--y,0,,Persian poetry;Eleventh century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/908096,Q3582;Q306,,,
Persian poetry--12th century,a--y,0,,Persian poetry;Twelfth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1159791,Q3582;Q304,,,
"Sufi poetry, Persian--13th century",a--y,lcsh,,"Sufi poetry, Persian;Thirteenth century",http://id.worldcat.org/fast/1137242;http://id.worldcat.org/fast/1150138,Q48793;Q245,,,
Fatwas--19th century,a--y,0,,Fatwas;Nineteenth century,http://id.worldcat.org/fast/921976;http://id.worldcat.org/fast/1037841,Q11267;Q3538,,,
Alchemy--Islamic countries--Early works to 1800,a--z--v,0,,Alchemy;Islamic countries;Early works,http://id.worldcat.org/fast/804245;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1411636,Q3005;Q2810;Q300,,,
Alchemy,a,2,,Alchemy,http://id.worldcat.org/fast/804245,Q3005,,,
Alchimie,a,6,,Alchemy,http://id.worldcat.org/fast/804245,Q3005,,,
alchemy,a,aat,,alchemy,http://vocab.getty.edu/aat/300054588,Q48849,,,
Alchemy,a,fast,(OCoLC)fst00804245,,,,Alchemy,http://id.worldcat.org/fast/804245,Q3005
Spring--Poetry--Early works to 1800,a--v--v,0,,Spring;Poetry;Early works,http://id.worldcat.org/fast/1130905;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q48850;Q247;Q300,,,
Love--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107123,,,,Love;Early works,http://id.worldcat.org/fast/1002769;http://id.worldcat.org/fast/1411636,Q11289;Q300
Erotic literature--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008119855,Erotic literature;Early works,http://id.worldcat.org/fast/914783;http://id.worldcat.org/fast/1411636,Q48851;Q300,,,
Sex customs--India--Early works to 1800,a--z--v,0,,Sex customs;India;Early works,http://id.worldcat.org/fast/1114306;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1411636,Q48812;Q26595;Q300,,,
"Sex--Handbooks, manuals, etc.--Early works to 1800",a--v--v,0,,Sex;Handbooks and manuals;Early works,http://id.worldcat.org/fast/1114160;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636,Q26673;Q212;Q300,,,
Folk literature,a,0,http://id.loc.gov/authorities/subjects/sh85049705,Folk literature,http://id.worldcat.org/fast/928888,Q48852,,,
"Manuscripts, Arabic--20th century",a--y,0,,"Manuscripts, Arabic;Twentieth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159810,Q256;Q5942,,,
Pushto poetry--18th century,a--y,0,,Pushto poetry;Eighteenth century,http://id.worldcat.org/fast/1084459;http://id.worldcat.org/fast/904058,Q48853;Q3024,,,
"Manuscripts, Pushto--New Jersey--Princeton",a--z--z,0,,"Manuscripts, Pushto;New Jersey--Princeton",http://id.worldcat.org/fast/1008470;http://id.worldcat.org/fast/1204939,Q48854;Q11460,,,
"Manuscripts, Pushto--19th century",a--y,0,,"Manuscripts, Pushto;Nineteenth century",http://id.worldcat.org/fast/1008470;http://id.worldcat.org/fast/1037841,Q48854;Q3538,,,
Arabic language--Phonetics,a--x,0,,Arabic language--Phonetics,http://id.worldcat.org/fast/812399,Q48855,,,
Prayer--Islam--Early works to 1800,a--x--v,0,,,,,Prayer--Islam;Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11135;Q3549;Q300
Sufism,a,0,,,,,Sufism,http://id.worldcat.org/fast/1137257,Q11239
Arithmetic--Early works to 1900,a--v,0,http://id.loc.gov/authorities/subjects/sh85007164,,,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636,Q173;Q300
Dream interpretation--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Dream interpretation;Islam;Early works,http://id.worldcat.org/fast/897886;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q16340;Q3549;Q300,,,
Drama--India,a--z,0,,Drama;India,http://id.worldcat.org/fast/1423879;http://id.worldcat.org/fast/1210276,Q3010;Q26595,,,
Sufism--Terminology--Early works to 1800,a--x--v,0,,,,,Sufism;Terminology;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1423880;http://id.worldcat.org/fast/1411636,Q11239;Q11125;Q300
Arabic language--Verb,a--x,0,http://id.loc.gov/authorities/subjects/sh2008117602,Arabic language--Verb,http://id.worldcat.org/fast/812455,Q11196,,,
Talismans--Islamic countries,a--z,0,,Talismans;Islamic countries,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/1244130,Q4822;Q2810,,,
"Astronomy--Charts, diagrams, etc",a--v,0,http://id.loc.gov/authorities/subjects/sh85009004,"Astronomy;Charts, diagrams, etc.",http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1423732,Q166;Q38448,,,
"Manuscripts, Persian--Princeton--New Jersey",a--z--z,0,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460,,,
Persian poetry--History and criticism,a--x,0,http://id.loc.gov/authorities/subjects/sh2008109078,"Persian poetry;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1411635,Q3582;Q177,,,
"Poets, Persian--Biography--Early works to 1800",a--x--v,0,,"Poets, Persian;Biography;Early works",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411636,Q26758;Q27365;Q300,,,
Sufism--Doctrines--History--14th century--Sources,a--x--x--y--v,0,,Sufism--Doctrines;History;Fourteenth century;Sources,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420;http://id.worldcat.org/fast/1423900,Q11235;Q6879;Q295;Q2769,,,
Sufism--Doctrines,a--x,fast,,,,,Sufism--Doctrines,http://id.worldcat.org/fast/1137260,Q11235
1300-1399,a,fast,,,,,,,
Face--Symbolic aspects--Islamic empire,a--x--z,0,,Face;Symbolism;Islamic Empire,http://id.worldcat.org/fast/919522;http://id.worldcat.org/fast/1140749;http://id.worldcat.org/fast/1244134,Q48856;Q11505;Q11211,,,
Face--Pictorial works--Specimens,a--v--v,0,,Face;Pictorial works;Specimens,http://id.worldcat.org/fast/919522;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48856;Q240;Q239,,,
Horses--Pictorial works--Specimens,a--v--v,0,,Horses;Pictorial works;Specimens,http://id.worldcat.org/fast/960603;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q2783;Q240;Q239,,,
Bhil (Indic people)--Pictorial works--Specimens,a--v--v,0,,Bhil (Indic people);Pictorial works;Specimens,http://id.worldcat.org/fast/831131;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48857;Q240;Q239,,,
Angels--Islam--Pictorial works--Specimens,a--x--v--v,0,,Angels--Islam;Pictorial works;Specimens,http://id.worldcat.org/fast/808754;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48858;Q240;Q239,,,
Parrots--Pictorial works--Specimens,a--v--v,0,,Parrots;Pictorial works;Specimens,http://id.worldcat.org/fast/1053920;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48859;Q240;Q239,,,
Mogul courts and courtiers--Pictorial works--Specimens,a--v--v,0,,Courts and courtiers;India--Mughal Empire;Pictorial works;Specimens,http://id.worldcat.org/fast/881829;http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q38917;Q48762;Q240;Q239,,,
Courts and courtiers--Mogul Empire--Pictorial works--Specimens,a--z--v--v,0,,Courts and courtiers;India--Mughal Empire;Pictorial works;Specimens,http://id.worldcat.org/fast/881829;http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q38917;Q48762;Q240;Q239,,,
Polo--Pictorial works--Specimens,a--v--v,0,,"Riddles, Persian;Pictorial works;Specimens",http://id.worldcat.org/fast/1097696;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48773;Q240;Q239,,,
Hunting--Pictorial works--Specimens,a--v--v,0,,Hunting;Pictorial works;Specimens,http://id.worldcat.org/fast/964162;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q26870;Q240;Q239,,,
Birds of prey--Pictorial works--Specimens,a--v--v,0,,Birds of prey;Pictorial works;Specimens,http://id.worldcat.org/fast/833096;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48826;Q240;Q239,,,
Artillery--Pictorial works--Specimens,a--v--v,0,,Artillery;Pictorial works;Specimens,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q334;Q240;Q239,,,
Elephants--Pictorial works--Specimens,a--v--v,0,,Elephants;Pictorial works;Specimens,http://id.worldcat.org/fast/908011;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48860;Q240;Q239,,,
Tiger--Pictorial works--Specimens,a--v--v,0,,Tiger;Pictorial works;Specimens,http://id.worldcat.org/fast/1754648;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48861;Q240;Q239,,,
Sea monsters--Pictorial works--Specimens,a--v--v,0,,Sea monsters;Pictorial works;Specimens,http://id.worldcat.org/fast/1110069;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48862;Q240;Q239,,,
Dragons--Pictorial works--Specimens,a--v--v,0,,Dragons;Pictorial works;Specimens,http://id.worldcat.org/fast/897397;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48863;Q240;Q239,,,
"Animals, Mythical--Pictorial works--Specimens",a--v--v,0,,"Animals, Mythical;Pictorial works;Specimens",http://id.worldcat.org/fast/809602;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48864;Q240;Q239,,,
Peafowl--Pictorial works--Specimens,a--v--v,0,,Peafowl;Pictorial works;Specimens,http://id.worldcat.org/fast/1055972;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48865;Q240;Q239,,,
Muslim saints--Portraits--Specimens,a--v--v,0,,Muslim saints;Portraits;Specimens,http://id.worldcat.org/fast/1030977;http://id.worldcat.org/fast/1423831;http://id.worldcat.org/fast/1423861,Q11264;Q199;Q239,,,
Basmalah--Pictorial works--Specimens,a--v--v,0,,Basmalah;Pictorial works;Specimens,http://id.worldcat.org/fast/828309;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q11237;Q240;Q239,,,
"Astrology, Iranian",a,0,http://id.loc.gov/authorities/subjects/sh2008003707,"Astrology, Iranian",http://id.worldcat.org/fast/1745523,Q26975,,,
Talismans--Specimens,a--v,0,,Talismans;Specimens,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/1423861,Q4822;Q239,,,
Monsters--Pictorial works--Specimens,a--v--v,0,,Monsters;Pictorial works;Specimens,http://id.worldcat.org/fast/1025752;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q26682;Q240;Q239,,,
Archangels--Pictorial works--Specimens,a--v--v,0,,Archangels;Pictorial works;Specimens,http://id.worldcat.org/fast/813025;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q48866;Q240;Q239,,,
Zodiac--Pictorial works--Specimens,a--v--v,0,,Zodiac;Pictorial works;Specimens,http://id.worldcat.org/fast/1184573;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q3030;Q240;Q239,,,
Constellations--Pictorial works--Specimens,a--v--v,0,,Constellations;Pictorial works;Specimens,http://id.worldcat.org/fast/875735;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q26572;Q240;Q239,,,
Curiosities and wonders,a,0,http://id.loc.gov/authorities/subjects/sh85034859,Curiosities and wonders,http://id.worldcat.org/fast/885285,Q48867,,,
Botany--History--Islamic Empire--13th century--Sources,a--x--z--y--v,0,,Botany;History;Islamic Empire;Thirteenth century;Sources,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q264;Q6879;Q11211;Q245;Q2769,,,
Botany--Pictorial works--Specimens,a--v--v,0,,Botany;Pictorial works;Specimens,http://id.worldcat.org/fast/836869;http://id.worldcat.org/fast/1423874;http://id.worldcat.org/fast/1423861,Q264;Q240;Q239,,,
Cosmography--History--Islamic empire--13th century--Sources,a--x--z--y--v,0,,Cosmography;History;Islamic Empire;Thirteenth century;Sources,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q321;Q6879;Q11211;Q245;Q2769,,,
Zoology--Pre-Linnean works--Islamic empire,a--x--z,0,,Zoology;Islamic Empire,http://id.worldcat.org/fast/1184696;http://id.worldcat.org/fast/1244134,Q3009;Q11211,,,
"Science, Medieval--Islamic empire",a--z,0,,"Science, Medieval;Islamic Empire",http://id.worldcat.org/fast/1108803;http://id.worldcat.org/fast/1244134,Q7791;Q11211,,,
Planets--Pictorial works,a--v,0,http://id.loc.gov/authorities/subjects/sh85102669,Planets;Pictorial works,http://id.worldcat.org/fast/1065127;http://id.worldcat.org/fast/1423874,Q16306;Q240,,,
Constellations--Pictorial works,a--v,0,,Constellations;Pictorial works,http://id.worldcat.org/fast/875735;http://id.worldcat.org/fast/1423874,Q26572;Q240,,,
Herat (Afghanistan)--History--Early works to 1800,a--x--v,0,,Afghanistan--Herat;History;Early works,http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q48725;Q6879;Q300,,,
Umayyad dynasty--Genealogy--Early works to 1800,a--x--v,0,,Umayyad dynasty;Genealogy;Early works,http://id.worldcat.org/fast/216801;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q48868;Q38912;Q300,,,
Muslims--Genealogy--Early works to 1800,a--x--v,0,,,,,Muslims;Genealogy;Early works,http://id.worldcat.org/fast/1031029;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q11528;Q38912;Q300
Musulmans--Généalogies--Ouvrages avant 1800,a--x--v,6,,Muslims;Genealogy;Early works,http://id.worldcat.org/fast/1031029;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q11528;Q38912;Q300,,,
Astrolabes--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009116092--(uri) http://id.loc.gov/authorities/subjects/sh2009116092,,,,Astrolabes;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636,Q314;Q300
"Astronomy, Arab--Tables--Early works to 1800",a--v--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85009014,,,,"Astronomy, Arab--Tables;Tables;Early works",http://id.worldcat.org/fast/819766;http://id.worldcat.org/fast/1423914;http://id.worldcat.org/fast/1411636,Q11326;Q18329;Q300
Calendars--Islamic Empire--Early works to 1800,a--z--v,0,,Calendars;Islamic Empire;Early works,http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q5901;Q11211;Q300,,,
Qiblah--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109401,,,,Qiblah;Early works,http://id.worldcat.org/fast/1084840;http://id.worldcat.org/fast/1411636,Q11150;Q300
Astrolabes,a,fast,(OCoLC)fst00819392,,,,Astrolabes,http://id.worldcat.org/fast/819392,Q314
God (Islam)--Will--History of doctrines--17th century--Sources,a--x--x--y--v,0,,God (Islam)--Will;God (Islam)--History of doctrines;Seventeenth century;Sources,http://id.worldcat.org/fast/944152;http://id.worldcat.org/fast/944145;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q48869;Q48870;Q2771;Q2769,,,
"Islamic sermons, Persian--19th century",a--y,0,,"Islamic sermons, Persian;Nineteenth century",http://id.worldcat.org/fast/980065;http://id.worldcat.org/fast/1037841,Q48841;Q3538,,,
Soul--Islam,a--x,0,http://id.loc.gov/authorities/subjects/sh85125354,Soul--Islam,http://id.worldcat.org/fast/1126918,Q11550,,,
Hadith--Commentaries--Early works to 1800,a--v--v,0,,,,,Hadith--Commentaries;Commentaries;Early works,http://id.worldcat.org/fast/950119;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11472;Q2812;Q300
Europe--Description and travel,a--x,0,http://id.loc.gov/authorities/subjects/sh85045661,Europe;Voyages and travels,http://id.worldcat.org/fast/1245064;http://id.worldcat.org/fast/1169308,Q4878;Q3600,,,
Iran--Kings and rulers--Diaries,a--x--x,0,,Iran;Kings and rulers;Diaries,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/892657,Q16384;Q305;Q48871,,,
Persian language--Rhyme,a--x,0,,Persian language--Rhyme,http://id.worldcat.org/fast/1058500,Q48844,,,
Prophets--Iran--Biography,a--z--v,0,,Prophets;Iran;Biographies,http://id.worldcat.org/fast/1079211;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1919896,Q18325;Q16384;Q3051,,,
Islamic Empire--History--622-661,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85068447,,,,Islamic Empire;History,http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/958235,Q11211;Q6879
Manners and customs--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2010100452,Manners and customs;Early works,http://id.worldcat.org/fast/1007815;http://id.worldcat.org/fast/1411636,Q4951;Q300,,,
"Satire, Persian--Early works to 1800",a--v,0,,"Satire, Persian;Early works",http://id.worldcat.org/fast/1105760;http://id.worldcat.org/fast/1411636,Q48872;Q300,,,
Persian wit and humor,a,0,http://id.loc.gov/authorities/subjects/sh85100088,Persian wit and humor,http://id.worldcat.org/fast/1058550,Q48873,,,
Death notices--Iran,a--z,0,,Death notices;Iran,http://id.worldcat.org/fast/888712;http://id.worldcat.org/fast/1204889,Q48874;Q16384,,,
Arabic language--Rhetoric,a--x,0,http://id.loc.gov/authorities/subjects/sh2007101225,,,,Arabic language--Rhetoric,http://id.worldcat.org/fast/812415,Q11587
Iran--History--1905-1911,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85067904,Iran;History,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235,Q16384;Q6879,,,
Iran--Politics and government,a--x,0,http://id.loc.gov/authorities/subjects/sh85067909,Iran;Politics and government,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1919741,Q16384;Q2818,,,
Talismans--Islamic Empire--Early works to 1800,a--z--v,0,,Talismans;Islamic Empire;Early works,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q4822;Q11211;Q300,,,
Weights and measures--Islamic countries,a--z,0,,Weights and measures;Islamic countries,http://id.worldcat.org/fast/1173497;http://id.worldcat.org/fast/1244130,Q274;Q2810,,,
Muslim martyrs--Poetry,a--v,0,,Muslim martyrs;Poetry,http://id.worldcat.org/fast/1030962;http://id.worldcat.org/fast/1423828,Q48779;Q247,,,
Muslim saints,a,0,,Muslim saints,http://id.worldcat.org/fast/1030977,Q11264,,,
Sufis,a,0,,Sufis,http://id.worldcat.org/fast/1137253,Q11475,,,
"Islamic poetry, Persian",a,0,,"Islamic poetry, Persian",http://id.worldcat.org/fast/980025,Q18338,,,
Martyrs musulmans--Poésie,a--v,6,,Muslim martyrs;Poetry,http://id.worldcat.org/fast/1030962;http://id.worldcat.org/fast/1423828,Q48779;Q247,,,
Saints musulmans,a,6,,Muslim saints,http://id.worldcat.org/fast/1030977,Q11264,,,
Soufis,a,6,,Sufis,http://id.worldcat.org/fast/1137253,Q11475,,,
Poésie islamique persane,a,6,,"Islamic poetry, Persian",http://id.worldcat.org/fast/980025,Q18338,,,
"Islamic poetry, Persian",a,fast,,"Islamic poetry, Persian",http://id.worldcat.org/fast/980025,Q18338,,,
Muslim martyrs,a,fast,,Muslim martyrs,http://id.worldcat.org/fast/1030962,Q48779,,,
Muslim saints,a,fast,,,,,Muslim saints,http://id.worldcat.org/fast/1030977,Q11264
Sufis,a,fast,,,,,Sufis,http://id.worldcat.org/fast/1137253,Q11475
Shīʻah--Relations--Sufism,a--x--x,0,,Shīʻah;Interfaith relations;Sufism,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/1137257,Q11431;Q7439;Q11239,,,
Sufism--Doctrines,a--x,0,http://id.loc.gov/authorities/subjects/sh2008112365,Sufism--Doctrines,http://id.worldcat.org/fast/1137260,Q11235,,,
Contracts (Islamic law)--Forms,a--v,0,,Contracts (Islamic law);Legal forms,http://id.worldcat.org/fast/877008;http://id.worldcat.org/fast/1774278,Q11308;Q5845,,,
Timekeeping--Early works to 1800,a--v,0,,,,,Timekeeping;Early works,http://id.worldcat.org/fast/1151204;http://id.worldcat.org/fast/1411636,Q11354;Q300
Persian poetry--19th century,a--y,0,,Persian poetry;Nineteenth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1037841,Q3582;Q3538,,,
Spiritual life--Islam,a--x,0,http://id.loc.gov/authorities/subjects/sh2010114482,Spiritual life--Islam,http://id.worldcat.org/fast/1767799,Q48875,,,
Iran--Social life and customs--19th century,a--x--y,0,,Iran;Manners and customs;Nineteenth century,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1007815;http://id.worldcat.org/fast/1037841,Q16384;Q4951;Q3538,,,
"Devotional poetry, Arabic",a,0,http://id.loc.gov/authorities/subjects/sh98003813,,,,"Devotional poetry, Arabic",http://id.worldcat.org/fast/892054,Q11202
Hadith,a,0,http://id.loc.gov/authorities/subjects/sh85058192,,,,Hadith,http://id.worldcat.org/fast/950112,Q3581
Hadith (Shiites)--Texts,a--v,0,http://id.loc.gov/authorities/subjects/sh91004163,Hadith (Shiites);Texts,http://id.worldcat.org/fast/950138;http://id.worldcat.org/fast/1423705,Q11555;Q3066,,,
"Islamic poetry, Persian",a,0,http://id.loc.gov/authorities/subjects/sh91002715,"Islamic poetry, Persian",http://id.worldcat.org/fast/980025,Q18338,,,
Islamic law--Interpretation and construction,a--x,0,http://id.loc.gov/authorities/subjects/sh85068455,Islamic law--Interpretation and construction,http://id.worldcat.org/fast/979955,Q3635,,,
