subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Arabic language--Grammar--Early works to 1800,0,a--x--v,,,,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636,Q3523;Q300
Arabic language--Rhetoric--Early works to 1800,0,a--x--v,,,,,Arabic language--Rhetoric;Early works,http://id.worldcat.org/fast/812415;http://id.worldcat.org/fast/1411636,Q11587;Q300
Arabic language--Semantics--Early works to 1800,0,a--x--v,,,,,Arabic language--Semantics;Early works,http://id.worldcat.org/fast/812421;http://id.worldcat.org/fast/1411636,Q11549;Q300
Arabic philology--Early works to 1800,0,a--v,,,,,Arabic philology;Early works,http://id.worldcat.org/fast/812526;http://id.worldcat.org/fast/1411636,Q11583;Q300
Islamic law--Early works to 1800,0,a--v,,,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300
Language and languages--Philosophy--Early works to 1800,0,a--x--v,,,,,Language and languages--Philosophy;Early works,http://id.worldcat.org/fast/992193;http://id.worldcat.org/fast/1411636,Q5943;Q300
Prayer--Islam--Early works to 1800,0,a--x--v,,,,,Prayer--Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1411636,Q11135;Q300
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Islamic law--Sources--Early works to 1800,0,a--v--v,http://id.loc.gov/authorities/subjects/sh2009127650,,,,Islamic law;Sources;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q3605;Q2769;Q300
Islamic law--Interpretation and construction--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008104962,,,,Islamic law--Interpretation and construction;Early works,http://id.worldcat.org/fast/979955;http://id.worldcat.org/fast/1411636,Q3635;Q300
Shafiites--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008111606,,,,Shafiites;Early works,http://id.worldcat.org/fast/1115053;http://id.worldcat.org/fast/1411636,Q11573;Q300
Arabic language--Grammar--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh86000284,,,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636,Q3523;Q300
Dialectic--Early works to 1800,0,a--v,,,,,Dialectic;Early works,http://id.worldcat.org/fast/892462;http://id.worldcat.org/fast/1411636,Q11445;Q300
Arithmetic--Early works to 1800,0,a--v,,,,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636,Q173;Q300
"Astronomy, Arab--Early works to 1800",0,a--v,,,,,"Astronomy, Arab;Early works",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/1411636,Q3035;Q300
Inheritance and succession (Islamic law)--Early works to 1800,0,a--v,,,,,Inheritance and succession (Islamic law);Early works,http://id.worldcat.org/fast/973401;http://id.worldcat.org/fast/1411636,Q3076;Q300
Islamic philosophy--Early works to 1800,0,a--v,,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Logic--Early works to 1800,0,a--v,,,,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Q308;Q300
"Mathematics, Arab--Early works to 1800",0,a--v,,,,,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636,Q2780;Q300
Malikites--Early works to 1800,0,a--v,,,,,Malikites;Early works,http://id.worldcat.org/fast/1006724;http://id.worldcat.org/fast/1411636,Q11210;Q300
Islamic law--Philippines--Early works to 1800,0,a--z--v,,Islamic law;Philippines;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1205261;http://id.worldcat.org/fast/1411636,Q3605;Q6930;Q300,,,
Arabic language--Philippines--Rhetoric,0,a--z--x,,Arabic language;Philippines;Rhetoric,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1205261;http://id.worldcat.org/fast/1096948,Q2953;Q6930;Q4915,,,
Arabic language--Early works to 1800,0,a--v,,,,,Arabic language;Early works,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1411636,Q2953;Q300
Islamic law--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008104963,,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300
Arabic language--Phonetics,0,a--x,http://id.loc.gov/authorities/subjects/sh2007101236,,,,Arabic language--Phonetics,http://id.worldcat.org/fast/812399,Q48855
Inheritance and succession (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh85066384,Inheritance and succession (Islamic law),http://id.worldcat.org/fast/973401,Q3076,,,
Logic--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008107110,,,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Q308;Q300
Arithmetic--Early works to 1900,0,a--v,,,,,Arithmetic;Early works,http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636,Q173;Q300
Arabic language--Grammar,0,a--x,,,,,Arabic language--Grammar,http://id.worldcat.org/fast/812341,Q3523
Arabic poetry,0,a,http://id.loc.gov/authorities/subjects/sh85006333--(uri) http://id.loc.gov/authorities/subjects/sh85006333,,,,Arabic poetry,http://id.worldcat.org/fast/812533,Q2960
Islam--Doctrines--Early works to 1800,0,a--x--v,,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
Islamic law,0,a,,,,,Islamic law,http://id.worldcat.org/fast/979949,Q3605
"Medicine, Arab",0,a,http://id.loc.gov/authorities/subjects/sh85083116--(uri) http://id.loc.gov/authorities/subjects/sh85083116,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
"Philosophy, Arab",0,a,http://id.loc.gov/authorities/subjects/sh85100864--(uri) http://id.loc.gov/authorities/subjects/sh85100864,"Philosophy, Arab",http://id.worldcat.org/fast/1060873,Q11504,,,
Shaykhī,0,a,,Shaykhī,http://id.worldcat.org/fast/1115406,Q18307,,,
Shaykhī--Doctrines,0,a--x,,,,,Shaykhī--Doctrines,http://id.worldcat.org/fast/1115407,Q48828
Shiites,0,a,,,,,Shiites,http://id.worldcat.org/fast/1115976,Q39087
Weights and measures (Islamic law)--Early works to 1800,0,a--v,,Weights and measures (Islamic law);Early works,http://id.worldcat.org/fast/1173517;http://id.worldcat.org/fast/1411636,Q16289;Q300,,,
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080687,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Arabic poetry,fast,a,(OCoLC)fst00812533,,,,Arabic poetry,http://id.worldcat.org/fast/812533,Q2960
"Manuscripts, Arabic",fast,a,(OCoLC)fst01008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
"Medicine, Arab",fast,a,(OCoLC)fst01015186,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
"Philosophy, Arab",fast,a,(OCoLC)fst01060873,,,,"Philosophy, Arab",http://id.worldcat.org/fast/1060873,Q11504
New Jersey--Princeton,fast,a--z,(OCoLC)fst01204939,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
Hair--Removal--Early works to 1800,0,a--x--v,,Hair--Removal;Early works,http://id.worldcat.org/fast/950378;http://id.worldcat.org/fast/1411636,Q4931;Q300,,,
Hair--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,Hair--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/950375;http://id.worldcat.org/fast/1411636,Q27229;Q300,,,
Islamic ethics--Early works to 1800,0,a--v,,,,,Islamic ethics;Early works,http://id.worldcat.org/fast/979936;http://id.worldcat.org/fast/1411636,Q11320;Q300
Islamic etiquette--Early works to 1800,0,a--v,,,,,Islamic etiquette;Early works,http://id.worldcat.org/fast/979940;http://id.worldcat.org/fast/1411636,Q11344;Q300
Swimming--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,Swimming;Islam;Early works,http://id.worldcat.org/fast/1140328;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q7467;Q3549;Q300,,,
Free will and determinism--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Free will and determinism--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/933979;http://id.worldcat.org/fast/1411636,Q11518;Q300
Metaphysics--Early works to 1800,0,a--v,,,,,Metaphysics;Early works,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636,Q277;Q300
Islam--Apologetic works,0,a--v,,Islam;Apologetic writings,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423698,Q3549;Q6975,,,
Islam--Relations--Judaism,0,a--x--x,,Islam;Interfaith relations;Judaism,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1353343;http://id.worldcat.org/fast/984280,Q3549;Q7439;Q11424,,,
Muslim scholars--Sudan--Kordofan (Province),0,a--z--z,,Muslim scholars;Sudan--Kordofan (Province),http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/1733342,Q11224;Q48985,,,
Arabic poetry--Early works to 1800,0,a--v,,,,,Arabic poetry;Early works,http://id.worldcat.org/fast/812533;http://id.worldcat.org/fast/1411636,Q2960;Q300
