subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Astronomy--Early works to 1800,0,a--v,,,,,Astronomy;Early works,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636,Q166;Q300
"Illumination of books and manuscripts, Turkish",0,a,,"Illumination of books and manuscripts, Turkish",http://id.worldcat.org/fast/967369,Q16309,,,
"Manuscripts, Turkish",0,a,,,,,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
Sufism--Doctrines--Early works to 1800,0,a--x--v,,,,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300
Cosmography--Early works to 1800,0,a--v,,,,,Cosmography;Early works,http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636,Q321;Q300
Geography--Early works to 1800,0,a--v,,,,,Geography;Early works,http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q191;Q300
Asia--Description and travel--Early works to 1800,0,a--x--v,,,,,Asia;Voyages and travels;Early works,http://id.worldcat.org/fast/1240495;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q11274;Q3600;Q300
Turkey--Description and travel--Early works to 1800,0,a--x--v,,,,,Turkey;Voyages and travels;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q4294;Q3600;Q300
Turkey--Geography--Early works to 1800,0,a--x--v,,Turkey;Geography;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q4294;Q191;Q300,,,
Europe--Description and travel--Early works to 1800,0,a--x--v,,,,,Europe;Voyages and travels;Early works,http://id.worldcat.org/fast/1245064;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q4878;Q3600;Q300
Arabian Peninsula--Description and travel--Early works to 1800,0,a--x--v,,Arabian Peninsula;Voyages and travels;Early works,http://id.worldcat.org/fast/1240131;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q20347;Q3600;Q300,,,
"Illumination of books and manuscripts, Iranian--16th century",0,a--y,,"Illumination of books and manuscripts, Iranian;Sixteenth century",http://id.worldcat.org/fast/967304;http://id.worldcat.org/fast/1119851,Q18302;Q335,,,
Islamic miniature painting--Iran--16th century,0,a--z--y,,Islamic miniature painting;Iran;Sixteenth century,http://id.worldcat.org/fast/1730349;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1119851,Q4875;Q16384;Q335,,,
"Masnavis, Persian",0,a,,"Masnavis, Persian",http://id.worldcat.org/fast/1011127,Q7480,,,
"Miniature painting, Iranian--16th century",0,a--y,,"Miniature painting, Iranian;Sixteenth century",http://id.worldcat.org/fast/1022754;http://id.worldcat.org/fast/1119851,Q76560;Q335,,,
"Illumination of books and manuscripts, Arab",0,a,,"Illumination of books and manuscripts, Arab",http://id.worldcat.org/fast/967250,Q8144,,,
"Manuscripts, Arabic--10th century",0,a--y,,"Manuscripts, Arabic;Tenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1147737,Q256;Q12530,,,
"Manuscripts, Arabic--11th century",0,a--y,,"Manuscripts, Arabic;Eleventh century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/908096,Q256;Q306,,,
Islam--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3549;Q3052;Q300
"Manuscripts, Arabic--12th century",0,a--y,,"Manuscripts, Arabic;Twelfth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1159791,Q256;Q304,,,
"Manuscripts, Arabic",0,a,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
