subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Islamic law--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008104963,,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300
Shīʻah--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008111617,,,,Shīʻah;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1411636,Q11431;Q300
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Shiites--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2010112937,,,,Shiites;Early works,http://id.worldcat.org/fast/1115976;http://id.worldcat.org/fast/1411636,Q39087;Q300
Shafiites--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008111606,,,,Shafiites;Early works,http://id.worldcat.org/fast/1115053;http://id.worldcat.org/fast/1411636,Q11573;Q300
Malikites--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008107241,,,,Malikites;Early works,http://id.worldcat.org/fast/1006724;http://id.worldcat.org/fast/1411636,Q11210;Q300
Marriage (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh85081448,,,,Marriage (Islamic law),http://id.worldcat.org/fast/1010549,Q11379
Dowry (Islamic law),0,a,http://id.loc.gov/authorities/subjects/sh85039242,Dowry (Islamic law),http://id.worldcat.org/fast/897273,Q8263,,,
Islamic law--Interpretation and construction--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008104962,,,,Islamic law--Interpretation and construction;Early works,http://id.worldcat.org/fast/979955;http://id.worldcat.org/fast/1411636,Q3635;Q300
Shīʻah--Doctrines--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008111616,,,,Shīʻah--Doctrines;Early works,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/1411636,Q39091;Q300
Sunnites--Controversial literature--Early works to 1800,0,a--x--v,,Sunnites--Controversial literature;Early works,http://id.worldcat.org/fast/1138715;http://id.worldcat.org/fast/1411636,Q103512;Q300,,,
Dhimmis (Islamic law)--Early works to 1800,0,a--v,,,,,Dhimmis (Islamic law);Early works,http://id.worldcat.org/fast/1797956;http://id.worldcat.org/fast/1411636,Q11257;Q300
Prayer--Islam--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010108002,,,,Prayer--Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1411636,Q11135;Q300
Islamic law--Jurisprudence--Hanafites--14th century,0,a--x--x--y,,Islamic law;Jurisprudence;Hanafites;Fourteenth century,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/985043;http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/933420,Q3605;Q76565;Q3580;Q295,,,
Manuscrits arabes--New Jersey--Princeton,6,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
"Manuscripts, Arabic",fast,a,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
New Jersey--Princeton,fast,a--z,,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
1300-1399,fast,a,,,,,Fourteenth century,http://id.worldcat.org/fast/933420,Q295
