subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Bible--History of Biblical events--Poetry,0,a--x--v,,,,,Bible;History of Biblical events;Poetry,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1865053;http://id.worldcat.org/fast/1423828,Q4267;Q313;Q247
Bible--Histoire des événements bibliques--Poésie,6,a--x--v,,Bible;History of Biblical events;Poetry,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1865053;http://id.worldcat.org/fast/1423828,Q4267;Q313;Q247,,,
Bible,fast,a,(OCoLC)fst01356024,,,,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible--Dictionaries,0,a--v,http://id.loc.gov/authorities/subjects/sh85013633,,,,Bible;Dictionaries,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1423826,Q4267;Q3041
Bible,fast,a,http://id.worldcat.org/fast/fst01356024--http://id.worldcat.org/fast/1356024,,,,Bible,http://id.worldcat.org/fast/1356024,Q4267
"Łaski, Jan, 1499-1560",0,a;d,,"Łaski, Jan, 1499-1560",http://id.worldcat.org/fast/99047,Q67944,,,
"Łaski, Jan, 1499-1560",fast,a;d,http://id.worldcat.org/fast/fst00099047,"Łaski, Jan, 1499-1560",http://id.worldcat.org/fast/99047,Q67944,,,
Menologion--Texts,0,a--v,,Menologion (Orthodox Eastern Church);Texts,http://id.worldcat.org/fast/1368712;http://id.worldcat.org/fast/1423705,Q67945;Q3066,,,
"Philip II, King of Spain, 1527-1598",0,a;b;c;d,http://id.loc.gov/authorities/names/n78067330,,,,"Philip II, King of Spain, 1527-1598",http://id.worldcat.org/fast/26669,Q285
"Philip II, King of Spain, 1527-1598",fast,a;b;c;d,http://id.worldcat.org/fast/fst00026669,,,,"Philip II, King of Spain, 1527-1598",http://id.worldcat.org/fast/26669,Q285
"Symmachus, Quintus Aurelius, approximately 340-402--Correspondence",0,a;d--v,,"Symmachus, Quintus Aurelius, approximately 340-402;Correspondence",http://id.worldcat.org/fast/1849960;http://id.worldcat.org/fast/2003288,Q67946;Q5829,,,
Bible--Manuscripts,0,a--x,http://id.loc.gov/authorities/subjects/sh85013679,,,,Bible;Manuscripts,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1424060,Q4267;Q331
Bible,fast,a,http://id.worldcat.org/fast/01356024,,,,Bible,http://id.worldcat.org/fast/1356024,Q4267
Bible. New Testament.--Greek,0,a;p--l,,Bible. New Testament;Greek language,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/947178,Q12598;Q67947,,,
Catholic Church--Liturgy,0,a--x,,,,,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579,Q310;Q207
Église catholique--Liturgie,6,a--x,,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579,Q310;Q207,,,
