subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Liturgics,ds-subject,,,Liturgics,http://id.worldcat.org/fast/1000579,Q207,,,
Liturgies,ds-subject,,,Liturgies,http://id.worldcat.org/fast/1000586,Q18305,,,
Fifteenth century,ds-subject,,,Fifteenth century,http://id.worldcat.org/fast/923962,Q154,,,
Prayers and devotions,ds-subject,,,Prayers and devotions,http://id.worldcat.org/fast/1935484,Q48394,,,
Christianity,ds-subject,,,Christianity,http://id.worldcat.org/fast/859599,Q7443,,,
"Illumination of books and manuscripts, Flemish",ds-subject,,,"Illumination of books and manuscripts, Flemish",http://id.worldcat.org/fast/967288,Q7431,,,
"Art, Flemish",ds-subject,,,"Art, Flemish",http://id.worldcat.org/fast/816271,Q67883,,,
Jeremiah (Biblical prophet),ds-subject,,,Jeremiah (Biblical prophet),http://id.worldcat.org/fast/55748,Q67884,,,
Bible. Jeremiah,ds-subject,,,Bible. Jeremiah,http://id.worldcat.org/fast/1892915,Q38600,,,
Temperance--Biblical teaching,ds-subject,,,Temperance--Biblical teaching,http://id.worldcat.org/fast/1147310,Q67885,,,
Temperance and religion,ds-subject,,,Temperance and religion,http://id.worldcat.org/fast/1147327,Q67886,,,
Bible. Esther,ds-subject,,,Bible. Esther,http://id.worldcat.org/fast/1892901,Q16347,,,
Pregnancy,ds-subject,,,Pregnancy,http://id.worldcat.org/fast/1075102,Q3555,,,
Bible. Apocrypha,ds-subject,,,Bible. Apocrypha,http://id.worldcat.org/fast/1808005,Q67887,,,
"Bible. Esdras, 2nd",ds-subject,,,"Bible. Esdras, 2nd",http://id.worldcat.org/fast/1808013,Q67888,,,
Bible. Tobit,ds-subject,,,Bible. Tobit,http://id.worldcat.org/fast/1808020,Q67889,,,
Theology,ds-subject,,,,,,Theology,http://id.worldcat.org/fast/1149559,Q4290
"Writing, Humanistic",ds-subject,,,"Writing, Humanistic",http://id.worldcat.org/fast/1181686,Q67890,,,
Humanists--Manuscripts,ds-subject,,,Humanists--Manuscripts,http://id.worldcat.org/fast/963551,Q67891,,,
Bible. Wisdom of Solomon,ds-subject,,,Bible. Wisdom of Solomon,http://id.worldcat.org/fast/1808021,Q4976,,,
Christian saints--Cult,ds-subject,,,Christian saints--Cult,http://id.worldcat.org/fast/859498,Q7463,,,
Saints--Cult,ds-subject,,,Saints--Cult,http://id.worldcat.org/fast/1103663,Q67134,,,
Veneration of saints and Christian union,ds-subject,,,Veneration of saints and Christian union,http://id.worldcat.org/fast/1165186,Q67892,,,
Miracles,ds-subject,,,Miracles,http://id.worldcat.org/fast/1023535,Q48126,,,
Bible. Ephesians,ds-subject,,,Bible. Ephesians,http://id.worldcat.org/fast/1892895,Q67893,,,
"Bible. John, II",ds-subject,,,Bible. John,http://id.worldcat.org/fast/1696638,Q4214,,,
Bible. Matthew,ds-subject,,,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898,,,
Bible. Luke,ds-subject,,,Bible. Luke,http://id.worldcat.org/fast/1892926,Q38604,,,
Music,ds-subject,,,Music,http://id.worldcat.org/fast/1030269,Q287,,,
History,ds-subject,,,History,http://id.worldcat.org/fast/958235,Q6879,,,
