subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Ibn al-Nafīs, ʻAlī ibn Abī al-ḥazm, 1210 or 11-1288. Mūjiz al-Qānūn",0,a;d;t,,,,,,,
"Ibn al-Nafīs, ʻAlī ibn Abī al-Ḥazm, 1210 or 1211-1288. Mūjiz al-Qānūn",0,a;d;t,,,,,,,
"Jighmīnī, Maḥmūd ibn Muḥammad, -1221? Mulakhkhaṣ fī al-hayʼah",0,a;d;t,http://id.loc.gov/authorities/names/no00072200,,,,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591,Q3015
"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",fast,a,,,,,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591,Q3015
"Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436. Sharḥ al-Mulakhkhaṣ fī al-hayʼah",0,a;d;t,,,,,,,
Qānūn fī al-ṭibb (Avicenna),fast,a,,,,,Qānūn fī al-ṭibb (Avicenna),http://id.worldcat.org/fast/1363362,Q3001
"Avicenna, 980-1037. Qānūn fī al-ṭibb",0,a;d;t,,,,,Qānūn fī al-ṭibb (Avicenna),http://id.worldcat.org/fast/1363362,Q3001
"Avicenna, 980-1037. Qānūn fī al-ṭibb",0,a;d;t,http://id.loc.gov/authorities/names/n2005181563,,,,Qānūn fī al-ṭibb (Avicenna),http://id.worldcat.org/fast/1363362,Q3001
Euclid. Elements,0,a;t,,,,,Elements (Euclid),http://id.worldcat.org/fast/1356952,Q26662
"Urmawī, Sirāj al-Dīn Maḥmūd ibn Abī Bakr, 1198-1283. Maṭāliʻ al-anwār",0,a;d;t,,,,,,,
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365. Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār",0,a;d;t,,,,,,,
"ʻĀmilī, Bahāʾ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621. Ṣafḥah fī al-asṭurlāb",0,a;d;t,,,,,"Ṣafḥah fī al-asṭurlāb (ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn)",http://id.worldcat.org/fast/1376082,Q100852
"Jaghmīnī, Maḥmūd ibn Muḥammad, -1221? Mulakhkhaṣ fī al-hayʼah",0,a;d;t,,,,,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591,Q3015
"Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar, -1265. Īsāghūjī",0,a;d;t,http://id.loc.gov/authorities/names/no2012016515,,,,"Īsāghūjī (Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar)",http://id.worldcat.org/fast/1918514,Q11372
"Kātī, Ḥusām al-Dīn al-Ḥasan, -1358 or 1359. Sharḥ Īsāghūjī",0,a;d;t,,,,,"Sharḥ Īsāghūjī (Kātī, Ḥusām al-Dīn al-Ḥasan)",http://id.worldcat.org/fast/2059564,Q27165
"Ṣidqī, Muṣṭafá, -1769 or 1770",0,a;d,,,,,,,
"Ibn al-Sarrāj, Aḥmad ibn Abī Bakr, active 14th century",0,a;d,,,,,,,
"Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad, 1512 or 1513-1575 or 1576. Sullam al-murawniq fī al-manṭiq",0,a;d;t,,,,,,,
"Menelaus, of Alexandria. Spherica",0,a;c;t,,,,,,,
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274. Tadhkirah fī ʻilm al-hayʾah",0,a;d;t,,,,,"Tadhkirah fī ʻilm al-hayʼah (Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1396269,Q48935
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413. ḥāshiyah ʻalá Sharḥ Shamsīyah",0,a;c;d;t,,,,,,,
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365. Sharḥ Shamsīyah",0,a;d;t,http://id.loc.gov/authorities/names/no2007069579,,,,"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1916876,Q11307
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 4-1276 or 7. Risālah al-Shamsīyah fī al-qawāʻid al-manṭiqīyah",0,a;d;t,,,,,,,
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413. Ḥāshiyah ʻalá Sharḥ Shamsīyah",0,a;c;d;t,,,,,,,
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389?. Sharḥ al-Shamsīyah",0,a;d;t,,,,,,,
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 5-1364 or 5. Lawāmiʻ al-asrār",0,a;d;t,,,,,,,
"Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413. ḥāshiyah ʻalá Lawāmiʻ al-asrār",0,a;c;d;t,,,,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 7-1512 or 13. Sharḥ Tahdhīb al-manṭiq",0,a;d;t,,"Sharḥ Tahdhīb al-manṭiq (Dawwānī, Muḥammad ibn Asʻad)",http://id.worldcat.org/fast/2058406,Q11455,,,
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389? Tahdhīb al-manṭiq wa-al-kalām",0,a;d;t,,,,,"Tahdhīb al-manṭiq wa-al-kalām (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/1917295,Q11394
"Saʻīdī, Mīr Abū al-Fatḥ ibn Makhdūm, 16th cent. ḥāshiyah ʻalá sharḥ al-Dawwānī",0,a;d;t,,,,,,,
"Saʻīdī, Mīr Abū al-Fatḥ ibn Makhdūm, active 16th century. Ḥāshiyah ʻalá Sharḥ al-Dawwānī",0,a;d;t,,,,,,,
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Sharḥ Tahdhīb al-manṭiq",0,a;d;t,,,,,"Sharḥ Tahdhīb al-manṭiq (Dawwānī, Muḥammad ibn Asʻad)",http://id.worldcat.org/fast/2058406,Q11455
"Khalkhālī, ḥusayn al-ḥusaynī, d. 1605. ḥāshiyah ʻalá sharḥ al-Dawwānī",0,a;d;t,,,,,,,
"Tahdhīb al-manṭiq wa-al-kalām (Taftāzānī, Masʻūd ibn ʻUmar)",fast,a,,"Tahdhīb al-manṭiq wa-al-kalām (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/1917295,Q11394,,,
"Khabīṣī, ʻUbayd Allāh ibn Faḍl Allāh, -approximately 1640. Tahdhīb fī sharḥ al-Tahdhīb",0,a;d;t,,,,,,,
"Ibn al-Sharīf al-Jurjānī, Muḥammad ibn ʻAlī, -1434 or 1435. Ghurrah fī al-manṭiq",0,a;d;t,,,,,,,
"Biqāʻī, Ibrāhīm ibn ʻUmar, 1406 or 1407-1480. Muqaddimat Īsāghūjī",0,a;d;t,,,,,,,
"Mullā Ḥanafī, Muḥammad. Risālat al-ʻilm",0,a;t,,,,,,,
"Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad, 1512 or 1513-1575 or 1576. Sullam",0,a;d;t,,,,,"Sullam (Akhḍarī, ʻAbd al-Raḥmān ibn Muḥammad)",http://id.worldcat.org/fast/2058152,Q11165
"Bahārī, Muḥibb Allāh ibn ʻAbd al-Shakūr, d. 1707 or 8. Sullam al-ʻulūm",0,a;d;t,,"Sullam al-ʻulūm (Bahārī, Muḥibb Allāh ibn ʻAbd al-Shakūr)",http://id.worldcat.org/fast/2058035,Q106604,,,
"Mīr Zāhid, Muḥammad ibn Muḥammad, -1689 or 1690. Ḥāshiyah ʻalā sharḥ al-Dawwānī",0,a;d;t,,,,,,,
"Saʻīdī, Mīr Abū al-Fatḥ ibn Makhdūm, 16th cent. Ḥāshiyah ʻalá sharḥ al-Dawwānī",0,a;d;t,,,,,,,
