subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Books of hours--Belgium--Mons,0,a--z--z,,,,,Books of hours;Belgium--Mons,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1206359,Q5889;Q12585
Books of hours--France--Rouen,0,a--z--z,,,,,Books of hours;France--Rouen,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1205659,Q5889;Q2965
Psalters--France,0,a--z,,,,,Psalters;France,http://id.worldcat.org/fast/1080778;http://id.worldcat.org/fast/1204289,Q4323;Q152
Pelagianism,0,a,http://id.loc.gov/authorities/subjects/sh85099248,,,,Pelagianism,http://id.worldcat.org/fast/1056638,Q12567
Sermons--Early works to 1800,0,a--v,,,,,Sermons;Early works,http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q38598;Q300
Law--England--Sources--Early works to 1800,0,a--z--v--v,,,,,Law;England;Sources;Early works,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q4186;Q320;Q2769;Q300
"Manuscripts, French--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, French;New Jersey--Princeton",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1204939,Q319;Q11460
Geometry--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh85054134,,,,Geometry;Early works,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636,Q221;Q300
Hotels--Italy--Siena--14th century,0,a--z--z--y,,,,,Hotels;Italy--Siena;Fourteenth century,http://id.worldcat.org/fast/961767;http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/933420,Q12532;Q4200;Q295
Inns and innkeepers--Italy--Siena--14th century,0,a--z--z--y,,,,,Hotels;Hotelkeepers;Italy--Siena;Fourteenth century,http://id.worldcat.org/fast/961767;http://id.worldcat.org/fast/961760;http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/933420,Q12532;Q12601;Q4200;Q295
"Manuscripts, Italian--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Italian;New Jersey--Princeton",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1204939,Q269;Q11460
Hôtels--Italie--Sienne--14e siècle,6,a--z--z--y,,Hotels;Italy--Siena;Fourteenth century,http://id.worldcat.org/fast/961767;http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/933420,Q12532;Q4200;Q295,,,
Hotels,fast,a,(OCoLC)fst00961767,Hotels,http://id.worldcat.org/fast/961767,Q12532,,,
"Manuscripts, Italian",fast,a,(OCoLC)fst01008378,,,,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378,Q269
Italy--Siena,fast,a--z,(OCoLC)fst01204409,,,,Italy--Siena,http://id.worldcat.org/fast/1204409,Q4200
Law--Italy--Mantua--15th century,0,a--z--z--y,,,,,Law;Italy--Mantua;Fifteenth century,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/923962,Q4186;Q2779;Q154
Inquisition--Italy--History--Sources,0,a--z--x--v,,,,,Inquisition;Italy;History;Sources,http://id.worldcat.org/fast/973796;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q3615;Q249;Q6879;Q2769
Hospitals--Italy--Prato--15th century,0,a--z--z--y,,,,,Hospitals;Italy--Prato;Fifteenth century,http://id.worldcat.org/fast/961166;http://id.worldcat.org/fast/1207348;http://id.worldcat.org/fast/923962,Q12597;Q8276;Q154
Prato (Italy)--History--15th century--Sources,0,a--x--y--v,,,,,Italy--Prato;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1207348;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q8276;Q6879;Q154;Q2769
Law--Italy--Venice,0,a--z--z,,,,,Law;Italy--Venice,http://id.worldcat.org/fast/993678;http://id.worldcat.org/fast/1204473,Q4186;Q2814
Venice (Italy)--History--15th century--Sources,0,a--x--y--v,,,,,Italy--Venice;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1204473;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q2814;Q6879;Q154;Q2769
Reformation--Germany--History--Sources,0,a--z--x--v,,,,,Reformation;Germany;History;Sources,http://id.worldcat.org/fast/1092555;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q4802;Q3032;Q6879;Q2769
Protestants--Germany--History--Sources,0,a--z--v--v,,,,,Protestants;Germany;History;Sources,http://id.worldcat.org/fast/1079934;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q12642;Q3032;Q6879;Q2769
"Manuscripts, German--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, German;New Jersey--Princeton",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1204939,Q142;Q11460
Land tenure--England--14th century,0,a--z--y,,,,,Land tenure;England;Fourteenth century,http://id.worldcat.org/fast/991362;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q4824;Q320;Q295
Real property--England--14th century,0,a--z--y,,,,,Real property;England;Fourteenth century,http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q161;Q320;Q295
Land tenure--England--15th century,0,a--z--y,,,,,Land tenure;England;Fifteenth century,http://id.worldcat.org/fast/991362;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q4824;Q320;Q154
Real property--England--15th century,0,a--z--y,,,,,Real property;England;Fifteenth century,http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q161;Q320;Q154
Land tenure--Italy--Naples--10th century,0,a--z--z--y,,,,,Land tenure;Italy--Naples;Tenth century,http://id.worldcat.org/fast/991362;http://id.worldcat.org/fast/1204441;http://id.worldcat.org/fast/1147737,Q4824;Q4772;Q12530
Real property--Italy--Naples--10th century,0,a--z--z--y,,,,,Real property;Italy--Naples;Tenth century,http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204441;http://id.worldcat.org/fast/1147737,Q161;Q4772;Q12530
Land tenure--Italy--10th century,0,a--z--y,,,,,Land tenure;Italy;Tenth century,http://id.worldcat.org/fast/991362;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1147737,Q4824;Q249;Q12530
Real property--Italy--10th century,0,a--z--y,,,,,Real property;Italy;Tenth century,http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1147737,Q161;Q249;Q12530
"Sermons, English (Old)",0,a,http://id.loc.gov/authorities/subjects/sh85120268,,,,"Sermons, English (Old)",http://id.worldcat.org/fast/1113256,Q12553
"English language--Old English, ca. 450-1100--Texts",0,a--y--v,http://id.loc.gov/authorities/subjects/sh88001059,,,,English language;450-1100;Texts,http://id.worldcat.org/fast/910920;http://id.worldcat.org/fast/1355932;http://id.worldcat.org/fast/1423705,Q12536;Q12592;Q3066
"Manuscripts, English (Old)--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, English (Old);New Jersey--Princeton",http://id.worldcat.org/fast/1008331;http://id.worldcat.org/fast/1204939,Q12630;Q11460
Antiphonaries--France,0,a--z,,,,,Antiphonaries;France,http://id.worldcat.org/fast/810657;http://id.worldcat.org/fast/1204289,Q4306;Q152
Antiphonaires--France,6,a--z,,Antiphonaries;France,http://id.worldcat.org/fast/810657;http://id.worldcat.org/fast/1204289,Q4306;Q152,,,
Antiphonaries,fast,a,,,,,Antiphonaries,http://id.worldcat.org/fast/810657,Q4306
France,fast,a,,,,,France,http://id.worldcat.org/fast/1204289,Q152
"Manuscripts, Hebrew--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Hebrew;New Jersey--Princeton",http://id.worldcat.org/fast/1008360;http://id.worldcat.org/fast/1204939,Q150;Q11460
"Manuscripts, Armenian--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Armenian;New Jersey--Princeton",http://id.worldcat.org/fast/1008290;http://id.worldcat.org/fast/1204939,Q2964;Q11460
"Manuscripts, Syriac--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Syriac;New Jersey--Princeton",http://id.worldcat.org/fast/1008506;http://id.worldcat.org/fast/1204939,Q12691;Q11460
Breviaries--Italy--Ferrara,0,a--z--z,,,,,Breviaries;Italy--Ferrara,http://id.worldcat.org/fast/838495;http://id.worldcat.org/fast/1204575,Q3593;Q7179
"Bulls, Papal",0,a,http://id.loc.gov/authorities/subjects/sh85017972,,,,"Bulls, Papal",http://id.worldcat.org/fast/841552,Q27337
Psalters--England,0,a--z,,,,,Psalters;England,http://id.worldcat.org/fast/1080778;http://id.worldcat.org/fast/1219920,Q4323;Q320
Books of hours--England,0,a--z,,,,,Books of hours;England,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1219920,Q5889;Q320
"Manuscripts, Aramaic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Aramaic;New Jersey--Princeton",http://id.worldcat.org/fast/1008286;http://id.worldcat.org/fast/1204939,Q12675;Q11460
Canon law,0,a,http://id.loc.gov/authorities/subjects/sh85019646,,,,Canon law,http://id.worldcat.org/fast/845910,Q204
Manuscripts--Germany--10th century,aat,a--z--y,,,,,manuscripts (documents);Germany;Tenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1147737,Q10789;Q3032;Q12530
"Manuscripts, English--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, English;New Jersey--Princeton",http://id.worldcat.org/fast/1008324;http://id.worldcat.org/fast/1204939,Q200;Q11460
Almucantar--Early works to 1800,0,a--v,,,,,Almucantar;Early works,http://id.worldcat.org/fast/805884;http://id.worldcat.org/fast/1411636,Q11223;Q300
"Astronomy--Charts, diagrams, etc.--Early works to 1800",0,a--v--v,,,,,"Astronomy;Charts, diagrams, etc.;Early works",http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1423732;http://id.worldcat.org/fast/1411636,Q166;Q38448;Q300
Islamic calendar--Early works to 1800,0,a--v,,,,,Islamic calendar;Early works,http://id.worldcat.org/fast/1730291;http://id.worldcat.org/fast/1411636,Q11128;Q300
Numerology--Early works to 1800,0,a--v,,,,,Numerology;Early works,http://id.worldcat.org/fast/1041316;http://id.worldcat.org/fast/1411636,Q11277;Q300
Ventilation--Design and construction--Early works to 1800,0,a--x--v,,,,,Ventilation;Early works,http://id.worldcat.org/fast/1165252;http://id.worldcat.org/fast/1411636,Q11369;Q300
Aphrodisiacs--Islamic Empire--Early works to 1800,0,a--z--v,,,,,Aphrodisiacs;Islamic Empire;Early works,http://id.worldcat.org/fast/811336;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q11275;Q11211;Q300
Hemorrhoids--Early works to 1800,0,a--v,,,,,Hemorrhoids;Early works,http://id.worldcat.org/fast/955120;http://id.worldcat.org/fast/1411636,Q11183;Q300
Islamic magic--Early works to 1800,0,a--v,,,,,Islamic magic;Early works,http://id.worldcat.org/fast/1730344;http://id.worldcat.org/fast/1411636,Q2807;Q300
Sexual disorders--Early works to 1800,0,a--v,,,,,Sexual disorders;Early works,http://id.worldcat.org/fast/1114820;http://id.worldcat.org/fast/1411636,Q11247;Q300
Horses--Arab countries,0,a--z,,,,,Horses;Arab countries,http://id.worldcat.org/fast/960603;http://id.worldcat.org/fast/1240128,Q2783;Q218
Veterinary medicine--Arab countries,0,a--z,,,,,Veterinary medicine;Arab countries,http://id.worldcat.org/fast/1165977;http://id.worldcat.org/fast/1240128,Q3519;Q218
Horsemanship--Arab countries,0,a--z,,,,,Horsemanship;Arab countries,http://id.worldcat.org/fast/960561;http://id.worldcat.org/fast/1240128,Q2770;Q218
Poésie islamique arabe--Ouvrages avant 1800,6,a--v,,,,,"Islamic poetry, Arabic;Early works",http://id.worldcat.org/fast/980001;http://id.worldcat.org/fast/1411636,Q11203;Q300
"Islamic poetry, Arabic",fast,a,,,,,"Islamic poetry, Arabic",http://id.worldcat.org/fast/980001,Q11203
"Prophets, Pre-Islamic--Early works to 1800",0,a--v,,,,,"Prophets, Pre-Islamic;Early works",http://id.worldcat.org/fast/1079226;http://id.worldcat.org/fast/1411636,Q11519;Q300
Yemen (Arab Republic)--History--Early works to 1800,0,a--x--v,,,,,Yemen (Republic);History;Early works,http://id.worldcat.org/fast/1309629;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11522;Q6879;Q300
Shingon (Sect)--Sacred books,0,a--x,,,,,Shingon (Sect)--Sacred books,http://id.worldcat.org/fast/1116055,Q12608
Shingon (Secte)--Livres sacrés,6,a--x,,Shingon (Sect)--Sacred books,http://id.worldcat.org/fast/1116055,Q12608,,,
Shingon (Sect),fast,a,,,,,Shingon (Sect),http://id.worldcat.org/fast/1116045,Q12681
Europe--Description and travel--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh92005862,,,,Europe;Voyages and travels;Early works,http://id.worldcat.org/fast/1245064;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q4878;Q3600;Q300
Great Britain--History--To 1066,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85056722,,,,Great Britain;History,http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/958235,Q179;Q6879
"Great Britain--History--Norman period, 1066-1154",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85056738,,,,Great Britain;History;1066-1154,http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355367,Q179;Q6879;Q12581
"Preaching--Handbooks, manuals, etc",0,a--x,,,,,Preaching;Handbooks and manuals,http://id.worldcat.org/fast/1074813;http://id.worldcat.org/fast/1423877,Q12582;Q212
Latin language--Grammar--To 1500,0,a--x--y,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,Q263
Latin language--Dictionaries,0,a--v,http://id.loc.gov/authorities/subjects/sh2009128902,,,,Latin language;Dictionaries,http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423826,Q4170;Q3041
Ji bu--Bie ji lei--Ming,sk,a--x--y,,,,,,,
Soldiers--Japan,0,a--z,,,,,Soldiers;Japan,http://id.worldcat.org/fast/1125233;http://id.worldcat.org/fast/1204082,Q4318;Q12622
Military art and science--Japan,0,a--z,http://id.loc.gov/authorities/subjects/sh2008107789,,,,Military art and science;Japan,http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/1204082,Q171;Q12622
Ji bu--Bie ji lei--Yuan,sk,a--x--y,,,,,,,
Surveying--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008112401,,,,Surveying;Early works,http://id.worldcat.org/fast/1139579;http://id.worldcat.org/fast/1411636,Q12614;Q300
"China--History--Ming dynasty, 1368-1644",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024072,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
Shi bu--Bian nian lei--Duan dai,sk,a--x--y,,,,,,,
Shi bu--Zheng shu lei--Tong zhi,sk,a--x--x,,,,,,,
Ji bu--Bie ji lei--Song,sk,a--x--y,,,,,,,
"China--History--Song dynasty, 960-1279",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024066,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
"China--History--Yuan dynasty, 1260-1368",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024071,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
Shi bu--Bian nian lei--Tong dai,sk,a--x--y,,,,,,,
China--History,0,a--x,http://id.loc.gov/authorities/subjects/sh85024032,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
Shi bu--Shi chao lei,sk,a--x,,,,,,,
"Encyclopedias and dictionaries, Chinese",0,a,http://id.loc.gov/authorities/subjects/sh85043006,,,,"Encyclopedias and dictionaries, Chinese",http://id.worldcat.org/fast/909561,Q12587
Zi bu--Lei shu lei,sk,a--x,,,,,,,
China--Politics and government--To 221 B.C.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024154,,,,China;Politics and government,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919741,Q12627;Q2818
China--Politics and government--221 B.C.-960 A.D.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024156,,,,China;Politics and government,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919741,Q12627;Q2818
Zi bu--Za jia lei--Za zuan,sk,a--x--x,,,,,,,
Zi bu--Fa jia lei,sk,a--x,,,,,,,
Rites and ceremonies--China,0,a--z,http://id.loc.gov/authorities/subjects/sh2008110814,,,,Rites and ceremonies;China,http://id.worldcat.org/fast/1098216;http://id.worldcat.org/fast/1206073,Q7459;Q12627
Shi bu--Zheng shu lei--Dian li,sk,a--x--x,,,,,,,
China--History--To 221 B.C.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024033,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
China--History--221 B.C.-960 A.D.,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024042,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
China--History--960-1644,0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024068,,,,China;History,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235,Q12627;Q6879
"United States Naval Expedition to Japan, 1852-1853",0,a,,,,,United States Naval Expedition to Japan (1852-1854),http://id.worldcat.org/fast/1410007,Q12516
"Korea--Maps, Manuscript--Early works to 1800",0,a--v--v,,,,,Korea;Manuscript maps;Early works,http://id.worldcat.org/fast/1206434;http://id.worldcat.org/fast/1752677;http://id.worldcat.org/fast/1411636,Q12674;Q2811;Q300
Manuscript maps,0,a,http://id.loc.gov/authorities/subjects/sh85080865,Manuscript maps,http://id.worldcat.org/fast/1754087,Q38989,,,
China--Biography,0,a--v,http://id.loc.gov/authorities/subjects/sh2008114650,,,,China;Biographies,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1919896,Q12627;Q3051
China--Officials and employees,0,a--x,http://id.loc.gov/authorities/subjects/sh2008101065,,,,China;Local officials and employees,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/1001438,Q12627;Q8164
Shi bu--Zhuan ji lei--Zong zhuan,sk,a--x--x,,,,,,,
"China--History--Warring States, 403-221 B.C.",0,a--x--y,http://id.loc.gov/authorities/subjects/sh85024038,,,,China;History;403-221 B.C.,http://id.worldcat.org/fast/1206073;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/2010884,Q12627;Q6879;Q12669
Catholics--Japan--Fujimaki-mura--Sources,0,a--z--z--v,,,,,Catholics;Japan--Fujimaki-mura;Sources,http://id.worldcat.org/fast/849297;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Q12643;Q12655;Q2769
Buddhist temples--Japan--Fujimaki-mura--Membership--History--Sources,0,a--z--z--x--x--v,,,,,Buddhist temples--Membership;Japan--Fujimaki-mura;History;Sources,http://id.worldcat.org/fast/1727657;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q12517;Q12655;Q6879;Q2769
Fujimaki-mura (Japan)--Religion--Sources,0,a--x--v,,,,,Japan--Fujimaki-mura;Religion;Sources,http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1093763;http://id.worldcat.org/fast/1423900,Q12655;Q11396;Q2769
Persecution--Japan--Fujimaki-mura--Sources,0,a--z--z--v,,,,,Persecution;Japan--Fujimaki-mura;Sources,http://id.worldcat.org/fast/1058354;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Q7773;Q12655;Q2769
Christians--Japan--Fujimaki-mura--Sources,0,a--z--z--v,,,,,Christians;Japan--Fujimaki-mura;Sources,http://id.worldcat.org/fast/859760;http://id.worldcat.org/fast/1305970;http://id.worldcat.org/fast/1423900,Q12575;Q12655;Q2769
