subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194. Ḥirz al-amānī wa-wajh al-tahānī",0,a;d;t,http://id.loc.gov/authorities/names/n93121336--(uri) http://id.loc.gov/authorities/names/n93121336--(uri) http://viaf.org/viaf/sourceID/LC%7cn93121336,,,,"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",http://id.worldcat.org/fast/1369357,Q11166
Qurʼan--Readings--Early works to 1800,0,a--x--v,,,,,"Qurʼan;Criticism, Textual;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/883762;http://id.worldcat.org/fast/1411636,Q11441;Q4282;Q300
"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",fast,a,(OCoLC)fst01369357,,,,"Ḥirz al-amānī wa-wajh al-tahānī (Shāṭibī, al-Qāsim ibn Fīrruh)",http://id.worldcat.org/fast/1369357,Q11166
Qurʼan,fast,a,(OCoLC)fst01842877,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365. Sharḥ al-Shamsīyah",0,a;d;t,,,,,"Sharḥ Shamsīyah (Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1916876,Q11307
"Jārbardī, Fakhr al-Dīn Aḥmad ibn al-Ḥasan, -1345. Mughnī fī ʻilm al-naḥw",0,a;d;t,,,,,,,
"Qazwīnī, ʻAlī ibn ʻUmar, 1203 or 1204-1276 or 1277. Shamsīyah",0,a;d;t,,,,,"Shamsīyah (Qazwīnī, ʻAlī ibn ʻUmar)",http://id.worldcat.org/fast/2058240,Q11481
"Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360. Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab",0,a;d;t,,,,,"Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",http://id.worldcat.org/fast/1938130,Q11158
"Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",fast,a,(OCoLC)fst01938130,,,,"Shudhūr al-dhahab fī maʻrifat kalām al-ʻArab (Ibn Hishām, ʻAbd Allāh ibn Yūsuf)",http://id.worldcat.org/fast/1938130,Q11158
"Mizzī, Yūsuf ibn al-Zakī ʿAbd al-Raḥmān, 1256-1341. Tahdhīb al-Kamāl fī asmāʼ al-rijāl.--Abridgment",0,a;d;t--k,,,,,"Tahdhīb al-Kamāl fī asmāʼ al-rijāl (Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān);Abridgments",http://id.worldcat.org/fast/1380469;http://id.worldcat.org/fast/1726571,Q11557;Q3638
