genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Early works,fast,(OCoLC)fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
magic squares,aat,,,,,magic squares,http://vocab.getty.edu/aat/300222283,Q11568
headpieces (layout features),aat,,,,,headpieces (layout features),http://vocab.getty.edu/aat/300207342,Q11536
illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Gold tooled bindings,rbmscv,,,,,Gold tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00551,Q5859
tuǧras,aat,,,,,tuǧras,http://vocab.getty.edu/aat/300310091,Q11262
Autographs,rbmscv,,,,,Autographs,http://id.loc.gov/vocabulary/rbmscv/cv00177,Q38431
Stamps,rbmscv,,,,,Stamps,http://id.loc.gov/vocabulary/rbmscv/cv00142,Q3075
History,fast,(OCoLC)fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
Headbands,rbmscv,,Headbands,http://id.loc.gov/vocabulary/rbmscv/cv00453,Q11385,,,
Early works,fast,(OCoLC)fst01411636(uri) http://id.worldcat.org/fast/fst01411636,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Blind tooled bindings,rbmscv,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Leather doublures,rbmscv,,Leather doublures,http://id.loc.gov/vocabulary/rbmscv/cv00583,Q11348,,,
Colored papers (Paper),rbpap,,,,,Colored papers,http://id.loc.gov/vocabulary/rbmscv/cv01138,Q11569
Early works,fast,,,,,Early works,http://id.worldcat.org/fast/1411636,Q300
Watermarks (Paper),rbpap,,,,,Watermarks,http://id.loc.gov/vocabulary/rbmscv/cv01089,Q5815
"Criticism, interpretation, etc",fast,(OCoLC)fst01411635,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
Commentaries,fast,(OCoLC)fst01423723,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Sources,fast,(OCoLC)fst01423900,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
Doublures,rbmscv,,Doublures,http://id.loc.gov/vocabulary/rbmscv/cv00513,Q11471,,,
Cloth bindings,rbmscv,,Cloth bindings,http://id.loc.gov/vocabulary/rbmscv/cv00451,Q11478,,,
Biographies,lcgft,(uri) http://id.loc.gov/authorities/genreForms/gf2014026049,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Biographies,lcgft,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Certificates,rbmscv,,,,,Certificates,http://id.loc.gov/vocabulary/rbmscv/cv02106,Q11502
Biographies,rvmgf,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Islamic bookbinding,lcsh,,,,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,Q11127
holographs (autographs),aat,,,,,holographs (autographs),http://vocab.getty.edu/aat/300028573,Q11544
Silver tooled bindings,rbmscv,,Silver tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00554,Q11541,,,
Embossed papers (Paper),rbpap,,,,,Embossed papers,http://id.loc.gov/vocabulary/rbmscv/cv01281,Q11580
Sacred books,fast,(OCoLC)fst01423905,,,,Sacred books,http://id.worldcat.org/fast/1423905,Q11188
Sacred works,fast,(OCoLC)fst01923249,,,,Sacred works,http://id.worldcat.org/fast/1923249,Q11490
Sacred works,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026045,,,,Sacred works,http://id.worldcat.org/fast/1923249,Q11490
diagrams,aat,,,,,diagrams,http://vocab.getty.edu/aat/300015387,Q276
Blind tooled bindings (Binding) ǂ2 rbbin,,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Devotional literature,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026057,,,,Devotional literature,http://id.worldcat.org/fast/1423773,Q38696
"Bookbinding, Islamic",lcsh,,,,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,Q11127
Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Texts,fast,(OCoLC)fst01423705,,,,Texts,http://id.worldcat.org/fast/1423705,Q3066
scientific illustrations (images),aat,,,,,scientific illustrations (images),http://vocab.getty.edu/aat/300015595,Q11377
Poetry,fast,(OCoLC)fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481(uri) http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
"Manuscripts, Arabic",lcsh,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Poetry,fast,(OCoLC)fst01423828(uri) http://id.loc.gov/authorities/genreForms/gf2014026481(uri) http://id.worldcat.org/fast/fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,(uri) http://id.loc.gov/authorities/genreForms/gf2014026481(uri) http://id.worldcat.org/fast/fst01423828,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poésie,rvmgf,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
poetry,aat,,,,,poetry,http://vocab.getty.edu/aat/300055931,Q11358
impressed watermarks,aat,,,,,impressed watermarks,http://vocab.getty.edu/aat/300028754,Q11482
Biographies,fast,(OCoLC)fst01919896,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Sayings,fast,(OCoLC)fst01920779,,,,Sayings,http://id.worldcat.org/fast/1920779,Q5810
Sayings,lcgft,,,,,Sayings,http://id.worldcat.org/fast/1920779,Q5810
Sermons,fast,(OCoLC)fst01423904,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
Sermons,lcgft,,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
Decorated initials,aat,,,,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Parchment (Paper),rbpap,,,,,Parchment (Paper),http://id.loc.gov/vocabulary/rbmscv/cv01678,Q11126
Manuscripts,lcgft,,,,,Manuscripts,http://id.worldcat.org/fast/1424060,Q331
illuminations (paintings),aat,,,,,illuminations (paintings),http://vocab.getty.edu/aat/300264522,Q225
Illuminated manuscripts--10th century,aat,,,,,illuminated manuscripts;Tenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1147737,Q4268;Q12530
tailpieces (layout features),aat,,,,,tailpieces (layout features),http://vocab.getty.edu/aat/300207353,Q12565
initials (layout features),aat,,,,,initials (layout features),http://vocab.getty.edu/aat/300168055,Q12539
"Manuscripts, Greek--10th century",aat,,"Manuscripts, Greek;Tenth century",http://id.worldcat.org/fast/1008349;http://id.worldcat.org/fast/1147737,Q3512;Q12530,,,
Wooden boards,rbmscv,,,,,Wooden boards,http://id.loc.gov/vocabulary/rbmscv/cv00601,Q5870
decorated initials,aat,,,,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Ties,rbmscv,,,,,Ties,http://id.loc.gov/vocabulary/rbmscv/cv00463,Q12522
Missals (Service books),lcgft,,,,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Clasps,rbmscv,,,,,Clasps,http://id.loc.gov/vocabulary/rbmscv/cv00448,Q12690
figure initials,aat,,,,,figure initials,http://vocab.getty.edu/aat/300199991,Q12664
Bosses (Bindings),rbmscv,,,,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,Q12679
Treasure bindings,rbmscv,,Treasure bindings,http://id.loc.gov/vocabulary/rbmscv/cv00526,Q12551,,,
Velvet bindings,rbmscv,,,,,Velvet bindings,http://id.loc.gov/vocabulary/rbmscv/cv00708,Q5833
Centerpiece and cornerpiece bindings,rbmscv,,Centerpiece and cornerpiece bindings,http://id.loc.gov/vocabulary/rbmscv/cv00319,Q12618,,,
historiated initials,aat,,,,,historiated initials,http://vocab.getty.edu/aat/300194390,Q10800
Manicules,rbmscv,,,,,Manicules,http://id.loc.gov/vocabulary/rbmscv/cv00248,Q5909
tables (documents),aat,,,,,tables (documents),http://vocab.getty.edu/aat/300027364,Q252
Volvelles,rbmscv,,,,,Volvelles,http://id.loc.gov/vocabulary/rbmscv/cv02024,Q12569
Anthropomorphic letters,rbgenr,,Anthropomorphic letters,http://id.loc.gov/vocabulary/rbmscv/cv00943,Q12570,,,
Illustrated works,rbmscv,,Illustrated works,http://id.loc.gov/vocabulary/rbmscv/cv00860,Q38480,,,
Decorated edges,rbmscv,,Decorated edges,http://id.loc.gov/vocabulary/rbmscv/cv00740,Q11215,,,
Gilt edges,rbmscv,,Gilt edges,http://id.loc.gov/vocabulary/rbmscv/cv00748,Q5855,,,
Chronicles,rbmscv,,,,,Chronicles,http://id.loc.gov/vocabulary/rbmscv/cv00842,Q12686
Lectionaries,lcgft,,,,,Lectionaries,http://id.worldcat.org/fast/1922449,Q38489
Antiphonaries (Service books),lcgft,,,,,Antiphonaries (Service books),http://id.worldcat.org/fast/1920004,Q4297
Textbooks,fast,(OCoLC)fst01423863,,,,Textbooks,http://id.worldcat.org/fast/1423863,Q12633
Textbooks,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026191(uri) http://id.loc.gov/authorities/genreForms/gf2014026191,,,,Textbooks,http://id.worldcat.org/fast/1423863,Q12633
History,fast,(OCoLC)fst01411628(uri) http://id.worldcat.org/fast/fst01411628,,,,History,http://id.worldcat.org/fast/1411628,Q279
botanical illustrations,aat,,,,,botanical illustrations,http://vocab.getty.edu/aat/300386711,Q11331
Terminology,fast,(OCoLC)fst01423880,,,,Terminology,http://id.worldcat.org/fast/1423880,Q11125
Dictionaries,lcgft,,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Dictionaries,fast,(OCoLC)fst01423826,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
Manuscript maps,fast,(OCoLC)fst01752677,,,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811
Maps,fast,(OCoLC)fst01423704,,,,Maps,http://id.worldcat.org/fast/1423704,Q12688
Portolan charts,fast,(OCoLC)fst01752683,,,,Portolan charts,http://id.worldcat.org/fast/1752683,Q12650
Portolan charts,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026462(uri) http://id.loc.gov/authorities/genreForms/gf2011026462,,,,Portolan charts,http://id.worldcat.org/fast/1752683,Q12650
Manuscript maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026385(uri) http://id.loc.gov/authorities/genreForms/gf2011026385,,,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811
Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387(uri) http://id.loc.gov/authorities/genreForms/gf2011026387,,,,Maps,http://id.worldcat.org/fast/1423704,Q12688
Metalcuts--Germany--15th century,aat,,,,,metal cuts;Germany;Fifteenth century,http://vocab.getty.edu/aat/300041396;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q6940;Q3032;Q154
Engravings--Germany--15th century,aat,,,,,engravings (prints);Germany;Fifteenth century,http://vocab.getty.edu/aat/300041340;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q4237;Q3032;Q154
Manuscripts--Germany--15th century,aat,,,,,manuscripts (documents);Germany;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q10789;Q3032;Q154
Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,,,,Maps,http://id.worldcat.org/fast/1423704,Q12688
Manuscript maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026385,,,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811
Pictorial works,fast,(OCoLC)fst01423874,,,,Pictorial works,http://id.worldcat.org/fast/1423874,Q240
"Criticism, interpretation, etc",fast,(OCoLC)fst01411635(uri) http://id.worldcat.org/fast/fst01411635,,,,"Criticism, interpretation, etc.",http://id.worldcat.org/fast/1411635,Q177
Poetry,fast,(OCoLC)fst01423828(uri) http://id.worldcat.org/fast/fst01423828(uri) http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,lcgft,(uri) http://id.worldcat.org/fast/fst01423828(uri) http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Poetry,fast,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
Handbooks and manuals,fast,(OCoLC)fst01423877,,,,Handbooks and manuals,http://id.worldcat.org/fast/1423877,Q212
Military history,fast,(OCoLC)fst01411630,,,,Military history,http://id.worldcat.org/fast/1411630,Q11456
Biographies,fast,(OCoLC)fst01919896(uri) http://id.worldcat.org/fast/fst01919896,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
Sprinkled papers (Paper),rbpap,,,,,Sprinkled papers,http://id.loc.gov/vocabulary/rbmscv/cv01920,Q11234
"Manuscripts, Arabic--17th century",lcsh,,,,,"Manuscripts, Arabic;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1113663,Q256;Q2771
"Manuscripts, Arabic--18th century",lcsh,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,Q256;Q3024
"Manuscripts, Arabic--13th century",lcsh,,,,,"Manuscripts, Arabic;Thirteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1150138,Q256;Q245
Dictionaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026086(uri) http://id.loc.gov/authorities/genreForms/gf2014026086,,,,Dictionaries,http://id.worldcat.org/fast/1423826,Q3041
cut-paper work,aat,,,,,cut-paper work,http://vocab.getty.edu/aat/300068579,Q11353
"Manuscripts, Arabic--15th century",lcsh,,,,,"Manuscripts, Arabic;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/923962,Q256;Q154
Quotations,fast,(OCoLC)fst01423792,,,,Quotations,http://id.worldcat.org/fast/1423792,Q5944
Bibliographies,fast,(OCoLC)fst01919895,,,,Bibliographies,http://id.worldcat.org/fast/1919895,Q11383
Music,fast,(OCoLC)fst01423855,,,,Music,http://id.worldcat.org/fast/1423855,Q38506
Music,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026952,,,,Music,http://id.worldcat.org/fast/1423855,Q38506
Illuminated manuscripts--Islamic countries--17th century,aat,,,,,illuminated manuscripts;Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q4268;Q2810;Q2771
"Manuscripts, Arabic--10th century",lcsh,,,,,"Manuscripts, Arabic;Tenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1147737,Q256;Q12530
"Manuscripts, Turkish--18th century",lcsh,,,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,Q3068;Q3024
Manuscripts--France--13th century,aat,,,,,manuscripts (documents);France;Thirteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q10789;Q152;Q245
Parchment,aat,,,,,parchment (animal material),http://vocab.getty.edu/aat/300011851,Q12611
Illuminated manuscripts--France--13th century,aat,,,,,illuminated manuscripts;France;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q4268;Q152;Q245
Morocco bindings,rbmscv,,,,,Morocco bindings,http://id.loc.gov/vocabulary/rbmscv/cv00548,Q12652
Illuminated manuscripts--Germany--13th century,aat,,,,,illuminated manuscripts;Germany;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1150138,Q4268;Q3032;Q245
Initials (layout features)--13th century,aat,,,,,initials (layout features);Thirteenth century,http://vocab.getty.edu/aat/300168055;http://id.worldcat.org/fast/1150138,Q12539;Q245
Historiated initials--France--13th century,aat,,,,,historiated initials;France;Thirteenth century,http://vocab.getty.edu/aat/300194390;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q10800;Q152;Q245
Calf bindings,rbmscv,,,,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454,Q12556
Armorial bindings,rbmscv,,,,,Armorial bindings,http://id.loc.gov/vocabulary/rbmscv/cv00132,Q12580
Lectionaries,aat,,,,,lectionaries,http://vocab.getty.edu/aat/300026464,Q4274
Illuminated manuscripts--France--12th century,aat,,,,,illuminated manuscripts;France;Twelfth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1159791,Q4268;Q152;Q304
Vellum bindings,rbmscv,,,,,Vellum bindings,http://id.loc.gov/vocabulary/rbmscv/cv00543,Q5878
Manuscripts--England--15th century,aat,,,,,manuscripts (documents);England;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q10789;Q320;Q154
Initials (layout features)--15th century,aat,,,,,initials (layout features);Fifteenth century,http://vocab.getty.edu/aat/300168055;http://id.worldcat.org/fast/923962,Q12539;Q154
Initials (layout features)--11th century,aat,,,,,initials (layout features);Eleventh century,http://vocab.getty.edu/aat/300168055;http://id.worldcat.org/fast/908096,Q12539;Q306
Manuscripts--Italy--11th century,aat,,,,,manuscripts (documents);Italy;Eleventh century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/908096,Q10789;Q249;Q306
Russia leather bindings,rbmscv,,Russia leather bindings,http://id.loc.gov/vocabulary/rbmscv/cv00692,Q12527,,,
Psalters,aat,,,,,psalters (books),http://vocab.getty.edu/aat/300026477,Q4134
Initials (layout features)--12th century,aat,,,,,initials (layout features);Twelfth century,http://vocab.getty.edu/aat/300168055;http://id.worldcat.org/fast/1159791,Q12539;Q304
