title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Quran Leaf,,,,,,Qurʼan,Q3697
Quran Leaves,,,,,,Qurʼan,Q3697
Four Lines of Calligraphy from the Qasidat al-Burda,,,,,,Four lines of calligraphy from the Qasidat al-Burda,Q18510
Leaf from the Qasidat al-Burda,,,,,,Qasidat al-Burda,Q18420
Persian Calligraphy in Cloudbands,,,,,,Persian calligraphy,Q18587
Drawing of Two Men with Fragments of Quran Leaf Pasted On,,,,,,Qurʼan,Q3697
Portrait of Emperor Jahangir as a Young Prince; Persian Poetry,,,,,,Portrait,Q38393
"Razmnama Leaf, Drona's Son Ashvatthaman Unleashes the Flaming Narayanastra at the Pandavas; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Yudhishthira and Draupadi Give Away Their Possessions to Brahmans; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Monkeys and Bears Construct a Bridge to Lanka; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Karna Slays the Kaikeya Prince Vishoka; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The River Goddess Ganga Explains Why Trees Are Uprooted while Reeds Are Not; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Fifth Day of Battle; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Bharata Begs Rama, Sita, and Lakshmi to Return from Exile; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, A King Asks a Sage to Help Find His Lost Son; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Hindu and Muslim Scholars Translate the Mahabharata from Sanskrit into Persian; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Gods Arrive to Escort King Ikshvaku and the Pious Brahman to Heaven; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Bhima Tries to Lift Hanuman's Tail; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Bhima Slays Archers Led by Duryodhana; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Importance of Honoring One's Teacher; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Sarngaka Birds Survive the Burning of the Khandava Forest; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Dhritarashtra Crushes the Iron Statue Brought in Bhima's Stead; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Bhima Slaughters Seven Hundred Elephants with His Mace; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The First Day of Battle; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Cloud Kundadhara Bestows Virtue on a Brahman; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, The Fateful Game of Dice; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, King Dhritarashtra Summons the Sage Sanjaya; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Parashurama Prepares Bhishma to Battle for the Hand of Princess Amba; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Bhishma Instructs Yudhishthira in the Principles of the Sankhya System of Philosophy; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Kalakavrikshiya Informs Kshemadarshin about the Treachery in His Kingdom; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
"Razmnama Leaf, Sage Brihaspati Describes the Evils of Anarchy to King Vasumanas; Razmnama Leaf",,,,,,Razmnama leaf,Q18565
Drawing of Emperor Jahangir Leaning on His Sword,,,,,,Drawing,Q20466
Drawing of a Young Man with Mace and Shield,,,,,,Drawing,Q20466
Portrait of a Prince Standing by a Flowering Shrub,,,,,,Portrait,Q38393
"Shahnamah Leaf, the Battle of the Iranians and the Turanians; Shahnamah Leaf",,,,,,Shahnameh,Q18627
"Shahnamah Leaf, Rostam Lassoes the Khaqan of China; Shahnamah Leaf",,,,,,Shahnameh,Q18627
"Shahnamah Leaf, Kamus Fighting; Shahnamah Leaf, Rostam Fighting Kamus",,,,,,Shahnameh,Q18627
Painting of a Pheasant Pasted on Marbled Paper; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Horned Pheasant; Verses from the Divan-i-Hafiz,,,,,,Painting,Q38348
Painting of a Honey Buzzard; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Rose-Chested Bird; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Unidentified Partridge; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Red Turtle Dove; Persian Calligraphy,,,,,,Painting,Q38348
Painting of Two Brahminy Mynas; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Green Magpie; Persian Calligraphy,,,,,,Painting,Q38348
Painting of an Unidentified Tan and White Bird; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Grey Bird Catching a Fly; Persian Calligraphy,,,,,,Painting,Q38348
Painting of a Hawk Standing; Verses from Sadi,,,,,,Painting,Q38348
Painting of an Unidentified Bird Standing by Purple Flowers; Arabic Calligraphy,,,,,,Painting,Q38348
Painting of an Unidentified Hawk in Jesses; Verses by Mir Ali Tabrizi,,,,,,Painting,Q38348
Painting of an Unidentified Gold Bird Standing; Persian Calligraphy,,,,,,Painting,Q38348
Two Drawings of a Mughal Princess in Roundels,,,,,,Drawing,Q20466
Unfinished Drawing of Shah Abbas,,,,,,Unfinished drawing,Q18477
Portrait of a Princess Holding a Flower and a Berry,,,,,,Portrait,Q38393
Painting of Emperor Jahangir and Attendants by a Stream,,,,,,Painting,Q38348
Painting of Two Camels Fighting,,,,,,Painting,Q38348
Painting of a Princess on a Terrace with Attendants,,,,,,Painting,Q38348
