row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
81,,,,digital-scriptorium,Q5174002,Grolier Club,MS 01,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XIII(2/4), 1225-1250",1225^1250,13,http://vocab.getty.edu/aat/300404505,false,,,,Bible,,,,,,,,,,,,,,,,,Latin,lat,,"Obtained before December 1881 by Hamilton Cole (Grolier member, 1884-89) ; his sale (New York, 7 April 1890 n. 31, pl.), bought by Edward Bement (Grolier member, 1884-1931) who bequeathed it to the Grolier Club in 1932.",,,,parchment,Extent: ff. 1-303v; ff. 1-351v; 132 x 85 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132460.xml
82,,,,digital-scriptorium,Q5174002,Grolier Club,MS 02,,,Germany,http://vocab.getty.edu/tgn/7000084,,"s. XIII, 1200-1299|s. XV, 1400-1499",1200^1299|1400^1499,13|15,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404465,false,,,,Missal|Missal,,,,,,,,,,,|,,,|,,,Latin|Latin,lat|lat,,Printed book given in 1840 to St. Peter's in Erfurt; George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,,,,parchment,Extent: ff. 1-2; 290 x 200 mm. Extent: ff. 3-4; 290 x 200 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132461.xml
83,,,,digital-scriptorium,Q5174002,Grolier Club,MS 03,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,,,Breviary,,,,,,,,,,,,,,,,,Latin,lat,,Belonged ca. 1870 to John Milne Buckie.,,,,parchment,Extent: ff. 1-461v; 110 x 70 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132462.xml
84,,,,digital-scriptorium,Q5174002,Grolier Club,MS 04,,,Flanders,http://vocab.getty.edu/tgn/7024097,,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Breviary,,,,,,,,,,,,,,,,,Latin,lat,,"Herschel V. Jones collection, Minneapolis; his sale (New York, 23 January 1923, n. 124) to J. F. Drake; bequeathed to the Grolier Club by Beverly Chew.",,,,parchment,Extent: ff. 1-187v; 100 x 70 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132463.xml
85,,,,digital-scriptorium,Q5174002,Grolier Club,MS 05,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Antiphonal,,,,,,,,,,,,,,,,,Latin,lat,,Gift to the Grolier Club by Miss Ellen King.,,,,parchment,Extent: ff. 1-139v; 610 x 440 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132464.xml
86,,,,digital-scriptorium,Q5174002,Grolier Club,MS 06,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Antiphonal,,,,,,,,,,,,,,,,,Latin,lat,,Given to the Grolier Club in 1931 by Charles Bain Hoyt.,,,,parchment,Extent: f. 1r-v; 550 x 440 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132465.xml
87,,,,digital-scriptorium,Q5174002,Grolier Club,MS 07,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(med), 1440-1460",1440^1460,15,http://vocab.getty.edu/aat/300404465,false,,,,"Book of hours, use of Paris",,,,,,,,,,,,,,,,,Latin; French,lat|fra,,"Traces of a library stamp on f. 1. Acquired from Robson and Kerslake (according to de Ricci) by Daniel B. Fearing of Newport, Rhode Island who gave it to the Grolier Club in 1908.",,,,parchment,Extent: ff. 1-154v; 185 x 127 mm.,This description is based on the extensive work of Prof. James Marrow.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132466.xml
88,,,,digital-scriptorium,Q5174002,Grolier Club,MS 08,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV, 1400-1499",1400^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Book of hours,,,,,,,,,,,,,,,,,Latin,lat,,George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.,,,,parchment,Extent: ff. 1-160v; 230 x 170 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132467.xml
89,,,,digital-scriptorium,Q5174002,Grolier Club,MS 09,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XV(4/4), 1475-1499",1475^1499,15,http://vocab.getty.edu/aat/300404465,false,,,,Book of hours,,,,,,,,,,,,,,,,,Latin; French,lat|fra,,"The Earl of Hopetoun sale (London, 1889, n. 402) to Matthews. Given to the Grolier Club in 1905 by Daniel B. Fearing.",,,,parchment,Extent: ff. 1-107v; 170 x 124 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132468.xml
90,,,,digital-scriptorium,Q5174002,Grolier Club,MS 10,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XVI(in), 1500-1515",1500^1515,16,http://vocab.getty.edu/aat/300404510,false,,,,"Book of hours, use of Rouen",,,,,,,,,,,,,,,,,Latin; French,lat|fra,,"Arms of first owners: 1, azure a six-pointed star or between three crescents or; 2, gules a bend sable charged with three small cups (?) or. George Bruce collection; given to the Grolier Club in July 1894 by David Wolfe Bruce.",,,,parchment,Extent: ff. 1-71v; 192 x 127 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/grolier/mets/ds_50_24_00132469.xml
