subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Heraldic reference sources,ds-subject,,,heraldic reference sources,http://vocab.getty.edu/aat/300255024,Q114398,,,
Manuscripts (documents),ds-subject,,,Manuscripts,http://id.worldcat.org/fast/1008230,Q38609,,,
Psalters (books),ds-subject,,,,,,Psalters,http://id.worldcat.org/fast/1080778,Q4323
Books of hours,ds-subject,,,,,,Books of hours,http://id.worldcat.org/fast/836484,Q5889
Religious texts,ds-subject,,,religious texts,http://vocab.getty.edu/aat/300220519,Q42399,,,
Breviaries,ds-subject,,,,,,Breviaries,http://id.worldcat.org/fast/838495,Q3593
Qur'ans,ds-subject,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441,,,
Poems,ds-subject,,,Poetry,http://id.worldcat.org/fast/1067691,Q38833,,,
Biographies (literary works),ds-subject,,,Biography,http://id.worldcat.org/fast/832149,Q27365,,,
Antiphonaries,ds-subject,,,,,,Antiphonaries,http://id.worldcat.org/fast/810657,Q4306
Illuminated manuscripts,ds-subject,,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
Treatises,ds-subject,,,treatises,http://vocab.getty.edu/aat/300026681,Q160,,,
Prayer books,ds-subject,,,,,,Prayer books,http://id.worldcat.org/fast/1074734,Q12535
Catechisms,ds-subject,,,Catechisms,http://id.worldcat.org/fast/848959,Q114396,,,
Manuscripts (documents);,ds-subject,,,Manuscripts,http://id.worldcat.org/fast/1008230,Q38609,,,
Narratives (literary works),ds-subject,,,narratives (literary works),http://vocab.getty.edu/aat/300185346,Q114397,,,
Mythology (literary genre),ds-subject,,,Mythology,http://id.worldcat.org/fast/1031701,Q26620,,,
Epic poems,ds-subject,,,Epic poetry,http://id.worldcat.org/fast/1726596,Q38472,,,
Bibles,ds-subject,,,Bible,http://id.worldcat.org/fast/1356024,Q4267,,,
Missals,ds-subject,,,Missals,http://id.worldcat.org/fast/1023680,Q4233,,,
Books of hours;,ds-subject,,,,,,Books of hours,http://id.worldcat.org/fast/836484,Q5889
Lectionaries,ds-subject,,,,,,Lectionaries,http://id.worldcat.org/fast/995270,Q4239
Commentaries,ds-subject,,,,,,Commentaries,http://id.worldcat.org/fast/1423723,Q2812
Graduals,ds-subject,,,Graduals (Liturgical books),http://id.worldcat.org/fast/945809,Q5831,,,
Hymnals,ds-subject,,,Hymnals,http://id.worldcat.org/fast/1920189,Q19868,,,
Epistolaries,ds-subject,,,Epistolaries,http://id.worldcat.org/fast/914316,Q5933,,,
Histories (literary works),ds-subject,,,History,http://id.worldcat.org/fast/958235,Q6879,,,
"Bible. Corinthians, 1st",ds-subject,,,"Bible. Corinthians, 1st",http://id.worldcat.org/fast/1808022,Q66870,,,
