row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
928,,,,openn-tei,Q3087288,Free Library of Philadelphia,Horace MS 1a,,,Austria? Hungary?,http://vocab.getty.edu/tgn/1000062|http://vocab.getty.edu/tgn/7006278,,1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,,,,,Ars Poetica and Epistulae,,,,,,Horace,Q6197,human,,https://viaf.org/viaf/100227522/,,,,,,,Latin,lat,lat,"Hodossy, Imre",,,paper,Paper,"Support: Paper. Extent: ii+37+iv; 194 x 143 mm bound to 199 x 151 mm. Modern foliation in pencil, upper right recto; earlier (seventeenth century?) foliation in ink, upper middle recto, begins on fol. 1 with ""89"". Collation: 1 (11, +1), 2 (16), 3 (12).. Single column of twenty-four to twenty-nine lines (most pages twenty-seven to twenty-eight); lines begin with capitals; drypoint frame-ruled, no line ruling; written area: 146 x 81 mm. Gothic--cursiva. Occasional manicules. Modern binding, blue cloth with gold stamping over paper boards",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/horace_ms_1a_TEI.xml
929,,,,openn-tei,Q3087288,Free Library of Philadelphia,Horace MS 1b,,,Austria? Hungary?,http://vocab.getty.edu/tgn/1000062|http://vocab.getty.edu/tgn/7006278,,1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,,,,,Laelius de Amicitia,,,,,,"Cicero, Marcus Tullius.",Q1541,human,,https://viaf.org/viaf/78769600,,,,,,,Latin,lat,lat,"Hodossy, Imre",,,paper,Paper,"Support: Paper. Extent: ii+25+i; 194 x 143 mm bound to 199 x 151 mm. Modern foliation in pencil, upper right recto; older (seventeenth c?) foliation in ink, upper middle recto. Collation: 1 (12), 2 (13, +13).. Single column of twenty-four to twenty-nine lines (most pages twenty-seven to twenty-eight); lines begin with capitals; drypoint frame-ruled, no line ruling. Gothic--cursiva. Occasional Manicules. Modern binding, blue cloth with gold stamping over paper boards",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/horace_ms_1b_TEI.xml
930,,,,openn-tei,Q3087288,Free Library of Philadelphia,Horace MS 2,https://know.freelibrary.org/Record/1545996,,Italy,http://vocab.getty.edu/tgn/1000080,,1475-1499,1475^1499,15,http://vocab.getty.edu/aat/300404465,,,,,Ars Poetica (Art of Poetry); Carmen seculare; Epistolae (Epistles); Odes,,,,,,Horace,Q6197,human,,http://id.loc.gov/authorities/names/n79081354.html,,,,,,,Latin,lat,lat,"Davis & Orioli (Firm)|Cockerell, Sydney Carlyle, Sir, 1867-1962",,http://viaf.org/viaf/168585534|http://id.loc.gov/authorities/names/n50032243.html,parchment,Parchment,"Support: Parchment. Extent: i+132+i; 243 x 145 mm bound to 251 x 146 mm. Modern foliation in pencil, upper right recto. Collation: 1-12 (10), 13 (8), 14 (6).. Written area: 150 x 78 mm; One column of thirty-one lines, ruled in hard-point; one historiated six-line initial, Nine five-line illuminated initials, two-line blue initials throughout, coat of arms on fol. 1r;  Last two leaves (ff. 131r-132v) added in 1924. Humanistic. Two Renaissance scribes; scribe 1 responsible for ff. 1r-100v; scribe 2 responsible for ff. 101-130v; third scribe (fols. 131r-132v) is a modern scribe, Graily Hewitt.  Note in Sydney Cockerell's hand, dated April 1926, stating: ""When I bought this book the two final leaves were missing.  They have now been supplied by Graily Hewitt,"" signed S.C.C. Second scribe identified as same scribe of a Juvenal in the St. John Hornby-Abbey Collection (cf. Sotheby's catalogue entry). fol. 1r: illuminated initial with seated Roman warrior. Contemporary goatskin over wooden boards, one of two original leather strap clasps remains; gilt and gauffered edges",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/horace_ms_2_TEI.xml
931,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 10,,,England,http://vocab.getty.edu/tgn/7002445,,"","",,,,,,,Statuta nova (New Statutes),,,,,,,,,,,,,,,,,Anglo-Norman,xno,xno,"Butler, Charles|Sessler, Charles|Carson, Hampton L. (Hampton Lawrence), 1852-1929",,http://id.loc.gov/authorities/names/n85239186.html,parchment,Parchment,"Support: Parchment. Extent: ii+392+ii (accounting for one unnumbered folio); 305 x 200 mm bound to 322 x 210 mm. Modern foliation in pencil, upper right recto; quires numbered in pencil lower inside margin recto; irregular contemporary signatures lower corner recto. Collation: 1-4 (8), 5 (4), 6-16 (8), 17 (4), 18 (2), 19-52 (8). Horizontal lower margin verso: fols. 44, 52, 60, 68, 76, 84, 92, 100, 108, 116, 124, 137, 145, 153, 161, 169, 177, 185, 197, 205, 213, 228. Frame-ruled in lead point in one column of forty-two lines; prickings extant; fols. 371v to 391v are ruled but left blank; written area: 215 x 120 mm. Gothic--anglicana. Illuminated initial (fol. 1r) and four illuminated initials with full borders; pen-flourished initials in red and blue throughout; paragraph signs in red and blue. Late fifteenth-century, original wood boards; blind stamp decoration of pelicans and the arms of Cologne; rebacked; stamped in gold on spine: ""STATVTA HEN. III -- HEN. VII MS. IN MEMBRANES;"" metal clasps are attached to back cover",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_10_TEI.xml
932,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 12,,,England,http://vocab.getty.edu/tgn/7002445,,"","",,,,,,,Readings on Statutes,,,,,,,,,,,,,,,,,Latin,lat,lat,"Horwood, Alfred J. (Alfred John), 1821-1881",,http://id.loc.gov/authorities/names/nr90007335.html,paper,Paper,"Support: Paper. Extent: ii+241+ii; 270 x 195 mm bound to 277 x 197 mm. Modern foliation in pencil, upper right recto. Collation: Structure uncertain; binding is quite tight and few catchwords are extant. Horizontal verso, two within banner design; fols. 104, 120, 225. Ruled in hard point in one column of thirty-three lines; many folios are left blank throughout; written area is variable ranging from: 160 x 115 mm to 200 x 140 mm. Gothic--anglicana. Simple pen-flourished initials; some marginalia; blank spaces left for initials. Nineteenth-century wooden boards and stamped calf",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_12_TEI.xml
933,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 13,,,England,http://vocab.getty.edu/tgn/7002445,,1300-1315,1300^1315,14,http://vocab.getty.edu/aat/300404506,,,,,Britton,,,,,,,,,,,,,,,,,Old French (842-ca. 1400),fro,fro,"Page-Turner, Gregory Osborne, Sir, 1785-1843|Phillipps, Thomas, Sir, 1792-1872|Maggs Bros.|Carson, Hampton L. (Hampton Lawrence), 1852-1929",,http://id.loc.gov/authorities/names/n50078542.html|http://id.loc.gov/authorities/names/n82075696.html|http://id.loc.gov/authorities/names/n85239186.html,parchment,Parchment,"Support: Parchment. Extent: vi+127+ii; 272 x 186 mm bound to 285 x 197 mm. Modern foliation in ink, upper right recto. Collation: 1 (6), 2-4 (12), 5 (14), 6-9 (12), 10 (6), 11 (12), 12 (8). Horizontal lower inner margin verso; fols. 15, 27, 39, 53, 65, 77, 89, 101, 119, 127. Frame-ruled in ink; two columns of forty-five lines, prickings visible; contemporary book numbering, upper center margin recto and verso; written area: 210 x 140 mm. Gothic--anglicana. Red and blue pen-flourished initials throughout; paragraph marks in red and blue; rubrication throughout; some marginalia. Mid-19th-century russia leather binding, spine with blind-tooled decoration and stamped in gold: ""BRACTON DE LEGIBUS ANGLIAE""; Marbled paper pastedowns and flyleaves",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_13_TEI.xml
934,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 14,,,England,http://vocab.getty.edu/tgn/7002445,,1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,,,,,Statuta vetera (Old statutes),,,,,,,,,,,,,,,,,Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat|xno|frm,lat|xno|frm,"John Willis|Holmes, Thomas, active 17th century-18th century|Macclesfield, George Parker, Earl of, approximately 1697-1764|John Peacock|Bragge, William, 1823-1884|Harkness, Edward Stephen, 1874-1940|Carson, Hampton L. (Hampton Lawrence), 1852-1929",,http://viaf.org/viaf/68794309|http://viaf.org/viaf/47163247|http://viaf.org/viaf/238406190|http://viaf.org/viaf/4197598|http://viaf.org/viaf/67264132,parchment,Parchment,"Support: Parchment. Extent: iii+127+iii; 250 x 177 mm bound to 266 x 184 mm. Occasional contemporary foliation in ink, upper right recto; two systems of early modern foliation in ink, upper right recto, one mostly trimmed away; supplemented by modern foliation in pencil, upper right recto, after fol. 62 and after fol. 90. Collation: Uncertain. Contemporary catchwords in ink on fols. 62v and 69v. One column of forty-one lines; lead point ruled; written area: 192 x 117 mm. Gothic--anglicana. One illuminated initial with partial bar border; numerous smaller colored initials with pen-work flourishes. Nineteenth-century Russia binding with blind stamped border; stamped on spine: ""MAGNA CHARTA AND STATUTES IX. HENRY III. TO HENRY VII"".",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_14_TEI.xml
935,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 19,,,England,http://vocab.getty.edu/tgn/7002445,,1400-1499,1400^1499,15,http://vocab.getty.edu/aat/300404465,,,,,Statuta vetera (Old Statutes),,,,,,,,,,,,,,,,,Latin; Middle French (ca. 1400-1600),lat|frm,lat|frm,"Carson, Hampton L. (Hampton Lawrence), 1852-1929",,http://id.loc.gov/authorities/names/n85239186.html,parchment,Parchment,"Support: Parchment. Extent: i+170+i; 179 x 122 mm bound to 185 x 130 mm. Modern foliation in pencil, lower right recto and upper right recto; contemporary foliation upper right recto. Collation: 1 (10), 2 (8), 3 (12), 4 (6), 5 (12), 6-20 (8), 21 (2). Irregularly (folios have been trimmed), horizontal lower inner margin verso. Frame-ruled in lead in one column of variable lines ranging from twenty-six to thirty-two lines, prickings visible; running headings throughout; written area: 145 x 89 mm. Gothic--anglicana. Illuminated initial (fol. 1r); red and blue initials decorated with pen flourishing and foliate designs throughout; paragraph marks in red and blue; marginalia and glossing throughout. Late eighteenth-century tooled vellum binding. Two metal clasps. Stamped on spine: ""INSPEXIMUS EDWARDI PRI[MUS] MAGNA CARTA ET ALLIS STATUTIBUS""",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_19_TEI.xml
936,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 20.5,https://know.freelibrary.org/Record/1582841,,England,http://vocab.getty.edu/tgn/7002445,,"","",,,,,,,Statuta Angliae,,,,,,,,,,,,,,,,,Latin,lat,lat,"Levinson, Harry A.",,http://id.loc.gov/authorities/names/n81013273.html,parchment,Parchment,"Support: Parchment. Extent: 184+ii; 83 x 50 mm bound to 83 x 52 mm. Modern foliation in pencil, lower right recto; the first eleven folios (calendar) is not included in the foliation. Collation: 1 (11, +1), 2-17 (8), 18 (6), 19-22 (8), 23 (8, +1 +8). Catchwords on 8v, 16v, 23v, 31v, 39v, 47v, 55v, 71v, 87v, 95v, 103v, 111v, 119v, 127v, 133v, [141v], 149v, 157v, 165v. written area: 60 x 35 mm; 1 column of 24 lines, lead point ruling; 1 historiated initial with full border; decorated and illuminated initials and borders throughout; red and blue 1-line initials throughout. The first quire, which contains the calendar, is not paginated.. Gothic--anglicana. Original oak boards.",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_20_5_TEI.xml
937,,,,openn-tei,Q3087288,Free Library of Philadelphia,LC 14 21,,,England,http://vocab.getty.edu/tgn/7002445,,"","",,,,,,,Statuta vetera (Old Statutes),,,,,,,,,,,,,,,,,Latin,lat,lat,"Carson, Hampton L. (Hampton Lawrence), 1852-1929",,http://id.loc.gov/authorities/names/n85239186.html,parchment,Parchment,"Support: Parchment. Extent: iii+167+iii; 85 x 48 mm bound to 92 x 55 mm. Modern foliation in pencil, upper right recto. Collation: The binding is quite tight; appears to have been gathered in quires of 8.. Frame-ruled in lead point in one column of 26 lines; fols. 1r-4v, 13r-17v, and 152v-167v have been left blank; written area: 65 x 36 mm. Gothic--anglicana. One historiated initial; illuminated initials and borders throughout; paragraph signs in red and blue. Late 19th century red morocco biding; gilt edges; stamped in gold on spine: ""MAGNA CARTA MS SAEC. XIII.""",,2022-02-08T17:47:42-05:00,,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/prototype-data/flp/lc_14_21_TEI.xml
