item,itemLabel,description,DSID,collection,identifiers
http://www.wikidata.org/entity/Q130888295,"Saint Louis, Missouri, Saint Louis University, VFL MS 001","manuscript containing Bible, single leaves",DS10008,Saint Louis University,56815252|VFL MS 001
http://www.wikidata.org/entity/Q130888296,"Saint Louis, Missouri, Saint Louis University, VFL MS 003","manuscript containing Book of hours, use of Rome",DS10009,Saint Louis University,56821922|VFL MS 003
http://www.wikidata.org/entity/Q130888298,"Saint Louis, Missouri, Saint Louis University, VFL MS 005","manuscript containing Book of hours, single leaf",DS10010,Saint Louis University,56822433|VFL MS 005
http://www.wikidata.org/entity/Q130888299,"Saint Louis, Missouri, Saint Louis University, VFL MS 006","manuscript containing Psalter, single leaves",DS10011,Saint Louis University,56822639|VFL MS 006
http://www.wikidata.org/entity/Q130888301,"Saint Louis, Missouri, Saint Louis University, VFL MS 004","manuscript containing Book of hours, single leaves",DS10012,Saint Louis University,56822339|VFL MS 004
http://www.wikidata.org/entity/Q130888302,"Saint Louis, Missouri, Saint Louis University, VFL MS 007","manuscript containing Corpus juris civilis, single leaf",DS10013,Saint Louis University,56822746|VFL MS 007
http://www.wikidata.org/entity/Q130888304,"Saint Louis, Missouri, Saint Louis University, VFL MS 008","manuscript containing Gradual, single leaves",DS10014,Saint Louis University,56822837|VFL MS 008
http://www.wikidata.org/entity/Q130888306,"Saint Louis, Missouri, Saint Louis University, VFL MS 009","manuscript containing Antiphonary, single leaf",DS10015,Saint Louis University,56822922|VFL MS 009
http://www.wikidata.org/entity/Q130888307,"Saint Louis, Missouri, Saint Louis University, VFL MS 010","manuscript containing Gradual, single leaves",DS10016,Saint Louis University,56822966|VFL MS 010
http://www.wikidata.org/entity/Q130888311,"Saint Louis, Missouri, Saint Louis University, VFL MS 024","manuscript containing Qur'an, single leaves",DS10017,Saint Louis University,56823506|VFL MS 024
http://www.wikidata.org/entity/Q130888313,"Saint Louis, Missouri, Saint Louis University, VFL MS 023","manuscript containing Antiphonary, cutting",DS10018,Saint Louis University,56823556|VFL MS 023
http://www.wikidata.org/entity/Q130888314,"Saint Louis, Missouri, Saint Louis University, VFL MS 030",manuscript containing Anaphora of Our Lady Mary (Pius XII Memorial Library. Manuscript. VFL MS 030),DS10019,Saint Louis University,56832532|VFL MS 030
http://www.wikidata.org/entity/Q130888317,"Saint Louis, Missouri, Saint Louis University, VFL MS 011",manuscript containing Gradual single leaf,DS10020,Saint Louis University,56845068|VFL MS 011
http://www.wikidata.org/entity/Q130888318,"Saint Louis, Missouri, Saint Louis University, VFL MS 016",manuscript containing Missal single leaf,DS10021,Saint Louis University,56845703|VFL MS 016
http://www.wikidata.org/entity/Q130888320,"Saint Louis, Missouri, Saint Louis University, VFL MS 012",manuscript containing Antiphonary single leaf,DS10022,Saint Louis University,56845739|VFL MS 012
http://www.wikidata.org/entity/Q130888322,"Saint Louis, Missouri, Saint Louis University, VFL MS 013",manuscript containing Antiphonary single leaf,DS10023,Saint Louis University,56845767|VFL MS 013
http://www.wikidata.org/entity/Q130888324,"Saint Louis, Missouri, Saint Louis University, VFL MS 014",manuscript containing Antiphonary single leaf,DS10024,Saint Louis University,56845820|VFL MS 014
http://www.wikidata.org/entity/Q130888325,"Saint Louis, Missouri, Saint Louis University, VFL MS 015","manuscript containing Gradual, single leaves",DS10025,Saint Louis University,56845868|VFL MS 015
http://www.wikidata.org/entity/Q130888328,"Saint Louis, Missouri, Saint Louis University, VFL MS 017",manuscript containing Antiphonary single leaf,DS10026,Saint Louis University,56845900|VFL MS 017
http://www.wikidata.org/entity/Q130888332,"Saint Louis, Missouri, Saint Louis University, VFL MS 019","manuscript containing Antiphonary, single leaf",DS10027,Saint Louis University,56845993|VFL MS 019
http://www.wikidata.org/entity/Q130888333,"Saint Louis, Missouri, Saint Louis University, VFL MS 018","manuscript containing Breviary, single leaf",DS10028,Saint Louis University,56883963|VFL MS 018
http://www.wikidata.org/entity/Q130888335,"Saint Louis, Missouri, Saint Louis University, VFL MS 020","manuscript containing Antiphonary, single leaves",DS10029,Saint Louis University,56884020|VFL MS 020
http://www.wikidata.org/entity/Q130888337,"Saint Louis, Missouri, Saint Louis University, VFL MS 021","manuscript containing Antiphonary, single leaf",DS10030,Saint Louis University,56884100|VFL MS 021
http://www.wikidata.org/entity/Q130888338,"Saint Louis, Missouri, Saint Louis University, VFL MS 022","manuscript containing Antiphonary, single leaf",DS10031,Saint Louis University,56884181|VFL MS 022
http://www.wikidata.org/entity/Q130888340,"Saint Louis, Missouri, Saint Louis University, VFL MS 027","manuscript containing Antiphonary, fragment",DS10032,Saint Louis University,56884397|VFL MS 027
http://www.wikidata.org/entity/Q130888341,"Saint Louis, Missouri, Saint Louis University, VFL MS 028","manuscript containing Antiphonary, imperfect",DS10033,Saint Louis University,56884441|VFL MS 028
http://www.wikidata.org/entity/Q130888343,"Saint Louis, Missouri, Saint Louis University, VFL MS 026","manuscript containing Carta ejecutoria de hidalguia, Juan de Gayferos de Eguiraum (Pius XII Memorial Library. Manuscript. VFL MS 026)",DS10034,Saint Louis University,56884561|VFL MS 026
http://www.wikidata.org/entity/Q130888345,"Saint Louis, Missouri, Saint Louis University, VFL MS 025",manuscript containing Qur'an single leaf,DS10035,Saint Louis University,56890975|VFL MS 025
http://www.wikidata.org/entity/Q130888347,"Saint Louis, Missouri, Saint Louis University, VFL MS 031","manuscript containing Antiphonary, imperfect",DS10036,Saint Louis University,56891527|VFL MS 031
http://www.wikidata.org/entity/Q130888348,"Saint Louis, Missouri, Saint Louis University, VFL MS 032",manuscript containing Release of goods and chattels (Pius XII Memorial Library. Manuscript. VFL MS 032),DS10037,Saint Louis University,56892425|VFL MS 032
http://www.wikidata.org/entity/Q130888349,"Saint Louis, Missouri, Saint Louis University, VFL MS 029",manuscript containing Canzioniere e Trionfi] /,DS10038,Saint Louis University,56896251|VFL MS 029
http://www.wikidata.org/entity/Q130888350,"Saint Louis, Missouri, Saint Louis University, VFL MS 034",manuscript containing Receipt for debt (Pius XII Memorial Library. Manuscript. VFL MS 034),DS10039,Saint Louis University,56896988|VFL MS 034
http://www.wikidata.org/entity/Q130888351,"Saint Louis, Missouri, Saint Louis University, VFL MS 002","manuscript containing Llangattock Breviary, single leaves",DS10040,Saint Louis University,793301217|VFL MS 002
http://www.wikidata.org/entity/Q130888352,"Saint Louis, Missouri, Saint Louis University, VFL MS 035","manuscript containing Book of hours, single leaves",DS10041,Saint Louis University,879618375|VFL MS 035
http://www.wikidata.org/entity/Q130888353,"Saint Louis, Missouri, Saint Louis University, VFL MS 036","manuscript containing Sancti Gregorii Papae Dialogorum libri IV, single leaves",DS10042,Saint Louis University,879618822|VFL MS 036
http://www.wikidata.org/entity/Q130888354,"Saint Louis, Missouri, Saint Louis University, VFL MS 057",manuscript containing Legenda aurea,DS10043,Saint Louis University,883240976|VFL MS 057
http://www.wikidata.org/entity/Q130888355,"Saint Louis, Missouri, Saint Louis University, VFL MS 052","manuscript containing Breviary, single leaf",DS10044,Saint Louis University,876155206|VFL MS 052
http://www.wikidata.org/entity/Q130888357,"Saint Louis, Missouri, Saint Louis University, VFL MS 060","manuscript containing Paralipomenon, single leaves",DS10045,Saint Louis University,880901681|VFL MS 060
http://www.wikidata.org/entity/Q130888359,"Saint Louis, Missouri, Saint Louis University, VFL MS 061",manuscript containing De medicina equorum,DS10046,Saint Louis University,883863026|VFL MS 061
http://www.wikidata.org/entity/Q130888360,"Saint Louis, Missouri, Saint Louis University, VFL MS 056","manuscript containing Bible, imperfect",DS10047,Saint Louis University,905722590|VFL MS 056
http://www.wikidata.org/entity/Q130888362,"Saint Louis, Missouri, Saint Louis University, VFL MS 058","manuscript containing Book of hours, single leaf",DS10048,Saint Louis University,880901434|VFL MS 058
http://www.wikidata.org/entity/Q130888405,"Saint Louis, Missouri, Saint Louis University, VFL MS 059","manuscript containing Liber] sextus decretalium domini Bonifacii Pape VIII, [single leaves",DS10049,Saint Louis University,880901295|VFL MS 059
http://www.wikidata.org/entity/Q130888363,"Saint Louis, Missouri, Saint Louis University, VFL MS 055","manuscript containing Ferial psalter, single leaves",DS10050,Saint Louis University,881475409|VFL MS 055
http://www.wikidata.org/entity/Q130888365,"Saint Louis, Missouri, Saint Louis University, VFL MS 037","manuscript containing Commentary on the Koran (Arabic), 1276",DS10051,Saint Louis University,865582574|VFL MS 037
http://www.wikidata.org/entity/Q130888367,"Saint Louis, Missouri, Saint Louis University, VFL MS 038",manuscript containing Gulistan,DS10052,Saint Louis University,865582678|VFL MS 038
http://www.wikidata.org/entity/Q130888368,"Saint Louis, Missouri, Saint Louis University, VFL MS 039","manuscript containing Qur'an, single leaf",DS10053,Saint Louis University,865582932|VFL MS 039
http://www.wikidata.org/entity/Q130888371,"Saint Louis, Missouri, Saint Louis University, VFL MS 040","manuscript containing Biographies of noted Sufis and distinguised men in Islam, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 040)",DS10054,Saint Louis University,865583110|VFL MS 040
http://www.wikidata.org/entity/Q130888373,"Saint Louis, Missouri, Saint Louis University, VFL MS 041","manuscript containing Qur'an, single leaf",DS10055,Saint Louis University,865583353|VFL MS 041
http://www.wikidata.org/entity/Q130888375,"Saint Louis, Missouri, Saint Louis University, VFL MS 042","manuscript containing Book of litanies, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 042)",DS10056,Saint Louis University,865583574|VFL MS 042
http://www.wikidata.org/entity/Q130888376,"Saint Louis, Missouri, Saint Louis University, VFL MS 054",manuscript containing Khusraw and Shirin,DS10057,Saint Louis University,865583984|VFL MS 054
http://www.wikidata.org/entity/Q130888378,"Saint Louis, Missouri, Saint Louis University, VFL MS 048","manuscript containing The history of Rama, single leaf",DS10058,Saint Louis University,892102319|VFL MS 048
http://www.wikidata.org/entity/Q130888379,"Saint Louis, Missouri, Saint Louis University, VFL MS 045","manuscript containing Bhagavadgītā, chapter 15, verses 12 to 16, single leaf",DS10059,Saint Louis University,891585442|VFL MS 045
http://www.wikidata.org/entity/Q130888381,"Saint Louis, Missouri, Saint Louis University, VFL MS 043","manuscript containing Book of prayers, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 043)",DS10060,Saint Louis University,892100065|VFL MS 043
http://www.wikidata.org/entity/Q130888390,"Saint Louis, Missouri, Saint Louis University, VFL MS 046","manuscript containing Tamil Bible with commentary, single leaf",DS10061,Saint Louis University,891583784|VFL MS 046
http://www.wikidata.org/entity/Q130888392,"Saint Louis, Missouri, Saint Louis University, VFL MS 050","manuscript containing Ise Monogatari, single leaf",DS10062,Saint Louis University,894514159|VFL MS 050
http://www.wikidata.org/entity/Q130888393,"Saint Louis, Missouri, Saint Louis University, VFL MS 044","manuscript containing Astrological and religious text, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 044)",DS10063,Saint Louis University,894511681|VFL MS 044
http://www.wikidata.org/entity/Q130888383,"Saint Louis, Missouri, Saint Louis University, VFL MS 047","manuscript containing Buddhist canon, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 047)",DS10064,Saint Louis University,894512472|VFL MS 047
http://www.wikidata.org/entity/Q130888384,"Saint Louis, Missouri, Saint Louis University, VFL MS 049","manuscript containing Chinese Buddhist canon, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 049)",DS10065,Saint Louis University,894513148|VFL MS 049
http://www.wikidata.org/entity/Q130888387,"Saint Louis, Missouri, Saint Louis University, VFL MS 051",manuscript containing Book of questions,DS10066,Saint Louis University,891657807|VFL MS 051
http://www.wikidata.org/entity/Q130888389,"Saint Louis, Missouri, Saint Louis University, VFL MS 053",manuscript containing Commentary on the Psalms,DS10067,Saint Louis University,881476039|VFL MS 053
http://www.wikidata.org/entity/Q130888395,"Saint Louis, Missouri, Saint Louis University, VFL MS 062","manuscript containing Psalms from a book of hours, single leaf",DS10068,Saint Louis University,919285954|VFL MS 062
http://www.wikidata.org/entity/Q130888397,"Saint Louis, Missouri, Saint Louis University, VFL MS 063","manuscript containing Book of hours, single leaf",DS10069,Saint Louis University,1034805967|VFL MS 063
http://www.wikidata.org/entity/Q130888398,"Saint Louis, Missouri, Saint Louis University, VFL MS 064","manuscript containing Antiphonary, single leaf",DS10070,Saint Louis University,1034806071|VFL MS 064
http://www.wikidata.org/entity/Q130888400,"Saint Louis, Missouri, Saint Louis University, VFL MS 065","manuscript containing Ferial Psalter, single leaf",DS10071,Saint Louis University,1034806035|VFL MS 065
http://www.wikidata.org/entity/Q130888401,"Saint Louis, Missouri, Saint Louis University, VFL MS 066","manuscript containing Bible, single leaf",DS10072,Saint Louis University,1057899449|VFL MS 066
http://www.wikidata.org/entity/Q130888404,"Saint Louis, Missouri, Saint Louis University, VFL MS 067","manuscript containing Liber sextus decretalium Bonifacii Pape VIII, single leaf",DS10073,Saint Louis University,1264416506|VFL MS 067
http://www.wikidata.org/entity/Q131086423,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 001",manuscript containing Lectionary for the office,DS10074,University of Missouri,Fragmenta Manuscripta 001
http://www.wikidata.org/entity/Q131086760,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 002","manuscript containing Excerpta de Scauri et Palladi libris; Institutio de nomine, pronomine et verbo; De orthographia",DS10075,University of Missouri,Fragmenta Manuscripta 002
http://www.wikidata.org/entity/Q131086425,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 003",manuscript containing Sacramentary,DS10076,University of Missouri,Fragmenta Manuscripta 003
http://www.wikidata.org/entity/Q131086426,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 004",manuscript containing Bible,DS10077,University of Missouri,Fragmenta Manuscripta 004
http://www.wikidata.org/entity/Q131086761,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 005",manuscript containing De ecclesiasticis sacramentis et officiis,DS10078,University of Missouri,Fragmenta Manuscripta 005
http://www.wikidata.org/entity/Q131086762,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 006",manuscript containing De fide catholica ex veteri et novo testamento,DS10079,University of Missouri,Fragmenta Manuscripta 006
http://www.wikidata.org/entity/Q131086428,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 007",manuscript containing Breviary with neumes,DS10080,University of Missouri,Fragmenta Manuscripta 007
http://www.wikidata.org/entity/Q131086763,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 008",manuscript containing Moralia in Job,DS10081,University of Missouri,Fragmenta Manuscripta 008
http://www.wikidata.org/entity/Q131086771,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 009",manuscript containing De civitate Dei,DS10082,University of Missouri,Fragmenta Manuscripta 009
http://www.wikidata.org/entity/Q131086430,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 010",manuscript containing Penitential text,DS10083,University of Missouri,Fragmenta Manuscripta 010
http://www.wikidata.org/entity/Q131086773,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 011",manuscript containing Enarrationes in Psalmos,DS10084,University of Missouri,Fragmenta Manuscripta 011
http://www.wikidata.org/entity/Q131087305,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 012","manuscript containing Bible, glossed",DS10085,University of Missouri,Fragmenta Manuscripta 012
http://www.wikidata.org/entity/Q131086765,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 013",manuscript containing Bible commentary on Canticle of Canticles,DS10086,University of Missouri,Fragmenta Manuscripta 013
http://www.wikidata.org/entity/Q131086768,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 014",manuscript containing In psalterium expositio,DS10087,University of Missouri,Fragmenta Manuscripta 014
http://www.wikidata.org/entity/Q131086774,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 015",manuscript containing Homeliae in Evangelia,DS10088,University of Missouri,Fragmenta Manuscripta 015
http://www.wikidata.org/entity/Q131086440,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 016","manuscript containing Psalter, glossed",DS10089,University of Missouri,Fragmenta Manuscripta 016
http://www.wikidata.org/entity/Q131086775,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 017",manuscript containing Decretalsglossed,DS10090,University of Missouri,Fragmenta Manuscripta 017
http://www.wikidata.org/entity/Q131086441,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 018",manuscript containing Breviary,DS10091,University of Missouri,Fragmenta Manuscripta 018
http://www.wikidata.org/entity/Q131086776,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 019",manuscript containing Enarrationes in Psalmos,DS10092,University of Missouri,Fragmenta Manuscripta 019
http://www.wikidata.org/entity/Q131086443,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 020",manuscript containing Psalter,DS10093,University of Missouri,Fragmenta Manuscripta 020
http://www.wikidata.org/entity/Q131086445,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 021",manuscript containing Lectionary,DS10094,University of Missouri,Fragmenta Manuscripta 021
http://www.wikidata.org/entity/Q131086447,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 022",manuscript containing Civil law with gloss,DS10095,University of Missouri,Fragmenta Manuscripta 022
http://www.wikidata.org/entity/Q131086778,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 023",manuscript containing Decretum,DS10096,University of Missouri,Fragmenta Manuscripta 023
http://www.wikidata.org/entity/Q131086780,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 024",manuscript containing Epistulae,DS10097,University of Missouri,Fragmenta Manuscripta 024
http://www.wikidata.org/entity/Q131086785,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 025",manuscript containing De gradibus humilitatis et superbiae tractatus,DS10098,University of Missouri,Fragmenta Manuscripta 025
http://www.wikidata.org/entity/Q131086787,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 026","manuscript containing Celestial Hierarchy IX 10, 11, commentary on",DS10099,University of Missouri,Fragmenta Manuscripta 026
http://www.wikidata.org/entity/Q131086449,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 027",manuscript containing Lectionary,DS10100,University of Missouri,Fragmenta Manuscripta 027
http://www.wikidata.org/entity/Q131086452,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 028","manuscript containing Psalter, glossed",DS10101,University of Missouri,Fragmenta Manuscripta 028
http://www.wikidata.org/entity/Q131086453,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 029",manuscript containing Psalter,DS10102,University of Missouri,Fragmenta Manuscripta 029
http://www.wikidata.org/entity/Q131086455,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 030",manuscript containing Medical text,DS10103,University of Missouri,Fragmenta Manuscripta 030
http://www.wikidata.org/entity/Q131087306,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 031","manuscript containing Bible, glossed",DS10104,University of Missouri,Fragmenta Manuscripta 031
http://www.wikidata.org/entity/Q131087307,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 032","manuscript containing Bible, glossed",DS10105,University of Missouri,Fragmenta Manuscripta 032
http://www.wikidata.org/entity/Q131086791,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 033",manuscript containing On Catholic Faith against Manicheans and Donatists,DS10106,University of Missouri,Fragmenta Manuscripta 033
http://www.wikidata.org/entity/Q131087308,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 034",manuscript containing Pontifical,DS10107,University of Missouri,Fragmenta Manuscripta 034
http://www.wikidata.org/entity/Q131087309,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 035","manuscript containing Bible, glossed",DS10108,University of Missouri,Fragmenta Manuscripta 035
http://www.wikidata.org/entity/Q131087310,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 036",manuscript containing Bible,DS10109,University of Missouri,Fragmenta Manuscripta 036
http://www.wikidata.org/entity/Q131087311,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 037","manuscript containing Bible, glossed",DS10110,University of Missouri,Fragmenta Manuscripta 037
http://www.wikidata.org/entity/Q131087312,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 038",manuscript containing Pontifical,DS10111,University of Missouri,Fragmenta Manuscripta 038
http://www.wikidata.org/entity/Q131087313,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 039",manuscript containing Breviary,DS10112,University of Missouri,Fragmenta Manuscripta 039
http://www.wikidata.org/entity/Q131087314,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 040",manuscript containing Bible,DS10113,University of Missouri,Fragmenta Manuscripta 040
http://www.wikidata.org/entity/Q131087315,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 041",manuscript containing Civil law with gloss,DS10114,University of Missouri,Fragmenta Manuscripta 041
http://www.wikidata.org/entity/Q131086342,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 042",manuscript containing Homily,DS10115,University of Missouri,Fragmenta Manuscripta 042
http://www.wikidata.org/entity/Q131086793,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 043",manuscript containing Legenda aurea,DS10116,University of Missouri,Fragmenta Manuscripta 043
http://www.wikidata.org/entity/Q131086344,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 044",manuscript containing Bible commentary on the gospel of John,DS10117,University of Missouri,Fragmenta Manuscripta 044
http://www.wikidata.org/entity/Q131086346,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 045","manuscript containing Psalter, glossed",DS10118,University of Missouri,Fragmenta Manuscripta 045
http://www.wikidata.org/entity/Q131086348,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 046","manuscript containing Psalter, glossed",DS10119,University of Missouri,Fragmenta Manuscripta 046
http://www.wikidata.org/entity/Q131086795,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 047",manuscript containing De sacramentis christianae fidei,DS10120,University of Missouri,Fragmenta Manuscripta 047
http://www.wikidata.org/entity/Q131086349,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 048","manuscript containing Calendar May, June",DS10121,University of Missouri,Fragmenta Manuscripta 048
http://www.wikidata.org/entity/Q131086351,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 049","manuscript containing Bible, glossed",DS10122,University of Missouri,Fragmenta Manuscripta 049
http://www.wikidata.org/entity/Q131086353,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 050",manuscript containing Psalter,DS10123,University of Missouri,Fragmenta Manuscripta 050
http://www.wikidata.org/entity/Q131086355,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 051",manuscript containing Lectionary,DS10124,University of Missouri,Fragmenta Manuscripta 051
http://www.wikidata.org/entity/Q131086357,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 052",manuscript containing Lections on the Blessed Virgin Mary,DS10125,University of Missouri,Fragmenta Manuscripta 052
http://www.wikidata.org/entity/Q131086503,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 053",manuscript containing,DS10126,University of Missouri,Fragmenta Manuscripta 053
http://www.wikidata.org/entity/Q131086509,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 054",manuscript containing Bible,DS10127,University of Missouri,Fragmenta Manuscripta 054
http://www.wikidata.org/entity/Q131086511,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 055","manuscript containing Bible, glossed",DS10128,University of Missouri,Fragmenta Manuscripta 055
http://www.wikidata.org/entity/Q131086513,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 056",manuscript containing Civil law with gloss,DS10129,University of Missouri,Fragmenta Manuscripta 056
http://www.wikidata.org/entity/Q131086515,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 057",manuscript containing Lectionary,DS10130,University of Missouri,Fragmenta Manuscripta 057
http://www.wikidata.org/entity/Q131086517,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 058",manuscript containing Lectionary,DS10131,University of Missouri,Fragmenta Manuscripta 058
http://www.wikidata.org/entity/Q131086519,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 059",manuscript containing Missal,DS10132,University of Missouri,Fragmenta Manuscripta 059
http://www.wikidata.org/entity/Q131086521,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 060","manuscript containing Bible, glossed",DS10133,University of Missouri,Fragmenta Manuscripta 060
http://www.wikidata.org/entity/Q131086523,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 061",manuscript containing Psalter,DS10134,University of Missouri,Fragmenta Manuscripta 061
http://www.wikidata.org/entity/Q131086525,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 062",manuscript containing Sermon on Blessed Virgin Mary,DS10135,University of Missouri,Fragmenta Manuscripta 062
http://www.wikidata.org/entity/Q131086532,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 063",manuscript containing Canon law with gloss,DS10136,University of Missouri,Fragmenta Manuscripta 063
http://www.wikidata.org/entity/Q131086534,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 064",manuscript containing Antiphonal,DS10137,University of Missouri,Fragmenta Manuscripta 064
http://www.wikidata.org/entity/Q131086797,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 065",manuscript containing De poenitentia,DS10138,University of Missouri,Fragmenta Manuscripta 065
http://www.wikidata.org/entity/Q131086799,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 066",manuscript containing Sententiarum libri,DS10139,University of Missouri,Fragmenta Manuscripta 066
http://www.wikidata.org/entity/Q131086535,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 067",manuscript containing Legal treatise,DS10140,University of Missouri,Fragmenta Manuscripta 067
http://www.wikidata.org/entity/Q131086801,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 068",manuscript containing Doctrinale,DS10141,University of Missouri,Fragmenta Manuscripta 068
http://www.wikidata.org/entity/Q131086537,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 069",manuscript containing Treatise on logic,DS10142,University of Missouri,Fragmenta Manuscripta 069
http://www.wikidata.org/entity/Q131086803,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 070",manuscript containing Dialogues,DS10143,University of Missouri,Fragmenta Manuscripta 070
http://www.wikidata.org/entity/Q131086808,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 071","manuscript containing Celestial Hierarchy IX 10, 11, commentary on",DS10144,University of Missouri,Fragmenta Manuscripta 071
http://www.wikidata.org/entity/Q131086810,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 072",manuscript containing Summa theologiae,DS10145,University of Missouri,Fragmenta Manuscripta 072
http://www.wikidata.org/entity/Q131086539,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 073",manuscript containing Philosophical text,DS10146,University of Missouri,Fragmenta Manuscripta 073
http://www.wikidata.org/entity/Q131086814,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 074",manuscript containing De gradibus humilitatis et superbiae tractatus,DS10147,University of Missouri,Fragmenta Manuscripta 074
http://www.wikidata.org/entity/Q131086816,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 075",manuscript containing Moralia in Job,DS10148,University of Missouri,Fragmenta Manuscripta 075
http://www.wikidata.org/entity/Q131086541,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 076",manuscript containing Bible,DS10149,University of Missouri,Fragmenta Manuscripta 076
http://www.wikidata.org/entity/Q131086543,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 077",manuscript containing Legal text,DS10150,University of Missouri,Fragmenta Manuscripta 077
http://www.wikidata.org/entity/Q131086818,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 078",manuscript containing In Ioannis Evangelium tractatus,DS10151,University of Missouri,Fragmenta Manuscripta 078
http://www.wikidata.org/entity/Q131086545,"Columbia, Missouri, University of Missouri, Fragmenta Manuscripta 079",manuscript containing Canon law?,DS10152,University of Missouri,Fragmenta Manuscripta 079
