ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,"",Q49117,University of Pennsylvania,9949412833503681,Ms. Coll. 764 Item 50,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949412833503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3x071/manifest,"","","",1403.,1403,15,http://vocab.getty.edu/aat/300404465,,"","","Gregorio di San Miniato deed,","",Deed,"Notarial documents|Deeds|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027249|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|deeds|Manuscripts, Latin|Manuscripts, Renaissance","San Miniato, Gregorio di|San Miniato, Giovanni di|Amedei, Bartolomeo|San Miniato, Jacopo di|15th century|Real property--Italy--15th century|Real property|San Miniato (Italy)--History--15th century|Italy",||||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,||||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--San Miniato;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949412833503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949414473503681,Ms. Coll. 764 Item 52,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949414473503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3s653/manifest,"","","",1407.,1407,15,http://vocab.getty.edu/aat/300404465,,"","","Lease of San Miniato land,","",Lease,"Notarial documents|Leases|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027755|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|leases|Manuscripts, Latin|Manuscripts, Renaissance","San Miniato, Bertinaccio di|San Miniato, Gregorio di|15th century|Real property--Italy--15th century|Real property|San Miniato (Italy)--History--15th century|Italy",||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--San Miniato;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949414473503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949414503503681,Ms. Coll. 764 Item 54,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949414503503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nh1f/manifest,"","","",1407.,1407,15,http://vocab.getty.edu/aat/300404465,,"","","Ox payment decision,","",Decision,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","San Miniato, Gregorio di|Gherardini, Giorgio de'|Monteboro, Nicola di|Brusciana, Matteo di|Civil law--Italy|Civil law|Italy|San Miniato (Italy)--History--15th century|San Miniato (Italy)--Rural conditions|San Miniato (Italy)--Economic conditions",||||http://id.worldcat.org/fast/862544;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/862544|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1101474|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1919582,||||Civil law;Italy|Civil law|Italy|Italy--San Miniato;History;Fifteenth century|Italy--San Miniato;Rural conditions|Italy--San Miniato;Economic conditions,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949414503503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949414523503681,Ms. Coll. 764 Item 55,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949414523503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3hs8m/manifest,"","","",1407.,1407,15,http://vocab.getty.edu/aat/300404465,,"","","Declaration of receipt of ox,","",Receipt,"Notarial documents|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|Manuscripts, Renaissance|Manuscripts, Latin","San Miniato, Gregorio di Filippo di|Falconevisi, Ranuccio|Falconevisi, Nanni|San Miniato (Italy)--History--15th century|San Miniato (Italy)--Rural conditions",|||http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/1101474,|||Italy--San Miniato;History;Fifteenth century|Italy--San Miniato;Rural conditions,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949414523503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949414553503681,Ms. Coll. 764 Item 58,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949414553503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3d07c/manifest,"","","",1412.,1412,15,http://vocab.getty.edu/aat/300404465,,"","","Don Giovanni di Bartolo inheritance acknowledgment,","",Inheritance,"Notarial documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|Manuscripts, Latin|Manuscripts, Renaissance","Bartolo, Giovanni di, 1364-approximately 1440|Bartolo, Bartolomeo di|Monte, Guiduccio del|Inheritance and succession--Italy|Inheritance and succession|Wills--Italy|Wills|Italy|Barberino di Val d'Elsa (Italy)--History--15th century|Florence (Italy)--History--15th century",|||http://id.worldcat.org/fast/973371;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/973371|http://id.worldcat.org/fast/1175513;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1175513|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1284815;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,|||Inheritance and succession;Italy|Inheritance and succession|Wills;Italy|Wills|Italy|Italy--Barberino di Val d'Elsa;History;Fifteenth century|Italy--Florence;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949414553503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949415213503681,Ms. Coll. 764 Item 59,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949415213503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3892b/manifest,"","","",1413.,1413,15,http://vocab.getty.edu/aat/300404465,,"","","Vanne de' Medici power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Medici, Vanne de'|Medici, Giovanni de'|Duti, Domenico|Aldobrandini, Giovanni degli|Civil law--Italy|Civil law|Italy|Scarperia (Italy)--History--15th century|Mugello Valley (Italy)--History--15th century",||||http://id.worldcat.org/fast/862544;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/862544|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1239426;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1240684;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,||||Civil law;Italy|Civil law|Italy|Italy--Scarperia;History;Fifteenth century|Italy--Mugello Valley;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949415213503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949415363503681,Ms. Coll. 764 Item 61,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949415363503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p34h1s/manifest,"","","",1414.,1414,15,http://vocab.getty.edu/aat/300404465,,"","","Giovanni de' Medici power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|legal documents|Manuscripts, Latin|Manuscripts, Renaissance","Francesco, Guidone di|Medici, Giovanni de'|Pugi, Leonardo|Florence (Italy)--History--15th century",|||http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,|||Italy--Florence;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949415363503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949415393503681,Ms. Coll. 764 Item 63,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949415393503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3007n/manifest,"","","",1414.,1414,15,http://vocab.getty.edu/aat/300404465,,"","","Cecco di Nardo deed,","",Deed,"Notarial documents|Deeds|Manuscripts, Latin|Manuscripts, Renaissance",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027249|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008472,"notarial documents|deeds|Manuscripts, Latin|Manuscripts, Renaissance","Nardo, Cecco di|Fanti, Matteo|Francesco, Giuliano di|Baroncini, Andrea|15th century|Real property--Italy--15th century|Real property|Fucecchio (Italy)--History--15th century|Italy",||||http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1091096|http://id.worldcat.org/fast/1249683;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1204565,||||Fifteenth century|Real property;Italy;Fifteenth century|Real property|Italy--Fucecchio;History;Fifteenth century|Italy,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949415393503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949415423503681,Ms. Coll. 764 Item 64,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949415423503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3v94c/manifest,"","","",1415.,1415,15,http://vocab.getty.edu/aat/300404465,,"","","Michele di Fidanza power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|legal documents|Manuscripts, Renaissance|Manuscripts, Latin","San Miniato, Francesco di|San Miniato, Bartolomeo di|Tommaso, Guido di|Alberto, Alberto di|San Miniato, Michele di|San Miniato (Italy)--History--15th century",|||||http://id.worldcat.org/fast/1207349;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,|||||Italy--San Miniato;History;Fifteenth century,"","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949415423503681_marc.xml
,,,marc-xml,"",Q49117,University of Pennsylvania,9949415433503681,Ms. Coll. 764 Item 65,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949415433503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3p06g/manifest,"","","",1415.,1415,15,http://vocab.getty.edu/aat/300404465,,"","","Guglielmo Maro power of attorney,","",Power of attorney,"Notarial documents|Legal documents|Manuscripts, Renaissance|Manuscripts, Latin",http://vocab.getty.edu/aat/300164785|http://vocab.getty.edu/aat/300027590|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395,"notarial documents|legal documents|Manuscripts, Renaissance|Manuscripts, Latin","Giovanni, di Paolo, approximately 1403-approximately 1482|Paolo, Galigario di|Giovanni, di Paolo, approximately 1403-approximately 1482|Maro, Guglielmo|Florence (Italy)--History--15th century",http://id.worldcat.org/fast/1820696||http://id.worldcat.org/fast/1820696||http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,"Giovanni, di Paolo, approximately 1403-approximately 1482||Giovanni, di Paolo, approximately 1403-approximately 1482||Italy--Florence;History;Fifteenth century","","","","","","","","","","","","","","","","","","",,,,,,,In Latin,Q397,Latin,"","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,,2023-09-11 18:15:11 -0400,2022-08-03,9949415433503681_marc.xml
