row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
1,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.124842Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.039158600Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Aga Khan, Sadruddin, Prince, 1933-2003",former owner,,http://id.loc.gov/authorities/names/n78075292,human,Prince Sadruddin Aga Khan,Q123987
2,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z",Aḥmad ibn Mubārak Luṭf Allāh,former owner,احمد بن مبارك لطف الله،,,human,Aḥmad ibn Mubārak Luṭf Allāh,Q114242455
3,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Albertus, Magnus, Saint, 1193?-1280",author,,http://id.loc.gov/authorities/names/n81007973,human,Albertus Magnus,Q60059
4,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Alleyn, James",former owner,,,human,Sir James Alleyn,Q56063918
5,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z",Aristotle,author,,http://id.loc.gov/authorities/names/n79004182,human,Aristotle,Q868
6,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Arnaldus, de Villanova, -1311",author,,http://id.loc.gov/authorities/names/n50001534,human,Arnaldus de Villa Nova,Q356568
7,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Auslin, Johan",former owner,,,human,"Austin, Jehan",Q114075346
8,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Austin, Jehan",former owner,,,human,"Austin, Jehan",Q114075346
9,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.125843500Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Barker-Benfield, B. C",former owner,,http://id.loc.gov/authorities/names/n81140891,human,B.C. Barker-Benfield,Q113817294
10,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-20T22:49:35.126842400Z | NAME RECON STEP 3: START HUMAN RECON 2022-12-20T22:50:22.607149Z | NAME RECON STEP 6: START ORG RECON 2022-12-21T00:30:57.121154200Z | NAME RECON STEP 9: FINALIZED 2022-12-21T00:31:34.236552800Z","Beatty, A. Chester Sir, 1875-1968",former owner,,http://id.loc.gov/authorities/names/n79112307,human,Alfred Chester Beatty,Q1387981
