ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent,associated_agent_label,associated_agent_wikidata,associated_agent_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,amremm,Q21578,Princeton University,9963567753506421,"Islamic Manuscripts, Garrett no. 63H.",https://catalog.princeton.edu/catalog/9963567753506421,https://figgy.princeton.edu/concern/scanned_resources/bfeefc7c-7bef-4474-ab07-d4ea7333610e/manifest,"","","",17th-18th century?,1600^1799,17;18,http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Majmūʻat ashʻār mukhtalifah.,مجموعة اشعارمختلفة.,Majmūʻat ashʻār mukhtalifah,Poetry|Watermarks (Paper),http://id.worldcat.org/fast/1423828|http://id.loc.gov/vocabulary/rbmscv/cv01089,Poetry|Watermarks,"Manuscripts, Arabic--New Jersey--Princeton|Arabic poetry--Early works to 1800",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/812533;http://id.worldcat.org/fast/1411636,"Manuscripts, Arabic;New Jersey--Princeton|Arabic poetry;Early works","","","","","","","","","","","","","","","","","","",,,,,,,Arabic,Q13955,Arabic,"","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 103 leaves : paper ; 210 x 152 (165 x 102) mm bound to 210 x 150 mm.,"Ms. codex.|Selections from the poetical works of Abū Bakr ibn ʻAbd Allāh al-ʻAydarūs, 909 1503/4, Abū al-ʻAbbās Aḥmad ibn Fulaytah Qulaytah 231 845/6, Wajīh al-Dīn ʻAbd al-Raḥmān ibn Ibrāhīm al-ʻAlawī, Muḥyī al-Dīn Abū ʻAbd Allāh Muḥammad ʻAbd al-Ḥādī al-Sūdī, 932 1525/6 and Ḥātim al-Ahdal, 1013 1604/5.|Title from Hitti, P. Garrett Coll.|Marginal notes in different hands. MS incomplete at both beginning and end.|Collation: Paper ; fol. i + 103 + i ; modern foliation in pencil using Western numerals.|Layout: 17-19 lines per page.|Description: Rubricated ; verse separators in red ; watermarks (anchor; crown; palm; countermark with trefoil) ; MS in very poor condition.|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2023-05-17,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567763506421,"Islamic Manuscripts, Garrett no. 991H.",https://catalog.princeton.edu/catalog/9963567763506421,https://figgy.princeton.edu/concern/scanned_resources/4cc326b4-c383-4aaa-b7e7-11ccb06aa046/manifest,"","","",18th century?,1700^1799,18,http://vocab.getty.edu/aat/300404512,,Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ al-Tāʼīyah al-Subkīyah,کنز الذخائر وهدية المسافر الى النور السافر شرح التائية السبکية,Kitāb Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ al-Tāʼīyah al-Subkīyah /,كتاب كنز الذخائر وهدية المسافر الى النور السافر شرح التائية السبكية /,Kanz al-dhakhāʼir wa-hadīyat al-musāfir ilá al-nūr al-sāfir sharḥ al-Tāʼīyah al-Subkīyah,Headbands (Binding)|Watermarks (Paper),http://id.loc.gov/vocabulary/rbmscv/cv00453|http://id.loc.gov/vocabulary/rbmscv/cv01089,Headbands|Watermarks,"Subkī, Taqī al-Dīn ʻAlī ibn ʻAbd al-Kāfī, 1284-1355. Tāʼīiyah|Manuscripts, Arabic--New Jersey--Princeton",|http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,"|Manuscripts, Arabic;New Jersey--Princeton","Maḥallī, Muḥammad ibn Aḥmad, 1422 or 1423-1485 or 1486",محلي، محمد بن احمد، 1422 or 1423-1485 or 1486,"","","","","","","","","","","","","","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 171 leaves : paper ; 214 x 155 (155 x 95) mm bound to 214 x 154 mm.,"Ms. codex.|Title from title page (fol. 1a).|A few marginal notes. On the title page are several verses of poetry by Ḥusayn al-Maḥallī. On back of the last page is a tradition. The last eleven folios were supplied by a later hand (fol. 161-171).|Collation: ii + 171 + vii ; quires partially signed: 1-15 ; catchwords ; modern foliation in pencil using Western numerals.|Layout: 23 lines per page.|Description: Text in red and commentary in black ; watermarks (three crescents) ; MS in good condition.|Origin: Probably from the XVIIIth century.|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2023-08-14,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567773506421,"Islamic Manuscripts, Garrett no. 82H.",https://catalog.princeton.edu/catalog/9963567773506421,https://figgy.princeton.edu/concern/scanned_resources/10a0cf0a-224d-45ff-85c9-3c769efbe24f/manifest,"","","",not after 1805,1700^1805,18;19,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,"","",Dīwān.,ديوان.,Dīwān,Autographs (Provenance)|headpieces (layout features)|illuminated manuscripts|Poetry,http://id.loc.gov/vocabulary/rbmscv/cv00177|http://vocab.getty.edu/page/aat/300207342|http://vocab.getty.edu/aat/300265483|http://id.worldcat.org/fast/1423828,Autographs|headpieces (layout features)|illuminated manuscripts|Poetry,"Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Ibn Khallūf, Aḥmad ibn Abī al-Qāsim, 1425-1493 or 1494",ابن خلوف، احمد بن ابي القاسم، -1493 or 1494,"",Q107178029,human,Shihāb al-Dīn ibn al-Khalūf,"","","","","","","","","","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,"Extent: 88, (1) leaves : paper ; 192 x 127 (158 x 72) mm. bound to 193 x 130 mm.","Collation: Paper ; fols. 88 + (1) ; catchwords ; modern foliation in pencil using Western numerals.|Decoration: Elaborate illuminated headpiece in gold with blue, gray and yellow floral designs.|Description: Rubricated ; MS in excellent condition, binding detached from text block.|Layout: 21 lines per page with separation between hemistitches ; frame-ruled in gold with red lines separating hemistitches.|Marginal notes by a later hand.|Ms. codex.|Title supplied by cataloger.|Title page bears two obliterated autographs of owner, one dated 1220. Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567793506421,"Islamic Manuscripts, Garrett no. 65H.",https://catalog.princeton.edu/catalog/9963567793506421,https://figgy.princeton.edu/concern/scanned_resources/f848c337-a4ef-43dd-be0a-50fa6d5a277a/manifest,"","","",1136 1723 or 1724,1723,18,http://vocab.getty.edu/aat/300404512,,Mukhammasāt al-Qasṭallānī.,مخمسات القسطلاني.,Hāz̲ā Qaṣīdah-i Qasṭallānī,هذا قصيده قسطلانى,Arabic poetry,Autographs (Provenance)|Blind tooled bindings (Binding)|Doublures (Binding)|Poetry|Stamps (Provenance),http://id.loc.gov/vocabulary/rbmscv/cv00177|http://id.loc.gov/vocabulary/rbmscv/cv00632|http://id.loc.gov/vocabulary/rbmscv/cv00513|http://id.worldcat.org/fast/1423828|,Autographs|Blind tooled bindings|Doublures|Poetry|,"Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518",قسطلاني، احمد بن محمد، 1447 or 1448-1517 or 1518,"",Q2829271,human,Al-Qastallani,"","","","","","","","","","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 16 leaves : paper ; 222 x 160 (156 x 83) mm. bound to 214 x 160 mm.,"Collation: Paper ; fol. 16 ; modern foliation in pencil using Western numerals.|Description: Headings in red ; verse separators in red ; full vowel signs ; MS in good condition.|Layout: 5 lines per page with interlinear glosses.|Marginal and interlinear glosses.|Ms. codex.|Origin: According to colophon copied 1136 (fol. 16a).|Title from title page (fol. 1a).|Title page has autograph of an owner (Ismāʻīl) and a seal impression with: ... ʻalá ... fī kull al-umūr tasʻad. A second ownernship statement mentions al-Sayyid al-Aḥmadī ibn al-Sayyid Muḥammad. Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567803506421,"Islamic Manuscripts, Garrett no. 66H.",https://catalog.princeton.edu/catalog/9963567803506421,https://figgy.princeton.edu/concern/scanned_resources/fc9b2609-d43c-445e-bbb8-5a734648ba7a/manifest,"","","","2 Shawwāl 1282 February 18,1866",1866^218,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,http://vocab.getty.edu/aat/300404495;http://vocab.getty.edu/aat/300404496;http://vocab.getty.edu/aat/300404497;http://vocab.getty.edu/aat/300404498;http://vocab.getty.edu/aat/300404499;http://vocab.getty.edu/aat/300404500;http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502;http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504;http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513,,Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs,ازالة العبوس عن قصيدة ابن عروس,Kitāb Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs.,کتاب ازالة العبوس عن قصيدة ابن عروس.,Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs,Blind tooled bindings (Binding)|Doublures (Binding)|Headbands (Binding),http://id.loc.gov/vocabulary/rbmscv/cv00632|http://id.loc.gov/vocabulary/rbmscv/cv00513|http://id.loc.gov/vocabulary/rbmscv/cv00453,Blind tooled bindings|Doublures|Headbands,"Ibn ʻArūs, Aḥmad, -1463 or 1464. Qaṣīdah|Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",|http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"|Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Bahnasī, Muḥammad ibn Muḥammad ibn ʻAbd al-Raḥmān, -1592 or 1593",بهنسي، محمد بن محمد بن عبد الرحمن، -1592 or 1593,"","","","","","","","","","","Miṣrī, Ḥasanayn ibn Muḥammad",مصري، حسنين بن محمد,"","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 48 leaves : paper ; 224 x 157 (155 x 90) mm. bound to 226 x 160 mm.,"Collation: Paper ; fol. i + 48 + i ; catchwords ; modern foliation in pencil using Western numerals.|Description: Text in red and commentary in black ; MS in excellent condition and very neat. Binding cracked and edges damaged.|Layout: 19 lines per page ; frame-ruled in red.|Marginal notes. Immediately after the colophon and on the four following folios occurs the Ode of ibn ʻArūs.|Ms. codex.|Origin: According to colophon copied 2 Shawwāl 1282 by Ḥasanayn ibn Muḥammad ibn Muṣṭafá al-Miṣrī (fol. 44b).|Title from title page (fol. 1a).|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567813506421,"Islamic Manuscripts, Garrett no. 67H.",https://catalog.princeton.edu/catalog/9963567813506421,https://figgy.princeton.edu/concern/scanned_resources/85e7c999-0209-44c2-a500-ac19e4b7220e/manifest,"","","",1079 1668 or 1669,1668,17,http://vocab.getty.edu/aat/300404511,,"","",al-Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam.,الدر المنظم في مدح الحبيب الاعظم.,Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam,Autographs (Provenance)|Blind tooled bindings (Binding)|Early works|Poetry,http://id.loc.gov/vocabulary/rbmscv/cv00177|http://id.loc.gov/vocabulary/rbmscv/cv00632|http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1423828,Autographs|Blind tooled bindings|Early works|Poetry,"Muḥammad, Prophet, -632--Poetry--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Muḥammad, Prophet, -632;Poetry;Early works|Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Ḥamīdī, ʻAbd al-Raḥmān ibn Aḥmad ibn ʻAlī",حميدي، عبد الرحمن بن احمد بن علي,"","","","","","","","","","","Anbābī, Manṣūr",انبابي، منصور,"","","","",,,,,,,"","","","","","","","","",paper ; 201 x 140 (160 x 95) mm. bound to 202 x 140 mm,"","",Extent: 80 leaves : paper ; 201 x 140 (160 x 95) mm. bound to 202 x 140 mm.,"Collation: Paper ; fol. 80 ; catchwords ; separation between hemistitches ; foliation in ink using Hindu-Arabic numerals ; modern foliation in pencil using Western numerals.|Description: Full vowel signs ; rubricated ; MS in good condition. MS is rare.|Layout: 17 lines per page ; ruled.|Marginal notes and glosses; interlinear notes. On the folio before the first is a title for the MS, added by a different hand. On two folios after the colophon are a poem by Miṣbāḥ al-Sakandari and a prayer by Muḥammad al-Bakrī al-Ṣiddīqī.|Ms. codex.|Origin: According to colophon copied 1079 by Manṣūr al-Anbābī (fol. 77b).|Title from colophon (fol. 77b).|Obliterated autograph of an owner (fol. (1)a. On the first folio is the autograph of an owner, ʻAlī ibn Ḥasan al-Mahdī dated 1227. Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567823506421,"Islamic Manuscripts, Garrett no. 69H.",https://catalog.princeton.edu/catalog/9963567823506421,https://figgy.princeton.edu/concern/scanned_resources/076b6ade-7ddf-4561-9ad9-52d7310a11f6/manifest,"","","","","",,,,"","",Dīwān /,ديوان /,Dīwān,Blind tooled bindings (Binding)|headpieces (layout features)|illuminated manuscripts|Poetry,http://id.loc.gov/vocabulary/rbmscv/cv00632|http://vocab.getty.edu/page/aat/300207342|http://vocab.getty.edu/aat/300265483|http://id.worldcat.org/fast/1423828,Blind tooled bindings|headpieces (layout features)|illuminated manuscripts|Poetry,"Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","ʻInāyātī, Aḥmad ibn Aḥmad, 1525 or 1526-1605 or 1606",عناياتي، احمد بن احمد، 1525 or 1526-1605 or 1606,"","","","","","","","","","","","","","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 79 leaves : paper ; 202 x 143 (150 x 87) mm. bound to 202 x 150 mm.,"Collation: Paper ; fol. 79 ; catchwords ; foliated in black ink using Hindu-Arabic numerals ; modern foliation in pencil using Western numerals.|Decoration: Simple illuminated headpiece on fol. 1b with gilt frame.|Description: Rubricated ; poems are numbered ; MS in good condition but several folios worm-eaten and mended. Probably a folio after the first is lost; the folios are numbered 84, while they count only 79. It is evident that some folios are lost at the end.|Layout: 21 lines per page with separation between hemistitches ; ruled.|Marginal notes; marginal and interlinear glosses. On the title page are defaced autographs of several owners, two verses of poetry and some additional markings.|Ms. codex.|Title from title page (fol. 1a).|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567833506421,"Islamic Manuscripts, Garrett no. 70H.",https://catalog.princeton.edu/catalog/9963567833506421,https://figgy.princeton.edu/concern/scanned_resources/4ecd8dbd-3030-41b5-8f9c-5f910b277521/manifest,Dimashq,http://vocab.getty.edu/tgn/7002261,Damascus,"28 Shaʻbān 1067 June 11, 1657?",1657^611,7;8;9;10;11;12;13;14;15;16;17,http://vocab.getty.edu/aat/300404499;http://vocab.getty.edu/aat/300404500;http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502;http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504;http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511,,"","",Dīwān.,ديوان.,Dīwān,Headbands (Binding)|Poetry,http://id.loc.gov/vocabulary/rbmscv/cv00453|http://id.worldcat.org/fast/1423828,Headbands|Poetry,"Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Ibn al-Jazarī, Ḥusayn ibn Aḥmad, 1589-1624",ابن الجزري، حسين بن احمد، 1589-1624,"","","","","","","","","","","Ḥarīrī, Rajab ibn Ḥijāzī",حريري، رجب بن حجازي,"","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 106 leaves : paper ; 190 x 131 (137 x 80) mm. bound to 190 x 137 mm.,"Collation: Paper ; fol. i + 106 + i ; catchwords ; modern foliation in pencil using Western numerals.|Description: Rubricated ; MS in good condition but several folios are worm-eaten. Folios 2, 3 and 106 mended.|Layout: 25 lines per page with separation between hemistitches.|Ms. codex.|Origin: According to colophon copied Sunday 28 Shaʻbān 1067 by Rajab ibn Ḥijāzī al-Ḥarīrī in Damascus (fol. 106b).|Title from colophon (fol. 106a).|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567843506421,"Islamic Manuscripts, Garrett no. 72H.",https://catalog.princeton.edu/catalog/9963567843506421,https://figgy.princeton.edu/concern/scanned_resources/aaf4b76c-6163-4ca5-9bdd-7dc1c5768508/manifest,"","","",16--?,1600^1699,17,http://vocab.getty.edu/aat/300404511,,Rawḍat al-ʻirfān wa-nuzʹhat al-insān.,روضة العرفان ونزهة الانسان.,Hādhā al-Dīwān Rawḍat al-ʻirfān wa-nuzʹhat al-insān.,هذا الديوان روضة العرفان ونزهة الانسان.,Rawḍat al-ʻirfān wa-nuzʹhat al-insān,Blind tooled bindings (Binding)|Early works|Gold tooled bindings (Binding)|headpieces (layout features)|illuminated manuscripts|Leather doublures (Binding)|Poetry,http://id.loc.gov/vocabulary/rbmscv/cv00632|http://id.worldcat.org/fast/1411636|http://id.loc.gov/vocabulary/rbmscv/cv00551|http://vocab.getty.edu/page/aat/300207342|http://vocab.getty.edu/aat/300265483|http://id.loc.gov/vocabulary/rbmscv/cv00583|http://id.worldcat.org/fast/1423828,Blind tooled bindings|Early works|Gold tooled bindings|headpieces (layout features)|illuminated manuscripts|Leather doublures|Poetry,"Muḥammad, Prophet, -632--Poetry--Early works to 1800|Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Muḥammad, Prophet, -632;Poetry;Early works|Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Abū al-Mawāhib, Muḥammad ibn Muḥammad, -1627 or 1628",ابو المواهب، محمد بن محمد، -1627 or 1628,"","","","","","","","","","","","","","","","",,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 127 leaves : paper ; 231 x 145 (185 x 95) mm. bound to 228 x 158 mm.,"Collation: Paper ; fol. 127 ; catchwords ; modern foliation in pencil using Western numerals.|Decoration: Illuminated headpiece in gold with floral drawing and a gilt roundel on fol. 1b. Fol. 2a frame-ruled in gold.|Description: Readings in red ; MS in poor condition, worm-eaten and foxed, loose folios and binding. MS is extremely rare.|Layout: 15 lines per page ; frame-ruled in red.|Ms. codex.|Though full name of author does not appear in MS, study of persons mentioned reveals that he lived in eleventh Muslim century; and in eulogizing the Prophet he designates himself as Abū al-Mawāhib ibn Ṣiddīq. Probably this copy was made during lifetime of author.|Title from heading (fol. 2b).|Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
,,,marc-xml,amremm,Q21578,Princeton University,9963567853506421,"Islamic Manuscripts, Garrett no. 74H.",https://catalog.princeton.edu/catalog/9963567853506421,https://figgy.princeton.edu/concern/scanned_resources/7b4d63ba-bb5a-4168-9cf6-3364573da92d/manifest,"","","","15 Rabīʻ II 1125 May 11, 1713",1713^511,6;7;8;9;10;11;12;13;14;15;16;17;18,http://vocab.getty.edu/aat/300404498;http://vocab.getty.edu/aat/300404499;http://vocab.getty.edu/aat/300404500;http://vocab.getty.edu/aat/300404501;http://vocab.getty.edu/aat/300404502;http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504;http://vocab.getty.edu/aat/300404505;http://vocab.getty.edu/aat/300404506;http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510;http://vocab.getty.edu/aat/300404511;http://vocab.getty.edu/aat/300404512,,"","",Dīwān /,ديوان /,Dīwān,Poetry,http://id.worldcat.org/fast/1423828,Poetry,"Manuscripts, Arabic--New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939|http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1204939,"Manuscripts, Arabic;New Jersey--Princeton|Manuscripts, Arabic|New Jersey--Princeton","Ibn Abī Numayy, Aḥmad ibn Masʻūd, -1632 or 1633",ابن ابي نمي، احمد بن مسعود، -1632 or 1633,"","","","","","","","","","","Udkāwī, ʻAbd Allāh ibn ʻAbd Allāh, 1692 or 1693-1770 or 1771",ادكاوي، عبد الله بن عبد الله، 1692 or 1693-1770 or 1771,"",ʻAbd Allāh ibn ʻAbd Allāh Udkāwī,Q122947968,human,,,,,,,"","","","","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 43 leaves : paper ; 201 x 137 (140 x 95) mm. bound to 210 x 145 mm.,"Collation: Paper ; fol. i + 43 + i ; catchwords ; modern foliation in pencil using Western numerals.|Description: Headings and line markers in red ; MS in good condition but several folios are worm-eaten and mended.|Layout: 19 lines per page with separation between hemistitches.|Marginal notes. On folio 38 is a statement by a later hand that the dīwān ends there. On last five folios are several poems by the author, not included in the dīwān, and by others. On title page occur a numerical table, and some additional writing, most of which is defaced.|Ms. codex.|Origin: According to colophon copied Thursday 15 Rabīʻ II 1125 by ʻAbd Allāh ibn ʻAbd Allāh ibn Salāmah al-Muʼadhdhin al-Udkāwī (fol. 43b).|Title from title page (fol. 1a).|Autographs (Provenance)|Title page carries autographs of several owners, mostly defaced, one of whom is ʻAlī, Nāʼib al-Ḥaram, and another which is dated 1223 (fol. 1a). Acquired from Brill, Leyden, 1900.",,2023-11-05 10:29:14 -0500,2022-12-20,20230823-princeton-marcxml-islamic.xml
