subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Qurʼan--Commentaries--Early works to 1800,0,a--v--v,,,,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11441;Q2812;Q300
Coran--Commentaires--Ouvrages avant 1800,6,a--v--v,,,,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11441;Q2812;Q300
Qurʼan,fast,a,,,,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Qurʼan--Commentaries--Early works to 1800,0,a--x--v,,,,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11441;Q2812;Q300
Coran--Commentaires--Ouvrages avant 1800,6,a--x--v,,Qurʼan;Commentaries;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11441;Q2812;Q300,,,
"Tafsīr al-Jalālayn (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",fast,a,,"Tafsīr al-Jalālayn (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",http://id.worldcat.org/fast/1369394,Q6942,,,
"Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459. Tafsīr al-Jalālayn",0,a;d;t,,"Tafsīr al-Jalālayn (Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad)",http://id.worldcat.org/fast/1369394,Q6942,,,
"Suyūṭī, 1445-1505. Tafsīr al-Jalālayn",0,a;d;t,,,,,,,
Qurʼan. Juzʼ ʻAmma--Commentaries--Early works to 1800,0,a;p--v--v,,,,,Qurʼan. Juzʼ ʻAmma;Commentaries;Early works,http://id.worldcat.org/fast/1842880;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q48919;Q2812;Q300
Qurʼan. Juzʼ ʻAmma,fast,a;p,,Qurʼan. Juzʼ ʻAmma,http://id.worldcat.org/fast/1842880,Q48919,,,
Qurʼan. Sūrat al-Fātiḥah--Commentaries--Early works to 1800,0,a;p--v--v,,,,,Qurʼan. Sūrat al-Fātiḥah;Commentaries;Early works,http://id.worldcat.org/fast/1842895;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11465;Q2812;Q300
Qurʼan. Sūrat al-Fātiḥah,fast,a;p,,,,,Qurʼan. Sūrat al-Fātiḥah,http://id.worldcat.org/fast/1842895,Q11465
Qurʼan. Sūrat Āl ʻImrān--Commentaries--Early works to 1800,0,a;p--v--v,,Qurʼan. Sūrat Āl ʻImrān;Commentaries;Early works,http://id.worldcat.org/fast/1842902;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5455;Q2812;Q300,,,
Qurʼan. Sūrat Āl ʻImrān,fast,a;p,,Qurʼan. Sūrat Āl ʻImrān,http://id.worldcat.org/fast/1842902,Q5455,,,
Qurʼan. Sūrat al-Anʻām--Commentaries--Early works to 1800,0,a;p--v--v,,Qurʼan. Sūrat al-Anʻām;Commentaries;Early works,http://id.worldcat.org/fast/1842886;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11489;Q2812;Q300,,,
