subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Ethics--Early works to 1800,0,a--v,,,,,Ethics;Early works,http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636,Q312;Q300
Classical literature,0,a,,,,,Classical literature,http://id.worldcat.org/fast/863509,Q2988
"Manuscripts, Latin (Medieval and modern)--Italy--15th century",0,a--z--y,,,,,"Manuscripts, Latin (Medieval and modern);Italy;Fifteenth century",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q10783;Q249;Q154
"Manuscripts, Medieval--Michigan--Kalamazoo",0,a--z--z,,,,,"Manuscripts, Medieval;Michigan--Kalamazoo",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204469,Q325;Q27166
Illumination of books and manuscripts--Italy--15th century,0,a--z--y,,,,,Illumination of books and manuscripts;Italy;Fifteenth century,http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q272;Q249;Q154
"Manuscripts, Latin (Medieval and modern)--Italy",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);Italy",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204565,Q10783;Q249
"Manuscripts, Arabic--18th century",0,a--y,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,Q256;Q3024
"Calligraphy, Arabic--18th century",0,a--y,,,,,"Calligraphy, Arabic;Eighteenth century",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/904058,Q11395;Q3024
Islamic illumination of books and manuscripts,0,a,,,,,Islamic illumination of books and manuscripts,http://id.worldcat.org/fast/1730333,Q27000
Arabic language--Texts,0,a--v,,,,,Arabic language;Texts,http://id.worldcat.org/fast/812287;http://id.worldcat.org/fast/1423705,Q2953;Q3066
"Manuscripts, Arabic--Michigan--Kalamazoo",0,a--z--z,,,,,"Manuscripts, Arabic;Michigan--Kalamazoo",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204469,Q256;Q27166
"Manuscripts, Latin (Medieval and modern)--France",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);France",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204289,Q10783;Q152
Manuscripts--Michigan--Kalamazoo,0,a--z--z,,,,,Manuscripts;Michigan--Kalamazoo,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204469,Q38609;Q27166
Leases--Belgium,0,a--z,,,,,Leases;Belgium,http://id.worldcat.org/fast/995047;http://id.worldcat.org/fast/1210278,Q26980;Q16301
Land tenure--Belgium,0,a--z,,,,,Land tenure;Belgium,http://id.worldcat.org/fast/991362;http://id.worldcat.org/fast/1210278,Q4824;Q16301
"Manuscripts, Medieval--Belgium",0,a--z,,,,,"Manuscripts, Medieval;Belgium",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1210278,Q325;Q16301
"Manuscripts, Dutch--Michigan--Kalamazoo",0,a--z--z,,,,,"Manuscripts, Dutch;Michigan--Kalamazoo",http://id.worldcat.org/fast/1008323;http://id.worldcat.org/fast/1204469,Q5931;Q27166
Belgium--History--15th century--Sources,0,a--x--y--v,,,,,Belgium;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q16301;Q6879;Q154;Q2769
"Sermons, Latin--Early works to 1800",0,a--v,,,,,"Sermons, Latin;Early works",http://id.worldcat.org/fast/1113283;http://id.worldcat.org/fast/1411636,Q3563;Q300
Illumination of books and manuscripts--France--15th century,0,a--z--y,,,,,Illumination of books and manuscripts;France;Fifteenth century,http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q272;Q152;Q154
"Punic War, 2nd, 218-201 B.C.",0,a,,,,,Punic War (2nd) (218-201 B.C.),http://id.worldcat.org/fast/1084093,Q39060
"Rome--History--Republic, 510-265 B.C.--Early works to 1800",0,a--x--y--v,,,,,Rome (Empire);History;510-265 B.C.;Early works,http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355939;http://id.worldcat.org/fast/1411636,Q3038;Q6879;Q26970;Q300
Receipts (Acknowledgments)--France,0,a--z,,,,,Receipts (Acknowledgments);France,http://id.worldcat.org/fast/1091333;http://id.worldcat.org/fast/1204289,Q26997;Q152
"Manuscripts, Medieval--France",0,a--z,,,,,"Manuscripts, Medieval;France",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204289,Q325;Q152
"Manuscripts, French--Michigan--Kalamazoo",0,a--z--z,,,,,"Manuscripts, French;Michigan--Kalamazoo",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1204469,Q319;Q27166
France--History--15th century--Sources,0,a--x--y--v,,,,,France;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q152;Q6879;Q154;Q2769
Prayer books--France--15th century,0,a--z--y,,,,,Prayer books;France;Fifteenth century,http://id.worldcat.org/fast/1074734;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q12535;Q152;Q154
Chansons de geste--Early works to 1800,0,a--v,,,,,Chansons de geste;Early works,http://id.worldcat.org/fast/852146;http://id.worldcat.org/fast/1411636,Q27088;Q300
"Manuscripts, French",0,a,,,,,"Manuscripts, French",http://id.worldcat.org/fast/1008338,Q319
Lectionaries,0,a,,,,,Lectionaries,http://id.worldcat.org/fast/995270,Q4239
Manuscripts--Egypt--14th century,0,a--z--y,,Manuscripts;Egypt;Fourteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/933420,Q38609;Q11259;Q295,,,
Coptic manuscripts--14th century,0,a--y,,Coptic manuscripts;Fourteenth century,http://id.worldcat.org/fast/1734594;http://id.worldcat.org/fast/933420,Q4207;Q295,,,
Coptic language--Texts,0,a--v,,,,,Coptic language;Texts,http://id.worldcat.org/fast/878617;http://id.worldcat.org/fast/1423705,Q27005;Q3066
Books of hours--France--Paris--15th century,0,a--z--z--y,,,,,Books of hours;France--Paris;Fifteenth century,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1205283;http://id.worldcat.org/fast/923962,Q5889;Q27297;Q154
"Manuscripts, Latin--France",0,a--z,,,,,"Manuscripts, Latin;France",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1204289,Q210;Q152
"Manuscripts, Latin (Medieval and modern)--Michigan--Kalamazoo",0,a--z--z,,,,,"Manuscripts, Latin (Medieval and modern);Michigan--Kalamazoo",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204469,Q10783;Q27166
Books of hours,fast,a,(OCoLC)fst00836484,,,,Books of hours,http://id.worldcat.org/fast/836484,Q5889
Illumination of books and manuscripts,fast,a,(OCoLC)fst00967235,,,,Illumination of books and manuscripts,http://id.worldcat.org/fast/967235,Q272
"Manuscripts, Latin",fast,a,(OCoLC)fst01008395,,,,"Manuscripts, Latin",http://id.worldcat.org/fast/1008395,Q210
"Manuscripts, Latin (Medieval and modern)",fast,a,(OCoLC)fst01008399,,,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
"Manuscripts, Medieval",fast,a,(OCoLC)fst01008422,,,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422,Q325
Prayers and devotions,fast,a,(OCoLC)fst01935484,,,,Prayers and devotions,http://id.worldcat.org/fast/1935484,Q48394
France,fast,a,(OCoLC)fst01204289,,,,France,http://id.worldcat.org/fast/1204289,Q152
France--Paris,fast,a--z,(OCoLC)fst01205283,,,,France--Paris,http://id.worldcat.org/fast/1205283,Q27297
Michigan--Kalamazoo,fast,a--z,(OCoLC)fst01204469,,,,Michigan--Kalamazoo,http://id.worldcat.org/fast/1204469,Q27166
