title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Mishneh Torah (ha-yad ha-ḥazaqah),,,,,,Mishneh Torah,Q39762
Thai folding book,,,,Thai folding book,Q100398,,
Antiphonary,,,,,,Antiphonary,Q654
Antiphonarium simul et hymnariu[m] chorale : juxta breviarum romanum transcriptu[m] ad ussum Fratum Minorum Discalceatorum huius Almae Provinciae S. Didaci Strictioris Observantiae Regularis S. P. N. S. Francisci in hoc Conventu Sanctae Mariae Angelorum de Ocholoposco : commorantium tertia pars,,,,Liturgical texts,Q6055,,
Secreti medicinali,,,,,,Secreti medicinali,Q75981
Pichon Hours leaf,,,,,,Pichon Hours;Book of hours,Q75979;Q795
Sefer Ohel Mo'ed,,,,,,Sefer Ohel Mo'ed,Q75982
"""Tent of Meeting""",,,,Religious text,Q1465,,
Inshā-i Harkarn,,,,,,Inshā-i Harkarn,Q75971
"Psalter, diurnal",,,,,,Psalter,Q660
"Psalmi ad horas diurnas, hymni [et] annu[m] [et] ad horas, agenda [de]functo[rum] cu[m] lectioni[bus] [et] laudibus",,,,Psalter-Hours,Q39705,,
Antiphonal,,,,,,Antiphonary,Q654
Sermons for the temporale,,,,,,Sermons for the temporale,Q820
Fragment from commentary on Priscian,,,,Commentary,Q1376,,
Phalaridis Epistolae,,,,,,Letters of Phalaris,Q823
Fisicha della santa del chorpo del uomo,,,,Medical texts,Q817,,
La fisicha del maestro Aldobrandino da Siena il quale chonpuose in linghua franciescha della santa del chorpo del uomo e di ciaschuno nenbro : per se traslatata in volghare,,,,Medical texts,Q817,,
Régime du corps,,,,Régime du corps,Q824,,
Book of Hours,,,,,,Book of hours,Q795
De corpore et sanguine Domini,,,,,,De corpore et sanguine Domini,Q812
Epistola Petri Damiani de die iudicii,,,,Letter,Q1454,,
Vita di S. Marcio,,,,Hagiography,Q6022,,
Italian sermons,,,,Sermons,Q1400,,
"Roman Catholic apologetic works by the praedicator of the Capuchins in Cesena, Bonaventura Bertoni",,,,Apologetic text,Q55028,,
Speech of Pope Innocent XI,,,,Speeches,Q3131,,
"Book of Hours, use of Rome",,,,,,Book of hours,Q795
Chy fait mencion comment le Roy Henry d'Engleterre renvoya la Reyne Izabel jadis femme du Roy Richard d'Engleterre en France et de ceulx qui le rechevirent,,,,,,,
"History of France and England during the reigns of Henry IV, Henry V, Henry VI",,,,,,History of France;History of England,Q819;Q821
[Dalāʼil al-khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāh ʻalá al-nabī al-mukhtār ... etc],[دلائل الخيرات وشوارق الانوار في ذكر الصلاة على النبي المختار … الخ],,,,,Dala'il al-Khayrat,Q18568
[Dīvān-i Ḥāfiẓ],[دیوان حافظ],,,,,Divan of Hafez;Diwan,Q18593;Q11912
Office of the Dead,,,,,,Office of the Dead,Q17604
Confiteor,,,,,,Confiteor,Q75969
[Asmāʾ al-ṣaḥābah al-badrīyīn],[أسماء الصحابة البدريين],,,,,Asmāʾ al-ṣaḥābah al-badrīyīn,Q75970
