subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Shīʿah--Early works to 1800,0,a--v,,Shīʻah;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1411636,Q11431;Q300,,,
Chiisme--Ouvrages avant 1800,6,a--v,,Shīʻah;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1411636,Q11431;Q300,,,
Shīʻah,fast,a,,,,,Shīʻah,http://id.worldcat.org/fast/1117946,Q11431
Sufism--Early works to 1800,0,a--v,,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Soufisme--Ouvrages avant 1800,6,a--v,,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Sufism,fast,a,,,,,Sufism,http://id.worldcat.org/fast/1137257,Q11239
Sufism--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008112367,,,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636,Q11239;Q300
Qādirīyah--Early works to 1800,0,a--v,,,,,Qādirīyah;Early works,http://id.worldcat.org/fast/1086201;http://id.worldcat.org/fast/1411636,Q54938;Q300
Sufis--Biography--Early works to 1800,0,a--v--v,http://id.loc.gov/authorities/subjects/sh2010115021,,,,Sufis;Biographies;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q11475;Q3051;Q300
Sufis--Genealogy--Early works to 1800,0,a--x--v,,,,,Sufis;Genealogy;Early works,http://id.worldcat.org/fast/1137253;http://id.worldcat.org/fast/939652;http://id.worldcat.org/fast/1411636,Q11475;Q38912;Q300
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Ansar--Early works to 1800,0,a--v,,Ansar;Early works,http://id.worldcat.org/fast/809989;http://id.worldcat.org/fast/1411636,Q101302;Q300,,,
Metaphor--Early works to 1800,0,a--v,,,,,Metaphor;Early works,http://id.worldcat.org/fast/1018283;http://id.worldcat.org/fast/1411636,Q48847;Q300
Islamic law--Sources--Early works to 1800,0,a--v--v,http://id.loc.gov/authorities/subjects/sh2009127650,,,,Islamic law;Sources;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1423900;http://id.worldcat.org/fast/1411636,Q3605;Q2769;Q300
Bible--Islamic interpretations--Early works to 1800,0,a--x--v,,Bible;Islamic interpretations of sacred works;Early works,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1907309;http://id.worldcat.org/fast/1411636,Q4267;Q11458;Q300,,,
Manuscrits arabes--New Jersey--Princeton,6,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
"Manuscripts, Arabic",fast,a,,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
New Jersey--Princeton,fast,a--z,,,,,New Jersey--Princeton,http://id.worldcat.org/fast/1204939,Q11460
Sufism--Doctrines--History--15th century--Sources,0,a--x--x--y--v,,Sufism--Doctrines;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q11235;Q6879;Q154;Q2769,,,
Islamic philosophy--History--15th century--Sources,0,a--x--y--v,,Islamic philosophy;History;Fifteenth century;Sources,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q3016;Q6879;Q154;Q2769,,,
Metaphysics--Islamic empire--15th century,0,a--z--y,,Metaphysics;Islamic Empire;Fifteenth century,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q277;Q11211;Q154,,,
Muslim scholars--Certification--History--17th century--Sources,0,a--x--x--y--v,,,,,Muslim scholars;History;Seventeenth century;Sources,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q11224;Q6879;Q2771;Q2769
Hadith--Authorities--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008105461,,,,Hadith--Authorities;Early works,http://id.worldcat.org/fast/950115;http://id.worldcat.org/fast/1411636,Q11526;Q300
"Hadith--Criticism, interpretation, etc.--Early works to 1800",0,a--x--v,http://id.loc.gov/authorities/subjects/sh2008105464,,,,"Hadith;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q3581;Q177;Q300
Reading,fast,a,,,,,Reading,http://id.worldcat.org/fast/1090626,Q11145
900-1199,fast,a,,Tenth century;Eleventh century;Twelfth century,http://id.worldcat.org/fast/1147737;http://id.worldcat.org/fast/908096;http://id.worldcat.org/fast/1159791,Q12530;Q306;Q304,,,
Shaykhī--Doctrines,0,a--x,,,,,Shaykhī--Doctrines,http://id.worldcat.org/fast/1115407,Q48828
Shaykhī--Texts--Manuscripts,0,a--v--v,,Shaykhī;Texts;Manuscripts,http://id.worldcat.org/fast/1115406;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1424060,Q18307;Q3066;Q331,,,
Creation (Islam)--History of doctrines,0,a--x,,Creation (Islam),http://id.worldcat.org/fast/882392,Q11434,,,
Free will and determinism--Religious aspects--Islam,0,a--x--x,,,,,Free will and determinism--Religious aspects--Islam,http://id.worldcat.org/fast/933979,Q11518
Future life--Islam,0,a--x,,,,,Future life--Islam,http://id.worldcat.org/fast/936737,Q11604
God (Islam)--History of doctrines,0,a--x,,God (Islam)--History of doctrines,http://id.worldcat.org/fast/944145,Q48870,,,
Hadith--Commentaries,0,a--v,,,,,Hadith;Commentaries,http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1423723,Q3581;Q2812
Intention--Religious aspects--Islam,0,a--x--x,,Intention--Religious aspects--Islam,http://id.worldcat.org/fast/975956,Q64178,,,
Islamic philosophy--History,0,a--x,,Islamic philosophy;History,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/958235,Q3016;Q6879,,,
"Knowledge, Theory of (Islam)",0,a,,,,,"Knowledge, Theory of (Islam)",http://id.worldcat.org/fast/988208,Q64167
"Medicine, Arab",0,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Metaphysics--History,0,a--x,,Metaphysics;History,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/958235,Q277;Q6879,,,
Prayer--Islam,0,a--x,,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135
Shīʿah--Doctrines--History,0,a--x--x,,Shīʻah--Doctrines;History,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/958235,Q39091;Q6879,,,
Soul--Islam--History of doctrines,0,a--x--x,,Soul--Islam--History of doctrines,http://id.worldcat.org/fast/1126919,Q12646,,,
Spiritual life--Islam,0,a--x,,,,,Spiritual life--Islam,http://id.worldcat.org/fast/1767799,Q48875
Visions--Religious aspects--Islam,0,a--x--x,,Vision--Religious aspects--Islam,http://id.worldcat.org/fast/2019549,Q19857,,,
"Medicine, Arabic",2,a,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778,,,
Création (Islam)--Histoire des doctrines,6,a--x,,Creation (Islam),http://id.worldcat.org/fast/882392,Q11434,,,
Libre arbitre et déterminisme--Aspect religieux--Islam,6,a--x--x,,Free will and determinism--Religious aspects--Islam,http://id.worldcat.org/fast/933979,Q11518,,,
Vie future--Islam,6,a--x,,Future life--Islam,http://id.worldcat.org/fast/936737,Q11604,,,
Dieu (Islam)--Histoire des doctrines,6,a--x,,God (Islam)--History of doctrines,http://id.worldcat.org/fast/944145,Q48870,,,
Intention--Aspect religieux--Islam,6,a--x--x,,Intention--Religious aspects--Islam,http://id.worldcat.org/fast/975956,Q64178,,,
Philosophie islamique--Histoire,6,a--x,,Islamic philosophy;History,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/958235,Q3016;Q6879,,,
Théorie de la connaissance (Islam),6,a,,"Knowledge, Theory of (Islam)",http://id.worldcat.org/fast/988208,Q64167,,,
Médecine arabe,6,a,,,,,"Medicine, Arab",http://id.worldcat.org/fast/1015186,Q2778
Métaphysique--Histoire,6,a--x,,Metaphysics;History,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/958235,Q277;Q6879,,,
Prière--Islam,6,a--x,,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135
Chiisme--Doctrines--Histoire,6,a--x--x,,Shīʻah--Doctrines;History,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/958235,Q39091;Q6879,,,
Âme--Islam--Histoire des doctrines,6,a--x--x,,Soul--Islam--History of doctrines,http://id.worldcat.org/fast/1126919,Q12646,,,
Vie spirituelle--Islam,6,a--x,,Spiritual life--Islam,http://id.worldcat.org/fast/1767799,Q48875,,,
"Manuscripts, Arabic",fast,a,(OCoLC)fst01008278,,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256
Shaykhī--Doctrines,fast,a--x,(OCoLC)fst01115407,Shaykhī--Doctrines,http://id.worldcat.org/fast/1115407,Q48828,,,
