subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Dowry (Islamic law),fast,a,,Dowry (Islamic law),http://id.worldcat.org/fast/897273,Q8263,,,
Fatwas,fast,a,,,,,Fatwas,http://id.worldcat.org/fast/921976,"Q11267"
Legal documents,fast,a,,,,,Legal documents,http://id.worldcat.org/fast/995459,"Q4864"
"Letter writing, Arabic",fast,a,,"Letter writing, Arabic",http://id.worldcat.org/fast/996712,Q16348,,,
"Letter writing, Turkish",fast,a,,,,,"Letter writing, Turkish",http://id.worldcat.org/fast/996758,"Q26579"
Loans (Islamic law),fast,a,,Loans (Islamic law),http://id.worldcat.org/fast/1001066,Q26714,,,
Property (Islamic law),fast,a,,Property (Islamic law),http://id.worldcat.org/fast/1079153,Q7390,,,
Slavery (Islamic law),fast,a,,Slavery (Islamic law),http://id.worldcat.org/fast/1120504,Q54943,,,
Arab countries,fast,a,,,,,Arab countries,http://id.worldcat.org/fast/1240128,"Q218"
Divination--Turkey--Early works to 1800,0,a--z--v,,,,,Divination;Turkey;Early works,http://id.worldcat.org/fast/895747;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,"Q26839;Q4294;Q300"
Islamic eschatology--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008119864,,,,Islamic eschatology;Early works,http://id.worldcat.org/fast/1730321;http://id.worldcat.org/fast/1411636,"Q11161;Q300"
"Traditional medicine--Turkey--Formulae, receipts, prescriptions--Early works to 1800",0,a--z--x--v,,"Traditional medicine--Formulae, receipts, prescriptions;Turkey;Early works",http://id.worldcat.org/fast/1153975;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q2955;Q4294;Q300,,,
"Islamic magic--Formulae, receipts, prescriptions--Early works to 1800",0,a--v--v,,"Islamic magic;Prescriptions, formulae, receipts, etc.;Early works",http://id.worldcat.org/fast/1730344;http://id.worldcat.org/fast/1424054;http://id.worldcat.org/fast/1411636,Q2807;Q3042;Q300,,,
Magic squares--Early works to 1800,0,a--v,,,,,Magic squares;Early works,http://id.worldcat.org/fast/1005506;http://id.worldcat.org/fast/1411636,"Q4977;Q300"
Islam--Poetry--Early works to 1800,0,a--v--v,(uri) http://id.loc.gov/authorities/subjects/sh85068390,Islam;Poetry;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q3549;Q247;Q300,,,
Islam,fast,a,,,,,Islam,http://id.worldcat.org/fast/979776,"Q3549"
Islam--Prayers and devotions,0,a--v,,,,,Islam;Prayers and devotions,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909,"Q3549;Q3052"
Islamic poetry,0,a,,,,,Islamic poetry,http://id.worldcat.org/fast/979997,"Q11368"
Islam--Prières et dévotions,6,a--v,,Islam--Prayers and devotions,http://id.worldcat.org/fast/979821,Q3036,,,
Poésie islamique,6,a,,Islamic poetry,http://id.worldcat.org/fast/979997,Q11368,,,
Islamic poetry,fast,a,,,,,Islamic poetry,http://id.worldcat.org/fast/979997,"Q11368"
Islamic magic,0,a,,,,,Islamic magic,http://id.worldcat.org/fast/1730344,"Q2807"
Magie islamique,6,a,,,,,Islamic magic,http://id.worldcat.org/fast/1730344,"Q2807"
Islamic magic,fast,a,,,,,Islamic magic,http://id.worldcat.org/fast/1730344,"Q2807"
Islam--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,"Q3549;Q3052;Q300"
Islamic magic--Early works to 1800,0,a--v,,,,,Islamic magic;Early works,http://id.worldcat.org/fast/1730344;http://id.worldcat.org/fast/1411636,"Q2807;Q300"
Islam--Prières et dévotions--Ouvrages avant 1800,6,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,"Q3549;Q3052;Q300"
Magie islamique--Ouvrages avant 1800,6,a--v,,Islamic magic;Early works,http://id.worldcat.org/fast/1730344;http://id.worldcat.org/fast/1411636,Q2807;Q300,,,
Carrés magiques--Ouvrages avant 1800,6,a--v,,Magic squares;Early works,http://id.worldcat.org/fast/1005506;http://id.worldcat.org/fast/1411636,Q4977;Q300,,,
Magic squares,fast,a,,,,,Magic squares,http://id.worldcat.org/fast/1005506,"Q4977"
Resurrection (Islam)--Early works to 1800,0,a--v,,,,,Resurrection (Islam);Early works,http://id.worldcat.org/fast/1096049;http://id.worldcat.org/fast/1411636,"Q11349;Q300"
Judgment Day (Islam)--Early works to 1800,0,a--v,,,,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,"Q11282;Q300"
Résurrection--Islam--Ouvrages avant 1800,6,a--x--v,,Resurrection (Islam);Early works,http://id.worldcat.org/fast/1096049;http://id.worldcat.org/fast/1411636,Q11349;Q300,,,
Jugement dernier (Islam)--Ouvrages avant 1800,6,a--v,,,,,Judgment Day (Islam);Early works,http://id.worldcat.org/fast/984597;http://id.worldcat.org/fast/1411636,"Q11282;Q300"
Judgment Day (Islam),fast,a,,,,,Judgment Day (Islam),http://id.worldcat.org/fast/984597,"Q11282"
Resurrection (Islam),fast,a,,,,,Resurrection (Islam),http://id.worldcat.org/fast/1096049,"Q11349"
"Purity, Ritual--Islam--Early works to 1800",0,a--x--v,,,,,"Purity, Ritual--Islam;Early works",http://id.worldcat.org/fast/1084388;http://id.worldcat.org/fast/1411636,"Q11216;Q300"
Prayer--Islam--Early works to 1800,0,a--x--v,http://id.loc.gov/authorities/subjects/sh2010108002,,,,Prayer--Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1411636,"Q11135;Q300"
Piety--Islam--Early works to 1800,0,a--x--v,,Piety;Islam;Early works,http://id.worldcat.org/fast/1063913;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q18310;Q3549;Q300,,,
Turkish letters--16th century,0,a--y,,Turkish letters;Sixteenth century,http://id.worldcat.org/fast/1746752;http://id.worldcat.org/fast/1119851,Q54945;Q335,,,
Legal documents--Turkey--16th century,0,a--z--y,,Legal documents;Turkey;Sixteenth century,http://id.worldcat.org/fast/995459;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1119851,Q4864;Q4294;Q335,,,
Gardening--Turkey--Early works to 1800,0,a--z--v,,Gardening;Turkey;Early works,http://id.worldcat.org/fast/937852;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q4926;Q4294;Q300,,,
Traditional medicine--Turkey--Early works to 1800,0,a--z--v,,Traditional medicine;Turkey;Early works,http://id.worldcat.org/fast/1153974;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1411636,Q3048;Q4294;Q300,,,
Turkish poetry,0,a,http://id.loc.gov/authorities/subjects/sh85138898,,,,Turkish poetry,http://id.worldcat.org/fast/1159504,"Q18296"
Miniatures (Illuminations)--Turkey--20th century,gmgpc,a--z--y,,miniatures (paintings);Turkey;Twentieth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1159810,Q262;Q4294;Q12528,,,
Turkish language--Versification--Early works to 1800,0,a--x--v,,Turkish language--Versification;Early works,http://id.worldcat.org/fast/1159481;http://id.worldcat.org/fast/1411636,Q54946;Q300,,,
Turkish language--Versification,fast,a--x,,Turkish language--Versification,http://id.worldcat.org/fast/1159481,Q54946,,,
Amulets (Islam)--Early works to 1800,0,a--v,,Amulets (Islam);Early works,http://id.worldcat.org/fast/808068;http://id.worldcat.org/fast/1411636,Q27049;Q300,,,
Geomancy--Early works to 1800,0,a--v,,Geomancy;Early works,http://id.worldcat.org/fast/940820;http://id.worldcat.org/fast/1411636,Q16328;Q300,,,
