subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Prophecies (Occultism),0,a,,Prophecies (Occultism),http://id.worldcat.org/fast/1079196,Q108620,,,
Euboea Island (Greece)--History,0,a--x,,Greece--Euboea Island;History,http://id.worldcat.org/fast/1244989;http://id.worldcat.org/fast/958235,Q108622;Q6879,,,
Greece--Euboea Island,fast,a--z,(OCoLC)fst01244989,Greece--Euboea Island,http://id.worldcat.org/fast/1244989,Q108622,,,
"Manuscripts, Latin (Medieval and modern)",0,a,,,,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
Divine office--Early works to 1800,0,a--v,,,,,Divine office;Early works,http://id.worldcat.org/fast/895757;http://id.worldcat.org/fast/1411636,Q5881;Q300
Initials--Specimens--Early works to 1800,0,a--v--x,,Initials;Specimens;Early works,http://id.worldcat.org/fast/973464;http://id.worldcat.org/fast/1423861;http://id.worldcat.org/fast/1411636,Q10796;Q239;Q300,,,
"Illumination of books and manuscripts, Gothic--Specimens--Early works to 1800",0,a--v--x,,"Illumination of books and manuscripts, Gothic;Specimens;Early works",http://id.worldcat.org/fast/967296;http://id.worldcat.org/fast/1423861;http://id.worldcat.org/fast/1411636,Q8371;Q239;Q300,,,
Bookbinding--France--History--15th century--Specimens,0,a--z--x--y--v,,Bookbinding;France;History;Fifteenth century;Specimens,http://id.worldcat.org/fast/836265;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423861,Q42537;Q152;Q6879;Q154;Q239,,,
French language--To 1300,0,a--y,,French language,http://id.worldcat.org/fast/934333,Q4305,,,
Autun (France)--History--Sources,0,a--x--x,,France--Autun;History--Sources,http://id.worldcat.org/fast/1218887;http://id.worldcat.org/fast/958295,Q108623;Q8335,,,
Penmanship--Specimens--Early works to 1800,0,a--v--v,,Penmanship;Specimens;Early works,http://id.worldcat.org/fast/1056963;http://id.worldcat.org/fast/1423861;http://id.worldcat.org/fast/1411636,Q39037;Q239;Q300,,,
Latin language--Italy--History--15th century--Specimens,0,a--z--x--y--v,,Latin language;Italy;History;Fifteenth century;Specimens,http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423861,Q4170;Q249;Q6879;Q154;Q239,,,
"Latin language, Medieval and modern",0,a,,"Latin language, Medieval and modern",http://id.worldcat.org/fast/993284,Q3013,,,
Reggio Emilia (Italy)--History--Sources,0,a--x--x,,Italy--Reggio Emilia;History--Sources,http://id.worldcat.org/fast/1204878;http://id.worldcat.org/fast/958295,Q6884;Q8335,,,
World history,0,a,,,,,World history,http://id.worldcat.org/fast/1181345,Q189
Milan (Italy)--History--Sources,0,a--x--x,,Italy--Milan;History--Sources,http://id.worldcat.org/fast/1208698;http://id.worldcat.org/fast/958295,Q2808;Q8335,,,
Rome (Italy)--History--Sources,0,a--x--x,,Italy--Rome;History--Sources,http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/958295,Q278;Q8335,,,
"Sermons, Medieval",0,a,,,,,"Sermons, Medieval",http://id.worldcat.org/fast/1113290,Q16261
Mass--Celebration,0,a--x,,Mass--Celebration,http://id.worldcat.org/fast/1011192,Q39003,,,
"Manuscripts, Italian--Specimens",0,a--v,,"Manuscripts, Italian;Specimens",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1423861,Q269;Q239,,,
Spain--Politics and government,0,a--x,,Spain;Politics and government,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1919741,Q343;Q2818,,,
Spain--History--711-1516--Sources,0,a--x--y--v,,,,,Spain;History;Sources,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q343;Q6879;Q2769
"Manuscripts, Latin (Medieval and modern)--France",0,a--z,,,,,"Manuscripts, Latin (Medieval and modern);France",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1204289,Q10783;Q152
Missals--Texts,0,a--v,,,,,Missals;Texts,http://id.worldcat.org/fast/1023680;http://id.worldcat.org/fast/1423705,Q4233;Q3066
"Illumination of books and manuscripts, Medieval--Italy--Specimens",0,a--z--v,,,,,"Illumination of books and manuscripts, Medieval;Italy;Specimens",http://id.worldcat.org/fast/967326;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1423861,Q27352;Q249;Q239
Antiphonaries,0,a,,,,,Antiphonaries,http://id.worldcat.org/fast/810657,Q4306
