subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Ṭughrāʾī, al-Ḥusayn ibn ʻAlī, 1061 or 2-1121? Lāmīyat al-ʻAjam",0,a;d;t,,,,,,,
Catholic Church--Maronite rite--Syria,0,a--x--z,,Maronite rite (Catholic Church);Syria,http://id.worldcat.org/fast/1695167;http://id.worldcat.org/fast/1208757,Q110382;Q11447,,,
Catholic Church--Maronite rite--Liturgy--Texts,0,a--x--x--v,,Maronite rite (Catholic Church)--Liturgy;Texts,http://id.worldcat.org/fast/1353664;http://id.worldcat.org/fast/1423705,Q110381;Q3066,,,
Église maronite--Liturgie--Textes,6,a--x--v,,Maronite rite (Catholic Church)--Liturgy;Texts,http://id.worldcat.org/fast/1353664;http://id.worldcat.org/fast/1423705,Q110381;Q3066,,,
Catholic Church,fast,a,,,,,Catholic Church,http://id.worldcat.org/fast/531720,Q310
Catholic Church--Maronite rite--Liturgy--Texts,0,a--x--x--x,,Maronite rite (Catholic Church)--Liturgy;Liturgics--Texts,http://id.worldcat.org/fast/1353664;http://id.worldcat.org/fast/1353585,Q110381;Q48418,,,
Église maronite--Liturgie--Textes,6,a--x--x,,Maronite rite (Catholic Church)--Liturgy;Liturgics--Texts,http://id.worldcat.org/fast/1353664;http://id.worldcat.org/fast/1353585,Q110381;Q48418,,,
Catholic Church--Antiochene rite--History--Early works to 1800,0,a--x--x--v,,Antiochene rite (Catholic Church);History;Early works,http://id.worldcat.org/fast/1431858;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q110383;Q6879;Q300,,,
Catholic Church--Maronite rite--History--Early works to 1800,0,a--x--x--v,,Maronite rite (Catholic Church);History;Early works,http://id.worldcat.org/fast/1695167;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q110382;Q6879;Q300,,,
Catholic Church--History--Early works to 1800,0,a--x--v,,,,,Catholic Church;History;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q310;Q6879;Q300
Église catholique--Histoire--Ouvrages avant 1800,6,a--x--v,,,,,Catholic Church;History;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q310;Q6879;Q300
"Massacre of Dayr al Qamar (Dayr al Qamar, Lebanon : 1860)",fast,a;c;d,(OCoLC)fst01709788,"Massacre of Dayr al Qamar (Dayr al Qamar, Lebanon : 1860)",http://id.worldcat.org/fast/1709788,Q7725,,,
"Fakhr al-Dīn II, Emir of Lebanon, 1572-1635--Early works to 1800",0,a;b;c;d--v,,"Fakhr al-Dīn II, Emir of Lebanon, 1572-1635;Early works",http://id.worldcat.org/fast/189799;http://id.worldcat.org/fast/1411636,Q110384;Q300,,,
Moses (Biblical leader)--Islamic interpretations--Early works to 1800,0,a;c--x--v,,Islamic interpretations of Moses;Early works,http://id.worldcat.org/fast/1353431;http://id.worldcat.org/fast/1411636,Q110385;Q300,,,
