subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"ʻAbd al-Qādir al-Jīlānī, -1166",0,a;d,http://id.loc.gov/authorities/names/n90650670,,,,"ʻAbd al-Qādir al-Jīlānī, -1166",http://id.worldcat.org/fast/1803094,Q11271
"Āminah bint Wahb, -approximately 575--Genealogy--Early works to 1800",0,a;d--v--v,,"Āminah bint Wahb, -approximately 575;Genealogy;Early works",http://id.worldcat.org/fast/1804459;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636,Q38569;Q183;Q300,,,
"Sanūsī, Muḥammad ibn Yūsuf, approximately 1427-approximately 1490. Umm al-barāhīn fī ʻilm al-kalām",0,a;d;t,,,,,"Umm al-barāhīn fī ʻilm al-kalām (Sanūsī, Muḥammad ibn Yūsuf)",http://id.worldcat.org/fast/2057998,Q11477
"Ibn al-Fāriḍ, ʻUmar ibn ʻAlī, 1181 or 1182-1235. Khamrīyah",0,a;d;t,,,,,"Khamrīyah (Ibn al-Fāriḍ, ʻUmar ibn ʻAlī)",http://id.worldcat.org/fast/1370934,Q11450
"Jaʻbarī, Arslān ibn Yaʻqūb, -1300. Risālah fī al-tawḥīd",0,a;d;t,,"Risālah fī al-tawḥīd (Jaʻbarī, Arslān ibn Yaʻqūb)",http://id.worldcat.org/fast/1399659,Q4927,,,
"Khamrīyah (Ibn al-Fāriḍ, ʻUmar ibn ʻAlī)",fast,a,,"Khamrīyah (Ibn al-Fāriḍ, ʻUmar ibn ʻAlī)",http://id.worldcat.org/fast/1370934,Q11450,,,
"Risālah fī al-tawḥīd (Jaʻbarī, Arslān ibn Yaʻqūb)",fast,a,,"Risālah fī al-tawḥīd (Jaʻbarī, Arslān ibn Yaʻqūb)",http://id.worldcat.org/fast/1399659,Q4927,,,
"Umm al-barāhīn fī ʻilm al-kalām (Sanūsī, Muḥammad ibn Yūsuf)",fast,a,,"Umm al-barāhīn fī ʻilm al-kalām (Sanūsī, Muḥammad ibn Yūsuf)",http://id.worldcat.org/fast/2057998,Q11477,,,
"Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355? ʻAḍudīyah",0,a;d;t,,,,,"ʻAḍudīyah (Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad)",http://id.worldcat.org/fast/1392948,Q11513
"Mullā Ḥanafī, Muḥammad. Risālah al-Ḥanafīyah",0,a;t,,,,,,,
"ʻAbd al-Razzāq al-Qāshānī, -1330? Risālah fī bayān miqdār al-sanah al-sarmadīyah",0,a;d;t,,,,,,,
"Muḥammad, Prophet, -632--Biography--Early works to 1800",0,a;c;d--v--v,,,,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q3639;Q3051;Q300
"Samarqandī, Muḥammad ibn Ashraf, active 13th century. Risālah fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Shirwānī, Masʻūd ibn Ḥusayn, -1499 or 1500. Sharḥ al-Samarqandī fī ādāb al-baḥth",0,a;d;t,,,,,,,
"Taghlabī, ʻAbd al-Qādir ibn ʻUmar, 1642 or 1643-1722 or 1723",0,a;d,,"Taghlabī, ʻAbd al-Qādir ibn ʻUmar, 1642 or 1643-1722 or 1723",http://id.worldcat.org/fast/1850043,Q110398,,,
