subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Arabic--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
Khat,0,a,http://id.loc.gov/authorities/subjects/sh85109400,Khat,http://id.worldcat.org/fast/1753957,Q110426,,,
"Manuscripts, Persian--New Jersey--Princeton",0,a--z--z,,,,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
Muslim scholars--Certification--History--17th century--Sources,0,a--x--x--y--v,,,,,Muslim scholars;History;Seventeenth century;Sources,http://id.worldcat.org/fast/1731774;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663;http://id.worldcat.org/fast/1423900,Q11224;Q6879;Q2771;Q2769
Sunna--Early works to 1800,0,a--v,,,,,Sunna;Early works,http://id.worldcat.org/fast/1138712;http://id.worldcat.org/fast/1411636,Q7379;Q300
Patience--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Patience--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/1054998;http://id.worldcat.org/fast/1411636,Q64189;Q300
Marriage--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Marriage--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/1010506;http://id.worldcat.org/fast/1411636,Q11189;Q300
Islam--Customs and practices--Early works to 1800,0,a--x--v,,,,,Islam--Customs and practices;Early works,http://id.worldcat.org/fast/979785;http://id.worldcat.org/fast/1411636,Q11380;Q300
Sexual ethics--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Sexual ethics--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/1114840;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q64171;Q3549;Q300
Children--Death--Religious aspects--Islam--Early works to 1800,0,a--x--x--x--v,,,,,Children--Death--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/2015671;http://id.worldcat.org/fast/1411636,Q48984;Q300
Clothing and dress--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Clothing and dress--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/864715;http://id.worldcat.org/fast/1411636,Q11451;Q300
Death--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Death--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/888666;http://id.worldcat.org/fast/1411636,Q11543;Q300
Headgear--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Headgear--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/2016453;http://id.worldcat.org/fast/1411636,Q64182;Q300
Mahdi--Early works to 1800,0,a--v,,,,,Mahdi;Early works,http://id.worldcat.org/fast/1005989;http://id.worldcat.org/fast/1411636,Q11365;Q300
Travel--Early works to 1800,0,a--v,,,,,Travel;Early works,http://id.worldcat.org/fast/1155558;http://id.worldcat.org/fast/1411636,Q11139;Q300
Turbans--Religious aspects--Islam--Early works to 1800,0,a--x--x--v,,,,,Turbans--Religious aspects--Islam;Early works,http://id.worldcat.org/fast/2019417;http://id.worldcat.org/fast/1411636,Q64155;Q300
God (Islam)--Early works to 1800,0,a--v,,,,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,Q11509;Q300
Islam--Prayers and devotions--Early works to 1800,0,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3549;Q3052;Q300
Islam--Doctrines--Early works to 1800,0,a--x--v,,,,,Islam--Doctrines;Early works,http://id.worldcat.org/fast/979787;http://id.worldcat.org/fast/1411636,Q11301;Q300
Sufism--Doctrines--Early works to 1800,0,a--x--v,,,,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300
Sufi chants--Early works to 1800,0,a--v,,,,,Sufi chants;Early works,http://id.worldcat.org/fast/1137202;http://id.worldcat.org/fast/1411636,Q48878;Q300
"Wills, Ethical--Early works to 1800",0,a--v,,,,,"Wills, Ethical;Early works",http://id.worldcat.org/fast/1175541;http://id.worldcat.org/fast/1411636,Q11242;Q300
Dieu (Islam)--Ouvrages avant 1800,6,a--v,,,,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,Q11509;Q300
Islam--Prières et dévotions--Ouvrages avant 1800,6,a--v--v,,,,,Islam;Prayers and devotions;Early works,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q3549;Q3052;Q300
Soufisme--Doctrines--Ouvrages avant 1800,6,a--x--v,,,,,Sufism--Doctrines;Early works,http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q11235;Q300
Chant soufi--Ouvrages avant 1800,6,a--v,,,,,Sufi chants;Early works,http://id.worldcat.org/fast/1137202;http://id.worldcat.org/fast/1411636,Q48878;Q300
Testaments moraux--Ouvrages avant 1800,6,a--v,,,,,"Wills, Ethical;Early works",http://id.worldcat.org/fast/1175541;http://id.worldcat.org/fast/1411636,Q11242;Q300
Manuscrits arabes--New Jersey--Princeton,6,a--z--z,,,,,"Manuscripts, Arabic;New Jersey--Princeton",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1204939,Q256;Q11460
