row_index,ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_tgn,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_wikidata,author_instance_of,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language_iso_639-3,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
431,,,,digital-scriptorium,Q49210,New York University,Fragment 023,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XIII(1), 1200-1250",1200^1250,13,http://vocab.getty.edu/aat/300404505,false,,,,Commentariorum in Matthaeum Libri Octo,,,,,,,,,,,,,,,,,Latin,lat,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 168 x 185 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132478.xml
432,,,,digital-scriptorium,Q49210,New York University,Fragment 031,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,,,Codex,,,,,,,,,,,,,,,,,Latin,lat,,"The book from which this leaf originates was in England by the 16th century as witnessed by the note scribbled upside down onto the lower margin of the verso (the lighter side of the parchment), in anglicana script: ""The power that mynos used making al lawes xi & xxvi"" (presumably in reference to the Pseudo Platonic dialogue, Minos). This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 305 x 208 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132479.xml
433,,,,digital-scriptorium,Q49210,New York University,Fragment 040,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,,,Homeliae de tempore,,,,,,,,,,,,,,,,,Latin,lat,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 156 x 226 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132480.xml
434,,,,digital-scriptorium,Q49210,New York University,Fragment 048,,,Italy,http://vocab.getty.edu/tgn/1000080,,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,,,Homeliae de tempore,,,,,,,,,,,,,,,,,Latin,lat,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 149 x 225 mm.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132481.xml
435,,,,digital-scriptorium,Q49210,New York University,Fragment 049,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,,,"Bible, O. T.",,,,,,,,,,,,,,,,,Latin,lat,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 285 x 200 mm.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132482.xml
436,,,,digital-scriptorium,Q49210,New York University,Fragment 051,,,France,http://vocab.getty.edu/tgn/1000070,,"s. XIII(3/4), 1250-1275",1250^1275,13,http://vocab.getty.edu/aat/300404505,false,,,,"Codex, Liber Sextus",,,,,,,,,,,,,,,,,Latin,lat,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 320 x 217 mm.,"The class for Middle English paleography, taught by Prof. Christopher Baswell in Spring term, 2018, identified scripts in blitz sessions at the end of term; we thank these students very much.",2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132483.xml
437,,,,digital-scriptorium,Q49210,New York University,Fragment 116,,,Undetermined,http://vocab.getty.edu/tgn/7544559,,"s. XI?, 1000-1099",1000^1099,11,http://vocab.getty.edu/aat/300404503,false,,,,,,,,,,,,,,,,,,,,,,,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 237 x 163 mm.,Dr. Nadezhda Kavrus-Hoffmann kindly supplied the information for this description.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132484.xml
438,,,,digital-scriptorium,Q49210,New York University,Fragment 117,,,Undetermined,http://vocab.getty.edu/tgn/7544559,,"s. X/XI, 990-1010",990^1010,10;11,http://vocab.getty.edu/aat/300404502;http://vocab.getty.edu/aat/300404503,false,,,,,,,,,,,,,,,,,,,,,,,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 320 x 193 mm.,Dr. Nadezhda Kavrus-Hoffmann kindly supplied the information for this description.,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00132485.xml
439,,,,digital-scriptorium,Q49210,New York University,Fragment 001,,,England,http://vocab.getty.edu/tgn/7002445,,"s. XIV, 1300-1399",1300^1399,14,http://vocab.getty.edu/aat/300404506,false,,,,Liber sententiarum,,,,,,,,,,,,,,,,,,,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 152 x 169.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00206250.xml
440,,,,digital-scriptorium,Q49210,New York University,Fragment 002,,,England,http://vocab.getty.edu/tgn/7002445,,"","",,,false,,,,Liber extra,,,,,,,,,,,,,,,,,,,,"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",,,,parchment,Extent: f. 1r-v; 224 x 157.,,2022-02-08T17:47:33-05:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/nyu/mets/ds_50_25_00206251.xml
